idx,NpcGuid,ItemNo,Gem1,GemCount1,Gem2,GemCount2,Gem3,GemCount3,Gem4,GemCount4,Gem5,GemCount5,CP
1195,AF754D30-100D-48D7-93E3-E42271A4E668,147500180,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
1196,AF754D30-100D-48D7-93E3-E42271A4E668,147600180,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
1197,AF754D30-100D-48D7-93E3-E42271A4E668,148100160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
1198,AF754D30-100D-48D7-93E3-E42271A4E668,148200160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
1199,AF754D30-100D-48D7-93E3-E42271A4E668,148300160,50900010,16,50900020,8,50900030,32,50900040,16,50900050,8,0
1200,AF754D30-100D-48D7-93E3-E42271A4E668,148400160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
1201,AF754D30-100D-48D7-93E3-E42271A4E668,148500160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
1202,AF754D30-100D-48D7-93E3-E42271A4E668,148600160,50900010,8,50900020,4,50900030,15,50900040,8,50900050,4,0
1203,AF754D30-100D-48D7-93E3-E42271A4E668,330110150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1204,AF754D30-100D-48D7-93E3-E42271A4E668,330210150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1205,AF754D30-100D-48D7-93E3-E42271A4E668,330310150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1206,AF754D30-100D-48D7-93E3-E42271A4E668,330410150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1207,AF754D30-100D-48D7-93E3-E42271A4E668,330510150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1208,AF754D30-100D-48D7-93E3-E42271A4E668,330610150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1209,AF754D30-100D-48D7-93E3-E42271A4E668,340110150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1210,AF754D30-100D-48D7-93E3-E42271A4E668,340210150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1211,AF754D30-100D-48D7-93E3-E42271A4E668,340310150,50900010,32,50900020,16,50900030,16,50900040,8,50900050,8,0
1212,AF754D30-100D-48D7-93E3-E42271A4E668,340410150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1213,AF754D30-100D-48D7-93E3-E42271A4E668,340510150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1214,AF754D30-100D-48D7-93E3-E42271A4E668,340610150,50900010,15,50900020,8,50900030,8,50900040,4,50900050,4,0
1215,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,141100010,50900010,6,50900020,3,50900030,3,50900040,2,50900050,2,0
1216,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,141200010,50900010,6,50900020,3,50900030,3,50900040,2,50900050,2,0
1217,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,141300010,50900010,6,50900020,3,50900030,3,50900040,2,50900050,2,0
1218,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,143100010,50900010,2,50900020,3,50900030,3,50900040,6,50900050,2,0
1219,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,143200010,50900010,2,50900020,3,50900030,3,50900040,6,50900050,2,0
1220,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,143300010,50900010,2,50900020,3,50900030,3,50900040,6,50900050,2,0
1221,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,145100010,50900010,3,50900020,6,50900030,2,50900040,3,50900050,2,0
1222,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,145200010,50900010,3,50900020,6,50900030,2,50900040,3,50900050,2,0
1223,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,145300010,50900010,3,50900020,6,50900030,2,50900040,3,50900050,2,0
1224,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,147100010,50900010,3,50900020,2,50900030,6,50900040,3,50900050,2,0
1225,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,147200010,50900010,3,50900020,2,50900030,6,50900040,3,50900050,2,0
1226,B0FBA1FF-4441-461F-B86B-CB95A7E5AA8D,147300010,50900010,3,50900020,2,50900030,6,50900040,3,50900050,2,0
1227,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141100150,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1228,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141200150,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1229,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141300150,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1230,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141400150,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1231,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141500150,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1232,B5CEF9ED-5723-4FF3-ABC8-98160826D317,141600150,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1233,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142100130,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1234,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142200130,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1235,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142300130,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1236,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142400130,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1237,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142500130,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1238,B5CEF9ED-5723-4FF3-ABC8-98160826D317,142600130,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1239,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143100150,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1240,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143200150,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1241,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143300150,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1242,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143400150,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1243,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143500150,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1244,B5CEF9ED-5723-4FF3-ABC8-98160826D317,143600150,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1245,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144100130,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1246,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144200130,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1247,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144300130,50900010,7,50900020,14,50900030,14,50900040,27,50900050,7,0
1248,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144400130,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1249,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144500130,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1250,B5CEF9ED-5723-4FF3-ABC8-98160826D317,144600130,50900010,3,50900020,7,50900030,7,50900040,13,50900050,3,0
1251,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145100150,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1252,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145200150,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1253,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145300150,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1254,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145400150,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1255,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145500150,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1256,B5CEF9ED-5723-4FF3-ABC8-98160826D317,145600150,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1257,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146100130,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1258,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146200130,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1259,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146300130,50900010,14,50900020,27,50900030,7,50900040,14,50900050,7,0
1260,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146400130,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1261,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146500130,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1262,B5CEF9ED-5723-4FF3-ABC8-98160826D317,146600130,50900010,7,50900020,13,50900030,3,50900040,7,50900050,3,0
1263,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147100150,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1264,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147200150,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1265,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147300150,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1266,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147400150,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1267,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147500150,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1268,B5CEF9ED-5723-4FF3-ABC8-98160826D317,147600150,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1269,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148100130,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1270,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148200130,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1271,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148300130,50900010,14,50900020,7,50900030,27,50900040,14,50900050,7,0
1272,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148400130,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1273,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148500130,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1274,B5CEF9ED-5723-4FF3-ABC8-98160826D317,148600130,50900010,7,50900020,3,50900030,13,50900040,7,50900050,3,0
1275,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330110120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1276,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330210120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1277,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330310120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1278,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330410120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1279,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330510120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1280,B5CEF9ED-5723-4FF3-ABC8-98160826D317,330610120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1281,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340110120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1282,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340210120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1283,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340310120,50900010,27,50900020,14,50900030,14,50900040,7,50900050,7,0
1284,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340410120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1285,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340510120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1286,B5CEF9ED-5723-4FF3-ABC8-98160826D317,340610120,50900010,13,50900020,7,50900030,7,50900040,3,50900050,3,0
1287,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330110110,49000550,3,0,0,0,0,0,0,0,0,4000
1288,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330110140,49000550,4,0,0,0,0,0,0,0,0,6000
1289,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330110170,49000550,5,0,0,0,0,0,0,0,0,8500
1290,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330110200,49000550,6,0,0,0,0,0,0,0,0,11000
1291,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330110230,49000550,9,0,0,0,0,0,0,0,0,17000
1292,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330210110,49000550,3,0,0,0,0,0,0,0,0,4000
1293,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330210140,49000550,4,0,0,0,0,0,0,0,0,6000
1294,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330210170,49000550,5,0,0,0,0,0,0,0,0,8500
1295,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330210200,49000550,6,0,0,0,0,0,0,0,0,11000
1296,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330210230,49000550,9,0,0,0,0,0,0,0,0,17000
1297,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330310110,49000550,3,0,0,0,0,0,0,0,0,4000
1298,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330310140,49000550,4,0,0,0,0,0,0,0,0,6000
1299,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330310170,49000550,5,0,0,0,0,0,0,0,0,8500
1300,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330310200,49000550,6,0,0,0,0,0,0,0,0,11000
1301,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330310230,49000550,9,0,0,0,0,0,0,0,0,17000
1302,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330410110,49000550,1,0,0,0,0,0,0,0,0,2000
1303,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330410140,49000550,2,0,0,0,0,0,0,0,0,3000
1304,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330410170,49000550,2,0,0,0,0,0,0,0,0,4000
1305,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330410200,49000550,4,0,0,0,0,0,0,0,0,7000
1306,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330410230,49000550,6,0,0,0,0,0,0,0,0,11000
1307,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330510110,49000550,1,0,0,0,0,0,0,0,0,2000
1308,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330510140,49000550,2,0,0,0,0,0,0,0,0,3000
1309,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330510170,49000550,2,0,0,0,0,0,0,0,0,4000
1310,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330510200,49000550,4,0,0,0,0,0,0,0,0,7000
1311,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330510230,49000550,6,0,0,0,0,0,0,0,0,11000
1312,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330610110,49000550,1,0,0,0,0,0,0,0,0,2000
1313,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330610140,49000550,2,0,0,0,0,0,0,0,0,3000
1314,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330610170,49000550,2,0,0,0,0,0,0,0,0,4000
1315,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330610200,49000550,4,0,0,0,0,0,0,0,0,7000
1316,B8D9FD73-A3B0-4E25-9F1F-38A40C88AF7E,330610230,49000550,6,0,0,0,0,0,0,0,0,11000
1317,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141100120,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1318,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141200120,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1319,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141300120,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1320,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141400120,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1321,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141500120,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1322,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,141600120,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1323,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142100100,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1324,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142200100,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1325,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142300100,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1326,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142400100,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1327,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142500100,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1328,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,142600100,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1329,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143100120,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1330,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143200120,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1331,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143300120,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1332,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143400120,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1333,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143500120,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1334,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,143600120,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1335,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144100100,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1336,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144200100,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1337,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144300100,50900010,6,50900020,12,50900030,12,50900040,24,50900050,6,0
1338,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144400100,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1339,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144500100,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1340,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,144600100,50900010,3,50900020,6,50900030,6,50900040,12,50900050,3,0
1341,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145100120,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1342,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145200120,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1343,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145300120,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1344,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145400120,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1345,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145500120,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1346,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,145600120,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1347,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146100100,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1348,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146200100,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1349,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146300100,50900010,12,50900020,24,50900030,6,50900040,12,50900050,6,0
1350,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146400100,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1351,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146500100,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1352,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,146600100,50900010,6,50900020,12,50900030,3,50900040,6,50900050,3,0
1353,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147100120,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1354,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147200120,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1355,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147300120,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1356,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147400120,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1357,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147500120,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1358,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,147600120,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1359,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148100100,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1360,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148200100,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1361,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148300100,50900010,12,50900020,6,50900030,24,50900040,12,50900050,6,0
1362,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148400100,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1363,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148500100,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1364,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,148600100,50900010,6,50900020,3,50900030,12,50900040,6,50900050,3,0
1365,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330110090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1366,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330210090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1367,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330310090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1368,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330410090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1369,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330510090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1370,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,330610090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1371,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340110090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1372,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340210090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1373,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340310090,50900010,24,50900020,12,50900030,12,50900040,6,50900050,6,0
1374,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340410090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1375,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340510090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1376,BACB3BA1-0A1A-4907-B9D6-2D4BE80AD116,340610090,50900010,12,50900020,6,50900030,6,50900040,3,50900050,3,0
1377,BE9051CE-D418-4CE1-B957-9B84678C10CD,340110110,49000550,3,0,0,0,0,0,0,0,0,4000
1378,BE9051CE-D418-4CE1-B957-9B84678C10CD,340110140,49000550,4,0,0,0,0,0,0,0,0,6000
1379,BE9051CE-D418-4CE1-B957-9B84678C10CD,340110170,49000550,5,0,0,0,0,0,0,0,0,8500
1380,BE9051CE-D418-4CE1-B957-9B84678C10CD,340110200,49000550,6,0,0,0,0,0,0,0,0,11000
1381,BE9051CE-D418-4CE1-B957-9B84678C10CD,340110230,49000550,9,0,0,0,0,0,0,0,0,17000
1382,BE9051CE-D418-4CE1-B957-9B84678C10CD,340210110,49000550,3,0,0,0,0,0,0,0,0,4000
1383,BE9051CE-D418-4CE1-B957-9B84678C10CD,340210140,49000550,4,0,0,0,0,0,0,0,0,6000
1384,BE9051CE-D418-4CE1-B957-9B84678C10CD,340210170,49000550,5,0,0,0,0,0,0,0,0,8500
1385,BE9051CE-D418-4CE1-B957-9B84678C10CD,340210200,49000550,6,0,0,0,0,0,0,0,0,11000
1386,BE9051CE-D418-4CE1-B957-9B84678C10CD,340210230,49000550,9,0,0,0,0,0,0,0,0,17000
1387,BE9051CE-D418-4CE1-B957-9B84678C10CD,340310110,49000550,3,0,0,0,0,0,0,0,0,4000
1388,BE9051CE-D418-4CE1-B957-9B84678C10CD,340310140,49000550,4,0,0,0,0,0,0,0,0,6000
1389,BE9051CE-D418-4CE1-B957-9B84678C10CD,340310170,49000550,5,0,0,0,0,0,0,0,0,8500
1390,BE9051CE-D418-4CE1-B957-9B84678C10CD,340310200,49000550,6,0,0,0,0,0,0,0,0,11000
1391,BE9051CE-D418-4CE1-B957-9B84678C10CD,340310230,49000550,9,0,0,0,0,0,0,0,0,17000
1392,BE9051CE-D418-4CE1-B957-9B84678C10CD,340410110,49000550,1,0,0,0,0,0,0,0,0,2000
1393,BE9051CE-D418-4CE1-B957-9B84678C10CD,340410140,49000550,2,0,0,0,0,0,0,0,0,3000
1394,BE9051CE-D418-4CE1-B957-9B84678C10CD,340410170,49000550,2,0,0,0,0,0,0,0,0,4000
1395,BE9051CE-D418-4CE1-B957-9B84678C10CD,340410200,49000550,4,0,0,0,0,0,0,0,0,7000
1396,BE9051CE-D418-4CE1-B957-9B84678C10CD,340410230,49000550,6,0,0,0,0,0,0,0,0,11000
1397,BE9051CE-D418-4CE1-B957-9B84678C10CD,340510110,49000550,1,0,0,0,0,0,0,0,0,2000
1398,BE9051CE-D418-4CE1-B957-9B84678C10CD,340510140,49000550,2,0,0,0,0,0,0,0,0,3000
1399,BE9051CE-D418-4CE1-B957-9B84678C10CD,340510170,49000550,2,0,0,0,0,0,0,0,0,4000
1400,BE9051CE-D418-4CE1-B957-9B84678C10CD,340510200,49000550,4,0,0,0,0,0,0,0,0,7000
1401,BE9051CE-D418-4CE1-B957-9B84678C10CD,340510230,49000550,6,0,0,0,0,0,0,0,0,11000
1402,BE9051CE-D418-4CE1-B957-9B84678C10CD,340610110,49000550,1,0,0,0,0,0,0,0,0,2000
1403,BE9051CE-D418-4CE1-B957-9B84678C10CD,340610140,49000550,2,0,0,0,0,0,0,0,0,3000
1404,BE9051CE-D418-4CE1-B957-9B84678C10CD,340610170,49000550,2,0,0,0,0,0,0,0,0,4000
