IDX,f_NationCodeStr,SetNo,Name,Memo,SetAbil01,SetAbil02,NeedItem01,NeedItem02,NeedItem03,NeedItem04,NeedItem05,NeedItem06,NeedItem07,NeedItem08,NeedItem09,NeedItem10
1434,0,38688,999,[던전세트] LV70 세크메티언 격투가-레어,38688,0,330341010,330341020,330341030,330341040,330341050,330341060,0,0,0,0
1435,0,38689,999,[던전세트] LV68 세크메티언 격투가-일반,38689,0,330340010,330340020,330340030,330340040,330340050,330340060,0,0,0,0
1436,0,38690,999,[던전세트] LV60 언데드본 격투가-영웅,38690,0,330332010,330332020,330332030,330332040,330332050,330332060,330332070,0,0,0
1437,0,38691,999,[던전세트] LV60 언데드본 격투가-레어,38691,0,330331010,330331020,330331030,330331040,330331050,330331060,330331070,0,0,0
1438,0,38692,999,[던전세트] LV60 언데드본 격투가-일반,38692,0,330330010,330330020,330330030,330330040,330330050,330330060,0,0,0,0
1439,0,38693,999,[던전세트] LV45 신록의숲 미스트엘프 격투가,38693,0,330320010,330320020,330320030,330320040,330320050,330320060,0,0,0,0
1440,0,38694,999,[던전세트] LV35 지하묘지 격투가 방어구 -아누쿠스세트,38694,0,330311010,330311020,330311030,330311040,330311050,330311060,0,0,0,0
1441,0,38695,999,[업적/캐쉬] LV1 자로 전문가,38695,0,50506210,0,0,0,0,0,0,0,0,0
1442,0,38696,999,[업적/캐쉬] LV1 자로 달인,38696,0,50506220,0,0,0,0,0,0,0,0,0
1443,0,38697,999,[업적/캐쉬] LV1 킬로 전문가,38697,0,50506230,0,0,0,0,0,0,0,0,0
1444,0,38698,999,[업적/캐쉬] LV1 킬로 달인,38698,0,50506240,0,0,0,0,0,0,0,0,0
1445,0,38699,999,[업적/캐쉬] LV1 카샤프 전문가,38699,0,50506250,0,0,0,0,0,0,0,0,0
1446,0,38700,999,[업적/캐쉬] LV1 카샤프 달인,38700,0,50506260,0,0,0,0,0,0,0,0,0
1447,0,38701,999,[업적/캐쉬] LV1 프로켈 전문가,38701,0,50506270,0,0,0,0,0,0,0,0,0
1448,0,38702,999,[업적/캐쉬] LV1 프로켈 달인,38702,0,50506280,0,0,0,0,0,0,0,0,0
1449,0,38703,999,[던전세트] LV37 격투가 다크소울 세트,38703,0,333110020,119210130,119210140,119210150,0,0,0,0,0,0
1450,0,38704,999,[업적/캐쉬] LV1 업적: 수박깨기 달인,38704,0,299602980,0,0,0,0,0,0,0,0,0
1451,0,38705,999,[업적/캐쉬] LV1 업적: 곤충 체집 달인,38705,0,299602810,0,0,0,0,0,0,0,0,0
1452,0,38706,999,[업적/캐쉬] LV1 투구벌레왕자세트[2011 여름이벤트],7666,0,299602740,299602750,299602760,299602770,299602780,299602790,0,0,0,0
1453,0,38707,999,[업적/캐쉬] LV1 수영복 세트 1[2011 여름이벤트],17501,0,299602850,299602860,299602870,299602880,0,0,0,0,0,0
1454,0,38708,999,[업적/캐쉬] LV1 수영복 세트 2[2011 여름이벤트],17501,0,299602890,299602900,299602910,299602920,0,0,0,0,0,0
1455,0,38709,999,[캐쉬] LV1 비정한 검객 칼로 베어 머리(스페셜),38706,0,299601740,299601750,299601760,299601770,299601780,299601790,0,0,0,0
1456,0,38710,999,[캐쉬] LV1 노래하는 라라라 라이온머리(스페셜),38706,0,299601800,299601810,299601820,299601830,299601840,299601850,0,0,0,0
1457,0,38711,999,[캐쉬] LV1 고양이 백작 야옹 더 캬옹 머리,17645,0,299601860,299601870,299601880,299601890,299601900,0,0,0,0,0
1458,0,38712,999,[캐쉬] LV1 뿔양 봉제인형 머리(고급),17622,0,299601910,299601920,299601930,299601940,299601950,0,0,0,0,0
1459,0,38713,999,[캐쉬] LV1 초식곰돌이 봉제인형 머리(고급),17622,0,299601960,299601970,299601980,299601990,299602000,0,0,0,0,0
1460,0,38714,999,[캐쉬] LV1 고양이 기사 레이피야옹,17645,0,299602010,299602020,299602030,299602040,299602050,0,0,0,0,0
1461,0,38715,999,[캐쉬] LV1 반짝반짝 꿀벌,38706,0,299602060,299602070,299602080,299602090,299602100,299602110,0,0,0,0
1462,0,38716,999,[캐쉬] LV1 변태끼있는 토끼,17645,0,299602130,299602140,299602150,299602160,299602170,0,0,0,0,0
1463,0,38717,999,[캐쉬] LV1 카우보이 얼룩소,17622,0,299602180,299602190,299602200,299602210,299602220,0,0,0,0,0
1464,0,38718,999,[캐쉬] LV1 내 머리위의 고양이,17622,0,299602230,299602240,299602250,299602260,299602270,0,0,0,0,0
1465,0,38719,999,[캐쉬] LV1 패셔너블 수탉,17622,0,299602280,299602290,299602300,299602310,299602320,0,0,0,0,0
1466,0,38720,999,[캐쉬] LV1 팬더 봉제인형 머리,17538,0,299602330,299602340,299602350,299602360,299602370,0,0,0,0,0
1467,0,38721,999,[캐쉬] LV1 삽질하는 두더지,38707,0,299602380,299602390,299602400,299602410,299602420,299602430,0,0,0,0
1468,0,38722,999,[캐쉬] LV1 코알라 봉제인형,17538,0,299602450,299602460,299602470,299602480,299602490,0,0,0,0,0
1469,0,38723,999,[캐쉬] LV1 표범 봉제인형 상의,17538,0,299602560,299602570,299602580,299602590,299602600,0,0,0,0,0
1470,0,38724,999,[캐쉬] LV1 비정한 검객 칼로 베어 머리(스페셜),38706,0,399601740,399601750,399601760,399601770,399601780,399601790,0,0,0,0
1471,0,38725,999,[캐쉬] LV1 노래하는 라라라 라이온머리(스페셜),38706,0,399601800,399601810,399601820,399601830,399601840,399601850,0,0,0,0
1472,0,38726,999,[캐쉬] LV1 고양이 백작 야옹 더 캬옹 머리,17645,0,399601860,399601870,399601880,399601890,399601900,0,0,0,0,0
1473,0,38727,999,[캐쉬] LV1 뿔양 봉제인형 머리(고급),17622,0,399601910,399601920,399601930,399601940,399601950,0,0,0,0,0
1474,0,38728,999,[캐쉬] LV1 초식곰돌이 봉제인형 머리(고급),17622,0,399601960,399601970,399601980,399601990,399602000,0,0,0,0,0
1475,0,38729,999,[캐쉬] LV1 고양이 기사 레이피야옹,17645,0,399602010,399602020,399602030,399602040,399602050,0,0,0,0,0
1476,0,38730,999,[캐쉬] LV1 반짝반짝 꿀벌,38706,0,399602060,399602070,399602080,399602090,399602100,399602110,0,0,0,0
1477,0,38731,999,[캐쉬] LV1 변태끼있는 토끼,17645,0,399602130,399602140,399602150,399602160,399602170,0,0,0,0,0
1478,0,38732,999,[캐쉬] LV1 카우보이 얼룩소,17622,0,399602180,399602190,399602200,399602210,399602220,0,0,0,0,0
1479,0,38733,999,[캐쉬] LV1 내 머리위의 고양이,17622,0,399602230,399602240,399602250,399602260,399602270,0,0,0,0,0
1480,0,38734,999,[캐쉬] LV1 패셔너블 수탉,17622,0,399602280,399602290,399602300,399602310,399602320,0,0,0,0,0
1481,0,38735,999,[캐쉬] LV1 팬더 봉제인형 머리,17538,0,399602330,399602340,399602350,399602360,399602370,0,0,0,0,0
1482,0,38736,999,[캐쉬] LV1 삽질하는 두더지,38707,0,399602380,399602390,399602400,399602410,399602420,399602430,0,0,0,0
1483,0,38737,999,[캐쉬] LV1 코알라 봉제인형,17538,0,399602450,399602460,399602470,399602480,399602490,0,0,0,0,0
1484,0,38738,999,[캐쉬] LV1 표범 봉제인형 상의,17538,0,399602560,399602570,399602580,399602590,399602600,0,0,0,0,0
1485,0,38739,999,[캐쉬] LV1 인디고블루스치마 (용족) 일반,7528,0,393004990,393005000,393005010,393005020,0,0,0,0,0,0
1486,0,38740,999,[캐쉬] LV1 화이트 마린 모자 (용족) 고급 - 5P,7611,0,393004560,393004570,393004580,393004590,393004600,0,0,0,0,0
1487,0,38741,999,[캐쉬] LV1 쉬크 메이드 화이트 모자 (용족) 고급,7613,0,390001850,390001860,390001870,390001880,390001890,0,0,0,0,0
1488,0,38742,999,[캐쉬] LV1 쉬크 메이드 레드 모자 (용족) 스페셜,7638,0,390001900,390001910,390001920,390001930,390001940,0,0,0,0,0
1489,0,38743,999,[캐쉬] LV1 화이트 마린 핑크 머리띠 (용족) 고급 - 5P,7611,0,393004610,393004620,393004630,393004640,393004650,0,0,0,0,0
1490,0,38744,999,[캐쉬] LV1 화이트 마린 모자 (인간족) 고급 - 5P,7611,0,93004560,93004570,93004580,93004590,93004600,0,0,0,0,0
1491,0,38745,999,[캐쉬] LV1 화이트 마린 핑크 머리띠 (인간족) 고급 -머리제외,7611,0,93004610,93004620,93004630,93004640,93004650,0,0,0,0,0
1492,0,38746,999,[정령던전] LV40 하급 화염 정령의 악세서리 세트,38709,0,99800800,99800860,99800920,99800980,0,0,0,0,0,0
1493,0,38747,999,[정령던전] LV50 중급 화염 정령의 악세서리 세트,38710,0,99801040,99801100,99801160,99801220,0,0,0,0,0,0
1494,0,38748,999,[정령던전] LV60 상급 화염 정령의 악세서리 세트,38711,0,99801280,99801340,99801400,99801460,0,0,0,0,0,0
1495,0,38749,999,[정령던전] LV40 하급 냉기 정령의 악세서리 세트,38712,0,99800810,99800870,99800930,99800990,0,0,0,0,0,0
1496,0,38750,999,[정령던전] LV50 중급 냉기 정령의 악세서리 세트,38713,0,99801050,99801110,99801170,99801230,0,0,0,0,0,0
1497,0,38751,999,[정령던전] LV60 상급 냉기 정령의 악세서리 세트,38714,0,99801290,99801350,99801410,99801470,0,0,0,0,0,0
1498,0,38752,999,[정령던전] LV40 하급 자연 정령의 악세서리 세트,38715,0,99800820,99800880,99800940,99801000,0,0,0,0,0,0
1499,0,38753,999,[정령던전] LV50 중급 자연 정령의 악세서리 세트,38716,0,99801060,99801120,99801180,99801240,0,0,0,0,0,0
1500,0,38754,999,[정령던전] LV60 상급 자연 정령의 악세서리 세트,38717,0,99801300,99801360,99801420,99801480,0,0,0,0,0,0
1501,0,38755,999,[정령던전] LV40 하급 저주 정령의 악세서리 세트,38718,0,99800830,99800890,99800950,99801010,0,0,0,0,0,0
1502,0,38756,999,[정령던전] LV50 중급 저주 정령의 악세서리 세트,38719,0,99801070,99801130,99801190,99801250,0,0,0,0,0,0
1503,0,38757,999,[정령던전] LV60 상급 저주 정령의 악세서리 세트,38720,0,99801310,99801370,99801430,99801490,0,0,0,0,0,0
1504,0,38758,999,[정령던전] LV40 하급 파괴 정령의 악세서리 세트,38721,0,99800840,99800900,99800960,99801020,0,0,0,0,0,0
1505,0,38759,999,[정령던전] LV50 중급 파괴 정령의 악세서리 세트,38722,0,99801080,99801140,99801200,99801260,0,0,0,0,0,0
1506,0,38760,999,[정령던전] LV60 상급 파괴 정령의 악세서리 세트,38723,0,99801320,99801380,99801440,99801500,0,0,0,0,0,0
1507,0,38761,999,[정령던전] LV40 하급 혼돈 정령의 악세서리 세트,38724,0,99800850,99800910,99800970,99801030,0,0,0,0,0,0
1508,0,38762,999,[정령던전] LV50 중급 혼돈 정령의 악세서리 세트,38725,0,99801090,99801150,99801210,99801270,0,0,0,0,0,0
1509,0,38763,999,[정령던전] LV60 상급 혼돈 정령의 악세서리 세트,38726,0,99801330,99801390,99801450,99801510,0,0,0,0,0,0
1510,0,38764,999,[던전세트] LV55 하이드론 템플러 세트,38764,0,299602620,299602630,299602640,299602660,0,0,0,0,0,0
1511,0,38765,999,[던전세트] LV55 하이드론 액세서리 세트,38765,0,99800730,99800740,99800750,99800760,0,0,0,0,0,0
1512,0,38767,999,[속성업적] LV1 [속성업적]저급 화염속성 원소10개,38767,0,99802900,0,0,0,0,0,0,0,0,0
1513,0,38768,999,[속성업적] LV1 [속성업적]고급 화염속성 원소10개,38768,0,99802910,0,0,0,0,0,0,0,0,0
1514,0,38769,999,[속성업적] LV1 [속성업적]저급 냉기속성 원소10개,38769,0,99802920,0,0,0,0,0,0,0,0,0
1515,0,38770,999,[속성업적] LV1 [속성업적]고급 냉기속성 원소10개,38770,0,99802930,0,0,0,0,0,0,0,0,0
1516,0,38771,999,[속성업적] LV1 [속성업적]저급 자연속성 원소10개,38771,0,99802940,0,0,0,0,0,0,0,0,0
1517,0,38772,999,[속성업적] LV1 [속성업적]고급 자연속성 원소10개,38772,0,99802950,0,0,0,0,0,0,0,0,0
1518,0,38773,999,[속성업적] LV1 [속성업적]저급 저주속성 원소10개,38773,0,99802960,0,0,0,0,0,0,0,0,0
1519,0,38774,999,[속성업적] LV1 [속성업적]고급 저주속성 원소10개,38774,0,99802970,0,0,0,0,0,0,0,0,0
1520,0,38775,999,[속성업적] LV1 [속성업적]저급 파괴속성 원소10개,38775,0,99802980,0,0,0,0,0,0,0,0,0
1521,0,38776,999,[속성업적] LV1 [속성업적]저급 화염속성 원소50개,38776,0,99802990,0,0,0,0,0,0,0,0,0
1522,0,38777,999,[속성업적] LV1 [속성업적]고급 화염속성 원소50개,38777,0,99803000,0,0,0,0,0,0,0,0,0
1523,0,38778,999,[속성업적] LV1 [속성업적]저급 냉기속성 원소50개,38778,0,99803010,0,0,0,0,0,0,0,0,0
1524,0,38779,999,[속성업적] LV1 [속성업적]고급 냉기속성 원소50개,38779,0,99803020,0,0,0,0,0,0,0,0,0
1525,0,38780,999,[속성업적] LV1 [속성업적]저급 자연속성 원소50개,38780,0,99803030,0,0,0,0,0,0,0,0,0
1526,0,38781,999,[속성업적] LV1 [속성업적]고급 자연속성 원소50개,38781,0,99803040,0,0,0,0,0,0,0,0,0
1527,0,38782,999,[속성업적] LV1 [속성업적]저급 저주속성 원소50개,38782,0,99803050,0,0,0,0,0,0,0,0,0
1528,0,38783,999,[속성업적] LV1 [속성업적]고급 저주속성 원소50개,38783,0,99803060,0,0,0,0,0,0,0,0,0
1529,0,38784,999,[속성업적] LV1 [속성업적]저급 파괴속성 원소50개,38784,0,99803070,0,0,0,0,0,0,0,0,0
1530,0,38785,999,[속성업적] LV1 [속성업적]저급 화염속성 원소100개,38785,0,99803080,0,0,0,0,0,0,0,0,0
1531,0,38786,999,[속성업적] LV1 [속성업적]고급 화염속성 원소100개,38786,0,99803090,0,0,0,0,0,0,0,0,0
1532,0,38787,999,[속성업적] LV1 [속성업적]저급 냉기속성 원소100개,38787,0,99803100,0,0,0,0,0,0,0,0,0
1533,0,38788,999,[속성업적] LV1 [속성업적]고급 냉기속성 원소100개,38788,0,99803110,0,0,0,0,0,0,0,0,0
1534,0,38789,999,[속성업적] LV1 [속성업적]저급 자연속성 원소100개,38789,0,99803120,0,0,0,0,0,0,0,0,0
1535,0,38790,999,[속성업적] LV1 [속성업적]고급 자연속성 원소100개,38790,0,99803130,0,0,0,0,0,0,0,0,0
1536,0,38791,999,[속성업적] LV1 [속성업적]저급 저주속성 원소100개,38791,0,99803140,0,0,0,0,0,0,0,0,0
1537,0,38792,999,[속성업적] LV1 [속성업적]고급 저주속성 원소100개,38792,0,99803150,0,0,0,0,0,0,0,0,0
1538,0,38793,999,[속성업적] LV1 [속성업적]저급 파괴속성 원소100개,38793,0,99803160,0,0,0,0,0,0,0,0,0
1539,0,38794,999,[속성업적] LV1 [속성업적]화염 속성 공격력 100,38794,0,99803170,0,0,0,0,0,0,0,0,0
1540,0,38795,999,[속성업적] LV1 [속성업적]냉기 속성 공격력100,38795,0,99803180,0,0,0,0,0,0,0,0,0
1541,0,38796,999,[속성업적] LV1 [속성업적]자연 속성 공격력100,38796,0,99803190,0,0,0,0,0,0,0,0,0
1542,0,38797,999,[속성업적] LV1 [속성업적]저주 속성 공격력100,38797,0,99803200,0,0,0,0,0,0,0,0,0
1543,0,38798,999,[속성업적] LV1 [속성업적]파괴 속성 공격력100,38798,0,99803210,0,0,0,0,0,0,0,0,0
1544,0,38799,999,[속성업적] LV1 [속성업적]5대 속성 공격력100,38799,0,99803220,0,0,0,0,0,0,0,0,0
1545,0,38800,999,[속성업적] LV1 [속성업적]화염 속성 저항력 100,38800,0,99803230,0,0,0,0,0,0,0,0,0
1546,0,38801,999,[속성업적] LV1 [속성업적]냉기 속성 저항력100,38801,0,99803240,0,0,0,0,0,0,0,0,0
1547,0,38802,999,[속성업적] LV1 [속성업적]자연 속성 저항력100,38802,0,99803250,0,0,0,0,0,0,0,0,0
1548,0,38803,999,[속성업적] LV1 [속성업적]저주 속성 저항력100,38803,0,99803260,0,0,0,0,0,0,0,0,0
1549,0,38804,999,[속성업적] LV1 [속성업적]파괴 속성 저항력100,38804,0,99803270,0,0,0,0,0,0,0,0,0
1550,0,38805,999,[속성업적] LV1 [속성업적]5대 속성 저항력100,38805,0,99803280,0,0,0,0,0,0,0,0,0
1551,0,38806,999,[속성업적] LV1 [속성업적]화염 속성 공격력 500,38806,0,99803290,0,0,0,0,0,0,0,0,0
1552,0,38807,999,[속성업적] LV1 [속성업적]냉기 속성 공격력500,38807,0,99803300,0,0,0,0,0,0,0,0,0
1553,0,38808,999,[속성업적] LV1 [속성업적]자연 속성 공격력500,38808,0,99803310,0,0,0,0,0,0,0,0,0
1554,0,38809,999,[속성업적] LV1 [속성업적]저주 속성 공격력500,38809,0,99803320,0,0,0,0,0,0,0,0,0
1555,0,38810,999,[속성업적] LV1 [속성업적]파괴 속성 공격력500,38810,0,99803330,0,0,0,0,0,0,0,0,0
1556,0,38811,999,[속성업적] LV1 [속성업적]5대 속성 공격력500,38811,0,99803340,0,0,0,0,0,0,0,0,0
1557,0,38812,999,[속성업적] LV1 [속성업적]화염 속성 저항력 500,38812,0,99803350,0,0,0,0,0,0,0,0,0
1558,0,38813,999,[속성업적] LV1 [속성업적]냉기 속성 저항력500,38813,0,99803360,0,0,0,0,0,0,0,0,0
1559,0,38814,999,[속성업적] LV1 [속성업적]자연 속성 저항력500,38814,0,99803370,0,0,0,0,0,0,0,0,0
1560,0,38815,999,[속성업적] LV1 [속성업적]저주 속성 저항력500,38815,0,99803380,0,0,0,0,0,0,0,0,0
1561,0,38816,999,[속성업적] LV1 [속성업적]파괴 속성 저항력500,38816,0,99803390,0,0,0,0,0,0,0,0,0
1562,0,38817,999,[속성업적] LV1 [속성업적]5대 속성 저항력500,38817,0,99803400,0,0,0,0,0,0,0,0,0
1563,0,38818,999,[속성업적] LV1 [속성업적]화염 속성 공격력 1000,38818,0,99803410,0,0,0,0,0,0,0,0,0
1564,0,38819,999,[속성업적] LV1 [속성업적]냉기 속성 공격력1000,38819,0,99803420,0,0,0,0,0,0,0,0,0
1565,0,38820,999,[속성업적] LV1 [속성업적]자연 속성 공격력1000,38820,0,99803430,0,0,0,0,0,0,0,0,0
1566,0,38821,999,[속성업적] LV1 [속성업적]저주 속성 공격력1000,38821,0,99803440,0,0,0,0,0,0,0,0,0
1567,0,38822,999,[속성업적] LV1 [속성업적]파괴 속성 공격력1000,38822,0,99803450,0,0,0,0,0,0,0,0,0
1568,0,38823,999,[속성업적] LV1 [속성업적]5대 속성 공격력1000,38823,0,99803460,0,0,0,0,0,0,0,0,0
1569,0,38824,999,[속성업적] LV1 [속성업적]화염 속성 저항력 1000,38824,0,99803470,0,0,0,0,0,0,0,0,0
1570,0,38825,999,[속성업적] LV1 [속성업적]냉기 속성 저항력1000,38825,0,99803480,0,0,0,0,0,0,0,0,0
1571,0,38826,999,[속성업적] LV1 [속성업적]자연 속성 저항력1000,38826,0,99803490,0,0,0,0,0,0,0,0,0
1572,0,38827,999,[속성업적] LV1 [속성업적]저주 속성 저항력1000,38827,0,99803500,0,0,0,0,0,0,0,0,0
1573,0,38828,999,[속성업적] LV1 [속성업적]파괴 속성 저항력1000,38828,0,99803510,0,0,0,0,0,0,0,0,0
1574,0,38829,999,[속성업적] LV1 [속성업적]5대 속성 저항력1000,38829,0,99803520,0,0,0,0,0,0,0,0,0
1575,0,38830,999,[업적/캐쉬] LV1 [할로윈이벤트] 해피 할로윈 업적,38830,0,299603910,0,0,0,0,0,0,0,0,0
1576,0,38840,999,[캐쉬] LV1 초원 위의 형광박쥐(스페셜),38706,0,299603130,299603140,299603150,299603160,299603170,299603180,0,0,0,0
1577,0,38850,999,[캐쉬] LV1 화원 속의 형광박쥐(스페셜),38706,0,299603190,299603200,299603210,299603220,299603230,299603240,0,0,0,0
1578,0,38860,999,[캐쉬] LV1 바다 사는 형광박쥐(스페셜),38706,0,299603250,299603260,299603270,299603280,299603290,299603300,0,0,0,0
1579,0,38870,999,[캐쉬] LV1 구름 뒤의 형광박쥐(스페셜),38706,0,299603310,299603320,299603330,299603340,299603350,299603360,0,0,0,0
1580,0,38880,999,[캐쉬] LV1 사막 사는 형광박쥐(스페셜),38706,0,299603370,299603380,299603390,299603400,299603410,299603420,0,0,0,0
1581,0,38890,999,[캐쉬] LV1 저주 나사 인형(스페셜),17645,0,299603430,299603440,299603450,299603460,299603470,0,0,0,0,0
1582,0,38900,999,[캐쉬] LV1 저주 나사 인형(남),17645,0,299603480,299603490,299603500,299603510,299603520,0,0,0,0,0
1583,0,38910,999,[캐쉬] LV1 저주 나사 인형(여),17645,0,299603530,299603540,299603550,299603560,299603570,0,0,0,0,0
1584,0,38920,999,[캐쉬] LV1 할로윈 유령(고급),17622,0,299603580,299603590,299603600,299603610,299603620,0,0,0,0,0
1585,0,38930,999,[캐쉬] LV1 프랑켄슈타인(고급),17622,0,299603630,299603640,299603650,299603660,299603670,0,0,0,0,0
1586,0,38940,999,[캐쉬] LV1 초원 위의 형광박쥐(스페셜)_용족,38706,0,399603130,399603140,399603150,399603160,399603170,399603180,0,0,0,0
1587,0,38950,999,[캐쉬] LV1 화원 속의 형광박쥐(스페셜)_용족,38706,0,399603190,399603200,399603210,399603220,399603230,399603240,0,0,0,0
1588,0,38960,999,[캐쉬] LV1 바다 사는 형광박쥐(스페셜)_용족,38706,0,399603250,399603260,399603270,399603280,399603290,399603300,0,0,0,0
1589,0,38970,999,[캐쉬] LV1 구름 뒤의 형광박쥐(스페셜)_용족,38706,0,399603310,399603320,399603330,399603340,399603350,399603360,0,0,0,0
1590,0,38980,999,[캐쉬] LV1 사막 사는 형광박쥐(스페셜)_용족,38706,0,399603370,399603380,399603390,399603400,399603410,399603420,0,0,0,0
1591,0,38990,999,[캐쉬] LV1 저주 나사 인형(스페셜)_용족,17645,0,399603430,399603440,399603450,399603460,399603470,0,0,0,0,0
1592,0,39000,999,[캐쉬] LV1 저주 나사 인형(남)_용족,17645,0,399603480,399603490,399603500,399603510,399603520,0,0,0,0,0
1593,0,39010,999,[캐쉬] LV1 저주 나사 인형(여)_용족,17645,0,399603530,399603540,399603550,399603560,399603570,0,0,0,0,0
1594,0,39020,999,[캐쉬] LV1 할로윈 유령(고급)_용족,17622,0,399603580,399603590,399603600,399603610,399603620,0,0,0,0,0
1595,0,39030,999,[캐쉬] LV1 프랑켄슈타인(고급)_용족,17622,0,399603630,399603640,399603650,399603660,399603670,0,0,0,0,0
1596,0,39031,999,[업적/캐쉬] LV1 [할로윈이벤트] [기사],38832,0,299604300,0,0,0,0,0,0,0,0,0
1597,0,39032,999,[업적/캐쉬] LV1 [할로윈이벤트] [투사],38832,0,299604310,0,0,0,0,0,0,0,0,0
1598,0,39033,999,[업적/캐쉬] LV1 [할로윈이벤트] [메이지],38832,0,299604320,0,0,0,0,0,0,0,0,0
1599,0,39034,999,[업적/캐쉬] LV1 [할로윈이벤트] [전투마법사],38832,0,299604330,0,0,0,0,0,0,0,0,0
1600,0,39035,999,[업적/캐쉬] LV1 [할로윈이벤트] [사냥꾼],38832,0,299604340,0,0,0,0,0,0,0,0,0
1601,0,39036,999,[업적/캐쉬] LV1 [할로윈이벤트] [레인저],38832,0,299604350,0,0,0,0,0,0,0,0,0
1602,0,39037,999,[업적/캐쉬] LV1 [할로윈이벤트] [광대],38832,0,299604360,0,0,0,0,0,0,0,0,0
1603,0,39038,999,[업적/캐쉬] LV1 [할로윈이벤트] [암살자],38832,0,299604370,0,0,0,0,0,0,0,0,0
1604,0,39039,999,[업적/캐쉬] LV1 [할로윈이벤트] [소환사],38832,0,299604380,0,0,0,0,0,0,0,0,0
1605,0,39040,999,[업적/캐쉬] LV1 [할로윈이벤트] [격투가],38832,0,299604390,0,0,0,0,0,0,0,0,0
1606,0,39041,999,[캐쉬] LV1 베트남 아오자이(남) 인간(캐쉬)녹,38831,0,299603980,299603990,299604000,299604010,0,0,0,0,0,0
1607,0,39042,999,[캐쉬] LV1 베트남 아오자이(남) 인간(캐쉬)홍,38831,0,299604020,299604030,299604040,299604050,0,0,0,0,0,0
1608,0,39043,999,[캐쉬] LV1 베트여 아오자이(여) 인간(캐쉬)녹,38831,0,299604060,299604070,299604080,299604090,0,0,0,0,0,0
1609,0,39044,999,[캐쉬] LV1 베트여 아오자이(여) 인간(캐쉬)홍,38831,0,299604100,299604110,299604120,299604130,0,0,0,0,0,0
1610,0,39045,999,[캐쉬] LV1 베트남 아오자이(남) 용족(캐쉬)녹,38831,0,399603980,399603990,399604000,399604010,0,0,0,0,0,0
1611,0,39046,999,[캐쉬] LV1 베트남 아오자이(남) 용족(캐쉬)홍,38831,0,399604020,399604030,399604040,399604050,0,0,0,0,0,0
1612,0,39047,999,[캐쉬] LV1 베트여 아오자이(여) 용족(캐쉬)녹,38831,0,399604060,399604070,399604080,399604090,0,0,0,0,0,0
1613,0,39048,999,[캐쉬] LV1 베트여 아오자이(여) 용족(캐쉬)홍,38831,0,399604100,399604110,399604120,399604130,0,0,0,0,0,0
1614,0,39049,999,[캐쉬] LV1 [할로윈이벤트] 잭오랜턴 투구 (고급),7612,0,390003460,390003470,390003480,390003490,390003500,0,0,0,0,0
1615,0,39050,999,[캐쉬] LV1 [할로윈이벤트] 드라큘라 코스튬 (스페셜),7637,0,390003510,390003520,390003530,390003540,390003550,0,0,0,0,0
1616,0,39051,999,[캐쉬] LV1 [할로윈이벤트] 늑대인간 코스튬 (일반),7665,0,390003560,390003570,390003580,390003590,390003600,0,0,0,0,0
1617,0,39052,999,[캐쉬] LV1 [할로윈이벤트] 키티캣 코스튬 (일반),7665,0,390003610,390003620,390003630,390003640,390003650,0,0,0,0,0
1618,0,39053,999,[캐쉬] LV1 [할로윈이벤트] 해골맨 코스튬 (일반),7665,0,390003660,390003670,390003680,390003690,390003700,0,0,0,0,0
1619,0,39054,999,[캐쉬] LV1 [할로윈이벤트] 데빌맨 코스튬 (일반),7665,0,390003710,390003720,390003730,390003740,390003750,0,0,0,0,0
1620,0,39055,999,[캐쉬] LV1 [할로윈이벤트] 마녀(할로윈) 코스튬 (고급),7621,0,390003760,390003770,390003780,390003790,390003800,390003810,0,0,0,0
1621,0,39056,999,[캐쉬] LV1 [할로윈이벤트] 미라 코스튬 (고급),7614,0,390003820,390003830,390003840,390003850,390003860,0,0,0,0,0
1622,0,39057,999,[캐쉬] LV1 [할로윈이벤트] 사신 코스튬 (고급),7615,0,390003870,390003880,390003890,390003900,390003910,0,0,0,0,0
1623,0,39058,999,[캐쉬] LV1 [할로윈이벤트] 호박마법사 코스튬 (고급),7612,0,390003920,390003930,390003940,390003950,390003960,0,0,0,0,0
1624,0,39059,999,[업적/캐쉬] LV1 단풍잎 수집가(업적),7419,0,198006750,0,0,0,0,0,0,0,0,0
1625,0,39060,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (남) (스페셜),17645,0,399604720,399604730,399604740,399604750,399604760,0,0,0,0,0
1626,0,39061,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (여) (스페셜),17645,0,399604770,399604780,399604790,399604800,399604810,0,0,0,0,0
1627,0,39062,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 크리스마스 트리 요정 (공용) (스페셜),17645,0,399604820,399604830,399604840,399604850,399604860,0,0,0,0,0
1628,0,39063,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 흰눈사이로 추위를 타고 (남) (고급),17622,0,399604870,399604880,399604890,399604900,399604910,0,0,0,0,0
1629,0,39064,999,[캐쉬] LV1 [용족_크리스마스 코스튬] 흰눈사이로 추위를 타고 (여) (고급),17622,0,399604920,399604930,399604940,399604950,399604960,0,0,0,0,0
