SkillAbilID,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10,
6000464,거대수호용-2성 브레스_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,50,545,60,0,0,551,1000,
6000465,거대수호용-2성 브레스_2,561,0,7082,0,544,600,0,0,542,1,2080,18000,0,0,546,60,0,0,2090,1,
6000466,거대수호용-2성 특수스킬_1,508,95,2018,4,0,0,0,0,0,0,0,0,0,0,1007,50,2011,33554432,0,0,
6000467,거대수호용-2성 특수스킬_2,561,64,7082,0,544,80,2,1000651,0,0,0,0,0,0,546,14,0,0,2090,3,
6000468,거대수호용-2성 특수스킬(효과),508,0,7281,120,2075,9000,544,600,0,0,0,0,5001,60004581,1007,50,2011,33554432,2090,3,
6000500,쫑즈 기본 공격,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,551,500,2090,1,
6000501,쫑즈 보호막 생성_1,541,1,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,30,0,0,551,500,
6000502,쫑즈 보호막 생성_2,2027,3000,0,0,0,0,0,0,0,0,0,0,0,0,545,30,0,0,0,0,
6000503,쫑즈 회전 공격_1,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,60,0,0,551,1,
6000504,쫑즈 회전 공격_2,561,2,7082,0,544,60,2027,2000,0,0,0,0,0,0,546,60,0,0,2090,1,
6000800,아이스 드래곤 냉기 브레스_1,541,1,2018,4,2011,16777216,1008,10,2078,2,7281,1000,7291,1000,545,60,0,0,551,1000,
6000801,아이스 드래곤 냉기 브레스_2,561,130,7082,0,544,130,2027,1800,542,1,2080,18000,1007,4,546,60,0,0,2090,1,
6000802,아이스 드래곤 광파 공격_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000803,아이스 드래곤 광파 공격_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000804,아이스 드래곤 얼음떨구기_1,541,0,2018,4,0,0,2011,16777218,1007,4,7281,5,7291,5,545,100,0,0,2090,0,
6000805,아이스 드래곤 얼음떨구기_2,561,64,7082,0,544,60,2027,3000,0,0,0,0,0,0,546,60,0,0,0,1,
6000806,아이스 드래곤 혼란_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000807,아이스 드래곤 혼란_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000808,아이스 드래곤 PC 날리기_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000809,아이스 드래곤 PC 날리기_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000810,아이스 드래곤 힐_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000811,아이스 드래곤 힐_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000812,아이스 드래곤 얼음유도탄_1,541,1,2018,4,0,0,2011,16777218,1007,4,7281,2,7291,2,545,900,2101,2000,2090,1,
6000813,아이스 드래곤 얼음유도탄_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000814,아이스 드래곤 ->네브 변신_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,1,545,20,551,1000,2090,3,
6000815,아이스 드래곤 ->네브 변신_2,2051,6000950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000850,네브여왕 얼음 솟구치기_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,551,500,2090,1,
6000851,네브여왕 얼음 솟구치기_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000852,네브여왕 힐_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000853,네브여왕 힐_2,101,1000,3076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000854,네브여왕 내려치기_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000855,네브여왕 내려치기_2,3341,3,3343,1,3344,15,7081,200,0,0,0,0,0,0,0,0,0,0,0,0,
6000856,네브여왕 순간이동_1,541,0,2018,4,2011,33554432,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,3,
6000857,네브여왕 순간이동_2,2102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000858,네브여왕 얼리기_1,541,1,2018,4,0,0,2011,16777218,1007,4,7281,2,7291,2,545,900,2101,2000,2090,1,
6000859,네브여왕 얼리기_2,3341,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000860,네브여왕 -> 아이스 드래곤 변신 이펙트 날릴 몬스터 지정,3322,6000800,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000861,아람공격그룹_1_1,3008,4,3010,6000935,3020,20,3011,6000962,3021,19,3012,6000932,3022,18,3013,6000963,3023,17,0,0,
6000862,아람공격그룹_1_2,3014,6000933,3024,16,3015,6000932,3025,15,3016,6000962,3026,14,3017,6000963,3027,13,0,0,0,0,
6000863,아람공격그룹_1_3,3018,6000933,3028,12,3019,6000971,3029,10,0,0,0,0,0,0,0,0,0,0,0,0,
6000864,이펙트지우기,1007,7,3322,6000930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000865,이펙풀기+아람 뒤로 들어가기+이펙트 걸기,3008,4,3010,6000972,3020,20,3011,6000969,3021,19,3012,6000970,3022,18,0,0,0,0,0,0,
6000870,라발론 일어나기(아무것도 안하고 애니만 할 경우 사용),2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000900,라발론이 중앙으로 화염_1,541,0,2018,4,0,0,2011,16777216,1007,4,7281,25,7291,1500,545,50,0,0,551,1000,
6000901,라발론이 중앙으로 화염_2,561,130,7082,0,544,60,2027,2500,0,0,0,0,0,0,546,40,0,0,2090,3,
6000902,라발론이 왼쪽으로 화염_1,541,0,2018,4,0,0,2011,16777216,1007,4,7281,25,7291,1400,545,50,0,0,551,1000,
6000903,라발론이 왼쪽으로 화염_2,561,130,7082,0,544,60,2027,2500,0,0,0,0,0,0,546,40,0,0,2090,3,
6000904,라발론이 오른쪽으로 화염_1,541,0,2018,4,0,0,2011,16777216,1007,4,7281,25,7291,1400,545,50,0,0,551,1000,
6000905,라발론이 오른쪽으로 화염_2,561,130,7082,0,544,60,2027,2500,0,0,0,0,0,0,546,40,0,0,2090,3,
6000906,라발론이 화염폭풍_1,541,0,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,155,545,50,0,0,551,1000,
6000907,라발론이 화염폭풍_2,561,16,7082,0,544,60,2027,1000,0,0,0,0,0,0,546,40,0,0,2090,3,
6000910,라발론 심장 스킬 그룹,3008,4,3010,6033201,3020,10,3011,6033202,3021,9,0,0,0,0,0,0,0,0,557,1,
6000914,마력포 쏴서 라발론 쓰러트리기,3320,6000916,3321,4,4007,4,2018,4,3430,8,0,0,0,0,0,0,0,0,0,0,
6000915,라발론 쓰러지기(아무것도 안하고 애니만 할 경우 사용),2018,4,551,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000916,라발론 일어나기(아무것도 안하고 애니만 할 경우 사용),2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000917,마력포 발사 준비 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,0,0,
6000918,마력포 쓰러져서 브레스 연속 쏘기 그룹,3008,4,3010,6000905,3020,10,3011,6000901,3021,9,3012,6000902,3022,8,3013,6000900,3023,7,0,0,
6000920,파렐경 기본 공격 1,541,1,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,40,551,250,2090,1,
6000921,파렐경 기본 공격 2,541,1,2018,4,0,0,2011,16777216,1007,4,7281,5,7291,5,545,40,551,250,2090,1,
6000922,파렐경 바닥 내려치기 1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,50,551,500,2090,1,
6000923,파렐경 던졌다 받기,541,1,2018,4,0,0,2011,16777218,1007,4,7281,5,7291,5,545,40,551,250,2090,1,
6000924,파렐경 점프해서 바닥 찍기_1,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,30,0,0,551,1000,
6000925,파렐경 돌진하기_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,40,0,0,551,1000,
6000926,파렐경 돌진하기_2,561,5,7082,80000,544,100,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
6000927,파렐경 점프해서 바닥 찍기_2,544,60,561,160,0,0,0,0,0,0,2080,18000,0,0,0,0,0,0,2090,3,
6000928,파렐경 바닥 내려치기 2,544,50,546,50,0,0,561,16,2029,200,2080,18000,0,0,0,0,0,0,2090,1,
6000930,아람 바닥 쓸기 1_1 공격,541,0,2018,4,0,0,2011,16777216,1007,4,7281,2,7291,2,545,200,0,0,2090,1,
6000931,아람 바닥 쓸기 2_1 공격,541,0,2018,4,0,0,2011,16777216,1007,4,7281,2,7291,2,545,200,0,0,2090,1,
6000932,아람 바닥 내려쳐서 돌 위로 올라오게 하기,508,95,2018,4,0,0,0,0,0,0,7281,2000,7291,2000,1007,5,2011,33554432,0,0,
6000933,아람 위로 손을 올려서 위에서 돌 떨어지게 하기,541,0,2018,4,0,0,2011,16777218,1007,20,7281,0,7291,0,545,800,0,0,0,0,
6000934,아람 뒤로 걸어 들어가기,541,1,2018,4,0,0,2011,16777216,1007,1,7281,0,7291,0,545,14,0,0,0,0,
6000935,아람 걸어서 나오기,541,1,2018,4,0,0,2011,16777216,1007,1,7281,0,7291,0,545,14,0,0,0,0,
6000936,아람 바닥 쓸기 1_2 공격,541,0,2018,4,0,0,2011,16777216,1007,4,7281,0,7291,0,545,200,0,0,2090,1,
6000937,아람 바닥 쓸기 2_2 공격,541,0,2018,4,0,0,2011,16777216,1007,4,7281,0,7291,0,545,200,0,0,2090,1,
6000938,아람 바닥 쓸기 스킬1 그룹,3008,4,3010,6000930,3020,10,3011,6000936,3021,9,7281,0,7291,0,0,0,0,0,557,1,
6000939,아람 바닥 쓸기 스킬2 그룹,3008,4,3010,6000931,3020,10,3011,6000937,3021,9,7281,0,7291,0,0,0,0,0,557,1,
6000940,무티샤 전방으로 양손 뻗어 기 쏘기,541,1,2018,4,0,0,2011,16777216,1007,1,7281,10,7291,10,545,20,0,0,2090,1,
6000941,무티샤 기모아 쏜다(원거리 스킬),541,1,2018,4,0,0,2011,33554434,1007,1,7281,800,7291,800,545,50,2101,6000,2090,1,
6000942,무티샤 기모았다 3곳으로 떨어트리기 1,541,0,2018,4,0,0,2011,33554434,1007,10,7281,500,7291,500,545,150,0,0,0,0,
6000943,무티샤 기모았다 3곳으로 떨어트리기 2,561,64,7082,0,544,500,0,0,0,0,7281,500,7291,500,546,150,0,0,2090,3,
6000944,무티샤 돌 뿌리기 8방향,541,1,2018,4,0,0,2011,16777218,1007,4,7281,500,7291,500,545,900,2101,5000,2090,1,
6000945,무티샤 돌 뿌리기 유도,541,1,2018,4,0,0,2011,33554434,1007,4,7281,0,7291,0,545,900,2101,3000,2090,1,
6000946,무티샤 돌 뿌리기 양방향,541,1,2018,4,0,0,2011,16777218,1007,4,7281,10,7291,10,545,100,2101,5000,2090,1,
6000947,아람 위로 손을 올려서 위에서 돌 떨어지게 하기 2,561,64,7082,0,544,500,2027,3000,7281,1000,7291,1000,0,0,546,150,0,0,2090,1,
6000948,아람 바닥 쓸기 1_2 공격_2,561,16,2027,2433,2102,1,544,60,546,140,7281,0,7291,0,0,0,0,0,0,0,
6000949,아람 바닥 쓸기 2_2 공격_2,561,16,2027,2433,2102,3,544,60,546,140,7281,0,7291,0,0,0,0,0,0,0,
6000950,아람 바닥 내려쳐서 돌 위로 올라오게 하기 2,561,64,7082,1500,544,900,2,1000162,561,16,2027,1367,7281,2000,546,150,7291,2000,2090,3,
6000951,아람 바닥 내려쳐서 돌 위로 올라오게 하기 sa,508,95,7281,2000,2075,9000,7291,2000,2081,18000,0,0,0,0,1007,5,2011,33554432,2090,3,
6000952,무티샤 순간이동,2102,5,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000953,무티샤 순간이동2,2102,5,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000954,무티샤 순간이동3,2102,6,2018,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000955,순간이동+유도,3008,4,3010,6000947,3020,20,3011,6000944,3021,19,0,0,0,0,0,0,2101,2000,0,0,
6000956,순간이동+유도,3008,4,3010,6000948,3020,20,3011,6000944,3021,19,0,0,0,0,0,0,2101,2000,0,0,
6000957,8방향+양방향,3008,4,3010,6000943,3020,20,3011,6000945,3021,19,0,0,0,0,0,0,2101,4000,0,1,
6000972,이펙트 날리기 몬스터 지정,3322,6000930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000980,본드래곤 위쪽물기_1,541,1,2018,4,561,16,2011,16777216,1007,4,7281,3000,7291,3000,545,200,2029,545,2090,1,
6000981,본드래곤 아래쪽물기_1,541,1,2018,4,561,16,2011,16777216,1007,4,7281,3000,7291,3000,545,200,2029,545,2090,1,
6000982,본드래곤 몬스터소환_1,541,1,2018,4,0,0,2011,16777216,1007,4,7281,2,7291,2,545,14,0,0,551,30000,
6000983,본드래곤 몬스터소환_2,101,1232,3038,19030572,3371,19030572,2101,3000,0,0,0,0,0,0,0,0,0,0,0,0,
6000984,본드래곤 검은브레스,541,0,2018,4,2,1000622,2011,16777216,1007,10,7281,3000,7291,3000,0,0,551,5000,2090,1,
6000985,본드래곤 소리지르기_1,541,0,2018,4,0,0,2011,16777216,1007,4,7281,3000,7291,3000,545,800,551,5000,2090,1,
6000986,본드래곤 회오리 날리기,541,1,2018,4,551,5000,2011,33554434,1007,4,7281,0,7291,0,545,300,1010,80,2090,3,
6000987,본드래곤 정예소환_1,541,1,2018,4,0,0,2011,16777216,1007,4,7281,2,7291,2,545,14,0,0,0,0,
6000988,본드래곤 정예소환_1,101,1232,3038,19030588,3371,19030588,3372,19030588,3373,19030588,0,0,0,0,0,0,0,0,0,0,
6000989,본드래곤 뼈소환_1,541,0,2018,4,0,0,0,0,0,0,7281,50,7291,50,1007,5,2011,33554432,0,0,
6000990,본드래곤 뼈소환_2,0,0,3067,30,544,100,7081,400,0,0,0,0,0,0,0,0,0,0,2090,3,
6000991,본드래곤 뼈소환 sa,541,0,0,0,508,100,0,0,0,0,7281,3000,7291,3000,1007,5,2011,33554432,0,0,
6000992,본드래곤 뼈소환 sa 2,0,0,3330,1,544,100,0,0,0,0,0,0,0,0,546,300,0,0,2090,3,
6000993,본드래곤 검은브레스 (안개남기)sa_1,544,80,0,0,0,0,0,0,0,0,2081,18000,0,0,1007,5,2011,33554432,2090,3,
6000994,본드래곤 검은브레스 (안개남기)sa_2,0,0,0,0,0,0,0,0,0,0,7281,3000,7291,3000,0,0,0,0,0,0,
6000995,본드래곤 HP 80이상 스킬그룹_1,3008,4,3010,6000981,3020,20,3011,6000988,3021,19,3012,6000986,3022,18,3013,6000988,3023,17,0,0,
6000996,본드래곤 HP 80이상 스킬그룹_2,3014,6000980,3024,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6000997,본드래곤 HP 60이상 스킬그룹_1,3008,4,3010,6000981,3020,20,3011,6000983,3021,19,3012,6000982,3022,18,3013,6000986,3023,17,0,0,
6000998,본드래곤 HP 60이상 스킬그룹_2,3014,6000980,3024,16,0,0,0,0,0,0,0,0,0,0,0,0,2101,5000,0,0,
6000999,본드래곤 HP 40이상 스킬그룹_1,3008,4,3010,6000980,3020,20,3011,6000982,3021,19,3012,6000983,3022,18,3013,6000986,3023,17,0,0,
6001000,본드래곤 HP 40이상 스킬그룹_2,3014,6000984,3024,16,0,0,0,0,0,0,0,0,0,0,0,0,2101,4000,0,0,
6001001,본드래곤 HP 20이상 스킬그룹_1,3008,4,3010,6000988,3020,20,3011,6000988,3021,19,3012,6000983,3022,18,3013,6000982,3023,17,0,0,
6001002,본드래곤 HP 20이상 스킬그룹_2,3014,6000984,3024,16,3015,0,3025,15,0,0,0,0,0,0,0,0,2101,2000,0,0,
6001003,본드래곤 소리지르기_2,561,16,2029,50,542,0,544,800,546,800,0,0,0,0,0,0,0,0,0,0,
6001004,본드래곤 위쪽물기_2,0,0,542,1,544,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,
6001005,본드래곤 아래쪽물기_2,0,0,542,1,544,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,
6001006,본드래곤 앞발_1,541,1,2018,4,561,16,2011,16777216,1007,4,7281,3000,7291,3000,545,300,2029,90,2090,1,
6001100,초목이 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001101,미션 초목이 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001111,미션 초목이 스킬 -테스트용,541,1,2018,1,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001112,미션 초목이 스킬 -테스트용,541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001113,초목 원거리 1 -테스트용,541,1,2018,4,3067,5,2011,16777218,1007,1,7281,2,7291,2,545,30,1010,250,2090,1,
6001114,초목 원거리 2 -테스트용,541,1,2018,4,3067,5,2011,16777218,1007,1,7281,2,7291,2,545,30,1010,250,2090,1,
6001200,초목이_노란 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001201,미션 초목이_노란 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001300,초목이_파란 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001400,초목이_별잎 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6001500,초목이_까칠한 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,20,2090,1,
6002100,양_뿔 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6002101,미션 양_뿔 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6002200,양 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6002201,미션 양 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6002300,양_히피 돌진하기_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,0,0,551,1000,
6002301,양_히피 돌진하기_2,561,5,7082,50000,544,50,542,1,0,0,0,0,0,0,546,14,0,0,2090,1,
6003100,독거미 기본 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6003101,독거미 독 스킬_1,541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6003102,독거미 독 스킬_2,557,6003101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004100,늑대_갈색_기본 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6004200,늑대_사나운 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6004201,늑대_사나운_대쉬 스킬_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,20,0,0,551,0,
6004202,늑대_사나운_대쉬 스킬_2,561,197,7082,80000,544,50,542,1,0,0,0,0,0,0,546,20,0,0,2090,1,
6004203,늑대_사나운 즉시 공격 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6004210,늑대_사나운 스킬 그룹,3008,4,3010,6004201,3020,10,3011,6004203,3021,9,0,0,0,0,0,0,0,0,557,1,
6004900,베가본드 왼손치기,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,1,545,20,551,1000,2090,3,
6004901,베가본드 물어뜯기,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,1,545,20,551,500,2090,3,
6004902,베가본드 할퀴기 날리기,541,1,2018,4,2011,16777218,1008,10,2078,2,0,0,1007,4,545,20,551,1000,2090,1,
6004903,베가본드 소리지르기,541,1,2018,4,2011,16777216,1008,10,2078,2,2080,18000,1007,4,545,40,551,1000,2090,3,
6004904,베가본드 돌진하기_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,30,0,0,551,1000,
6004905,베가본드 오른손치기,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,1,545,20,551,1000,2090,3,
6004906,베가본드 돌진하기_2,561,5,7082,80000,544,100,542,1,0,0,0,0,0,0,546,30,0,0,2090,3,
6004907,베가본드 왼손치기_ag,3093,3,3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004908,베가본드 오른손치기_ag,3093,4,3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004909,베가본드 물어뜯기_ag,3093,2,3094,0,3095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004910,베가본드 소리지르기_ag,3093,3,3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004911,베가본드 할퀴기 날리기_ag,3093,2,3094,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6004912,베가본드 돌진하기_ag,3093,2,3094,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6005100,박쥐 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6005200,박쥐_파란 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6005201,박쥐_파란 돌진 스킬_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,14,0,0,551,1000,
6005202,박쥐_파란 돌진 스킬_2,561,5,7082,40000,544,50,542,1,0,0,0,0,0,0,546,14,0,0,2090,1,
6006100,버크셔 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,1010,35,2090,1,
6006200,오크셔 스킬,541,1,2018,4,0,0,2011,16777218,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6006300,오크셔_주술사 스킬,541,1,2018,4,0,0,2011,33554434,1007,1,7281,2,7291,2,545,14,1010,80,2090,1,
6006350,[가디언]주술사 오크셔-곡사포,561,16,7082,0,544,900,546,50,546,50,2,1000612,0,0,0,0,0,0,2090,3,
6006351,[가디언]주술사 오크셔-곡사포2,561,16,7082,0,544,900,2,1000168,0,0,2027,1367,0,0,546,50,0,0,2090,3,
6006900,쌍카 도끼내려치기,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,1,545,20,551,500,2090,3,
6006901,쌍카 도끼 던졌다가 받기,541,1,2018,4,2011,16777218,1008,10,2078,2,0,0,1007,4,545,50,551,1000,2090,1,
6006902,쌍카 휠윈드_1,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,120,0,0,551,1000,
6006903,쌍카 휠윈드 전진하기_1,541,0,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,120,0,0,551,1000,
6006904,쌍카 돌진하기_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,40,0,0,551,1000,
6006905,쌍카 돌진하기_2,561,5,7082,80000,544,100,542,1,0,0,0,0,0,0,546,40,0,0,2090,3,
6006906,쌍카 휠윈드_2,561,2,7082,0,544,120,2027,3000,0,0,0,0,0,0,546,120,0,0,2090,1,
6006907,쌍카 휠윈드 전진하기_2,561,5,7082,80000,544,120,0,0,0,0,0,0,0,0,546,120,0,0,2090,1,
6006908,쌍카 도끼내려치기_ag,3093,2,3094,0,3095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006909,쌍카 도끼 던졌다가 받기_ag,3093,2,3094,0,3095,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006910,쌍카 돌진하기_ag,3093,2,3094,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006911,쌍카 휠윈드_ag,3093,4,3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006912,쌍카 휠윈드 전진하기_ag,3093,2,3094,0,3095,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006920,스톰용 휠윈드,3093,5,3094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6006930,[화염정령]_큰도끼 형제 쌍카_ AUTO 새로 추가 (시작 시 쿵카 몬스터소환),3038,997253700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6007100,너구리 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007200,너구리_생머리 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007300,너구리_펑 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007400,너구리_호박머리 스킬 1,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007401,너구리_호박머리 스킬 2,541,1,2018,1,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007402,너구리_호박머리 대쉬 스킬_1,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,20,0,0,551,0,
6007403,너구리_호박머리 스킬 3,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007404,너구리_호박머리 대쉬 스킬_2,561,197,7082,80000,544,80,542,1,0,0,0,0,0,0,546,20,0,0,2090,1,
6007600,너구리_큰_호박머리 물리 1,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007601,너구리_큰_호박머리 물리 2,541,1,2018,1,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6007602,너구리_큰_호박머리 대쉬,541,1,2018,4,2011,16777216,1008,10,2078,2,0,0,1007,4,545,20,0,0,551,0,
6007603,너구리_큰_호박머리 자코 소환하기_1,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,0,0,
6007604,너구리_큰_호박머리 대쉬 2,561,197,7082,80000,544,80,542,1,0,0,0,0,0,0,546,20,0,0,2090,1,
6007605,너구리_큰_호박머리 자코 소환하기_2,101,1232,3038,559010401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6008100,미라_붉은 철퇴 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6008200,미라_망각의 복서 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6008300,미라_망각의 철퇴 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
6008400,미라_나무 망치 스킬,541,1,2018,4,0,0,2011,16777216,1007,1,7281,2,7291,2,545,14,0,0,2090,1,
