f_NationCodeStr,MonsterAbilNo,Memo,Type01,Value01,Type02,Value02,Type03,Value03,Type04,Value04,Type05,Value05,Type06,Value06,Type07,Value07,Type08,Value08,Type09,Value09,Type10,Value10
0,10101392,"(0)밸런스3정예LV139 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,16458,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101400,(0)밸런스3정예LV140 1 전투 (기본) [12_03 전투개선],1,140,7311,10567,7001,11342653,7021,369980,7091,4308,7101,4308,7221,6024,7231,5422,7331,4355,7341,4355
0,10101401,(0)밸런스3정예LV140 2 전투+돈 [12_03 전투개선],7131,16651,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,82,513,84,3033,1067570
0,10101402,"(0)밸런스3정예LV140 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,16651,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101410,(0)밸런스3정예LV141 1 전투 (기본) [12_03 전투개선],1,141,7311,10701,7001,11566815,7021,369980,7091,4308,7101,4308,7221,6101,7231,5491,7331,4411,7341,4411
0,10101411,(0)밸런스3정예LV141 2 전투+돈 [12_03 전투개선],7131,16844,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,85,513,87,3033,1089071
0,10101412,"(0)밸런스3정예LV141 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,16844,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101420,(0)밸런스3정예LV142 1 전투 (기본) [12_03 전투개선],1,142,7311,10836,7001,11790322,7021,369980,7091,4308,7101,4308,7221,6179,7231,5561,7331,4467,7341,4467
0,10101421,(0)밸런스3정예LV142 2 전투+돈 [12_03 전투개선],7131,17039,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,85,513,87,3033,1106832
0,10101422,"(0)밸런스3정예LV142 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,17039,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101430,(0)밸런스3정예LV143 1 전투 (기본) [12_03 전투개선],1,143,7311,10971,7001,12019342,7021,369980,7091,4308,7101,4308,7221,6258,7231,5632,7331,4524,7341,4524
0,10101431,(0)밸런스3정예LV143 2 전투+돈 [12_03 전투개선],7131,17235,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,85,513,87,3033,1125039
0,10101432,"(0)밸런스3정예LV143 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,17235,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101440,(0)밸런스3정예LV144 1 전투 (기본) [12_03 전투개선],1,144,7311,11108,7001,12252997,7021,369980,7091,4308,7101,4308,7221,6338,7231,5704,7331,4581,7341,4581
0,10101441,(0)밸런스3정예LV144 2 전투+돈 [12_03 전투개선],7131,17432,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,85,513,87,3033,1143337
0,10101442,"(0)밸런스3정예LV144 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,17432,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101450,(0)밸런스3정예LV145 1 전투 (기본) [12_03 전투개선],1,145,7311,11245,7001,12485943,7021,369980,7091,4308,7101,4308,7221,6417,7231,5775,7331,4639,7341,4639
0,10101451,(0)밸런스3정예LV145 2 전투+돈 [12_03 전투개선],7131,17630,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,85,513,87,3033,1165821
0,10101452,"(0)밸런스3정예LV145 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,17630,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101460,(0)밸런스3정예LV146 1 전투 (기본) [12_03 전투개선],1,146,7311,11383,7001,12724472,7021,369980,7091,4308,7101,4308,7221,6498,7231,5848,7331,4697,7341,4697
0,10101461,(0)밸런스3정예LV146 2 전투+돈 [12_03 전투개선],7131,17829,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,88,513,90,3033,1184714
0,10101462,"(0)밸런스3정예LV146 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,17829,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101470,(0)밸런스3정예LV147 1 전투 (기본) [12_03 전투개선],1,147,7311,11522,7001,12961376,7021,369980,7091,4308,7101,4308,7221,6578,7231,5920,7331,4755,7341,4755
0,10101471,(0)밸런스3정예LV147 2 전투+돈 [12_03 전투개선],7131,18029,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,88,513,90,3033,1203354
0,10101472,"(0)밸런스3정예LV147 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,18029,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101480,(0)밸런스3정예LV148 1 전투 (기본) [12_03 전투개선],1,148,7311,11661,7001,13203956,7021,369980,7091,4308,7101,4308,7221,6659,7231,5993,7331,4813,7341,4813
0,10101481,(0)밸런스3정예LV148 2 전투+돈 [12_03 전투개선],7131,18230,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,88,513,90,3033,1222456
0,10101482,"(0)밸런스3정예LV148 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,18230,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101490,(0)밸런스3정예LV149 1 전투 (기본) [12_03 전투개선],1,149,7311,11802,7001,13449304,7021,369980,7091,4308,7101,4308,7221,6741,7231,6067,7331,4873,7341,4873
0,10101491,(0)밸런스3정예LV149 2 전투+돈 [12_03 전투개선],7131,18433,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,88,513,90,3033,1241990
0,10101492,"(0)밸런스3정예LV149 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,18433,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101500,(0)밸런스3정예LV150 1 전투 (기본) [12_03 전투개선],1,150,7311,11943,7001,13695854,7021,369980,7091,4308,7101,4308,7221,6822,7231,6140,7331,4932,7341,4932
0,10101501,(0)밸런스3정예LV150 2 전투+돈 [12_03 전투개선],7131,18636,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,88,513,90,3033,1261285
0,10101502,"(0)밸런스3정예LV150 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,18636,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101510,(0)밸런스3정예LV151 1 전투 (기본) [12_03 전투개선],1,151,7311,12085,7001,13948147,7021,369980,7091,4308,7101,4308,7221,6906,7231,6215,7331,4992,7341,4992
0,10101511,(0)밸런스3정예LV151 2 전투+돈 [12_03 전투개선],7131,18840,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,91,513,93,3033,1281042
0,10101512,"(0)밸런스3정예LV151 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,18840,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101520,(0)밸런스3정예LV152 1 전투 (기본) [12_03 전투개선],1,152,7311,12228,7001,14199510,7021,369980,7091,4308,7101,4308,7221,6989,7231,6290,7331,5052,7341,5052
0,10101521,(0)밸런스3정예LV152 2 전투+돈 [12_03 전투개선],7131,19046,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,91,513,93,3033,1296434
0,10101522,"(0)밸런스3정예LV152 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,19046,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101530,(0)밸런스3정예LV153 1 전투 (기본) [12_03 전투개선],1,153,7311,12372,7001,14452861,7021,369980,7091,4308,7101,4308,7221,7071,7231,6364,7331,5112,7341,5112
0,10101531,(0)밸런스3정예LV153 2 전투+돈 [12_03 전투개선],7131,19252,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,91,513,93,3033,1316341
0,10101532,"(0)밸런스3정예LV153 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,19252,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101540,(0)밸런스3정예LV154 1 전투 (기본) [12_03 전투개선],1,154,7311,12516,7001,14715059,7021,369980,7091,4308,7101,4308,7221,7157,7231,6441,7331,5173,7341,5173
0,10101541,(0)밸런스3정예LV154 2 전투+돈 [12_03 전투개선],7131,19460,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,91,513,93,3033,1336694
0,10101542,"(0)밸런스3정예LV154 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,19460,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101550,(0)밸런스3정예LV155 1 전투 (기본) [12_03 전투개선],1,155,7311,12661,7001,14976264,7021,369980,7091,4308,7101,4308,7221,7241,7231,6517,7331,5235,7341,5235
0,10101551,(0)밸런스3정예LV155 2 전투+돈 [12_03 전투개선],7131,19669,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,91,513,93,3033,1357152
0,10101552,"(0)밸런스3정예LV155 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,19669,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101560,(0)밸런스3정예LV156 1 전투 (기본) [12_03 전투개선],1,156,7311,12808,7001,15239501,7021,369980,7091,4308,7101,4308,7221,7327,7231,6594,7331,5296,7341,5296
0,10101561,(0)밸런스3정예LV156 2 전투+돈 [12_03 전투개선],7131,19879,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,94,513,96,3033,1377729
0,10101562,"(0)밸런스3정예LV156 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,19879,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101570,(0)밸런스3정예LV157 1 전투 (기본) [12_03 전투개선],1,157,7311,12954,7001,15508635,7021,369980,7091,4308,7101,4308,7221,7413,7231,6672,7331,5359,7341,5359
0,10101571,(0)밸런스3정예LV157 2 전투+돈 [12_03 전투개선],7131,20090,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,94,513,96,3033,1394029
0,10101572,"(0)밸런스3정예LV157 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,20090,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101580,(0)밸런스3정예LV158 1 전투 (기본) [12_03 전투개선],1,158,7311,13102,7001,15775960,7021,369980,7091,4308,7101,4308,7221,7498,7231,6748,7331,5420,7341,5420
0,10101581,(0)밸런스3정예LV158 2 전투+돈 [12_03 전투개선],7131,20301,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,94,513,96,3033,1414770
0,10101582,"(0)밸런스3정예LV158 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,20301,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101590,(0)밸런스3정예LV159 1 전투 (기본) [12_03 전투개선],1,159,7311,13251,7001,16045981,7021,369980,7091,4308,7101,4308,7221,7584,7231,6826,7331,5483,7341,5483
0,10101591,(0)밸런스3정예LV159 2 전투+돈 [12_03 전투개선],7131,20515,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,94,513,96,3033,1431130
0,10101592,"(0)밸런스3정예LV159 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,20515,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101600,(0)밸런스3정예LV160 1 전투 (기본) [12_03 전투개선],1,160,7311,13400,7001,16321287,7021,369980,7091,4308,7101,4308,7221,7671,7231,6904,7331,5545,7341,5545
0,10101601,(0)밸런스3정예LV160 2 전투+돈 [12_03 전투개선],7131,20729,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,94,513,96,3033,1452378
0,10101602,"(0)밸런스3정예LV160 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,20729,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101610,(0)밸런스3정예LV161 1 전투 (기본) [12_03 전투개선],1,161,7311,13550,7001,16602620,7021,369980,7091,4308,7101,4308,7221,7760,7231,6984,7331,5609,7341,5609
0,10101611,(0)밸런스3정예LV161 2 전투+돈 [12_03 전투개선],7131,20944,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,97,513,99,3033,1469140
0,10101612,"(0)밸런스3정예LV161 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,20944,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101620,(0)밸런스3정예LV162 1 전투 (기본) [12_03 전투개선],1,162,7311,13701,7001,16882666,7021,369980,7091,4308,7101,4308,7221,7848,7231,7063,7331,5673,7341,5673
0,10101621,(0)밸런스3정예LV162 2 전투+돈 [12_03 전투개선],7131,21160,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,97,513,99,3033,1490894
0,10101622,"(0)밸런스3정예LV162 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,21160,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101630,(0)밸런스3정예LV163 1 전투 (기본) [12_03 전투개선],1,163,7311,13853,7001,17168204,7021,369980,7091,4308,7101,4308,7221,7937,7231,7143,7331,5737,7341,5737
0,10101631,(0)밸런스3정예LV163 2 전투+돈 [12_03 전투개선],7131,21377,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,97,513,99,3033,1507716
0,10101632,"(0)밸런스3정예LV163 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,21377,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101640,(0)밸런스3정예LV164 1 전투 (기본) [12_03 전투개선],1,164,7311,14005,7001,17452430,7021,369980,7091,4308,7101,4308,7221,8026,7231,7223,7331,5801,7341,5801
0,10101641,(0)밸런스3정예LV164 2 전투+돈 [12_03 전투개선],7131,21596,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,97,513,99,3033,1529649
0,10101642,"(0)밸런스3정예LV164 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,21596,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101650,(0)밸런스3정예LV165 1 전투 (기본) [12_03 전투개선],1,165,7311,14158,7001,17742738,7021,369980,7091,4308,7101,4308,7221,8116,7231,7304,7331,5867,7341,5867
0,10101651,(0)밸런스3정예LV165 2 전투+돈 [12_03 전투개선],7131,21815,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,97,513,99,3033,1546888
0,10101652,"(0)밸런스3정예LV165 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,21815,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101660,(0)밸런스3정예LV166 1 전투 (기본) [12_03 전투개선],1,166,7311,14313,7001,18035082,7021,369980,7091,4308,7101,4308,7221,8206,7231,7385,7331,5932,7341,5932
0,10101661,(0)밸런스3정예LV166 2 전투+돈 [12_03 전투개선],7131,22036,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,100,513,102,3033,1564113
0,10101662,"(0)밸런스3정예LV166 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,22036,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101670,(0)밸런스3정예LV167 1 전투 (기본) [12_03 전투개선],1,167,7311,14468,7001,18329566,7021,369980,7091,4308,7101,4308,7221,8297,7231,7467,7331,5997,7341,5997
0,10101671,(0)밸런스3정예LV167 2 전투+돈 [12_03 전투개선],7131,22258,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,100,513,102,3033,1586627
0,10101672,"(0)밸런스3정예LV167 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,22258,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101680,(0)밸런스3정예LV168 1 전투 (기본) [12_03 전투개선],1,168,7311,14623,7001,18626139,7021,369980,7091,4308,7101,4308,7221,8387,7231,7548,7331,6063,7341,6063
0,10101681,(0)밸런스3정예LV168 2 전투+돈 [12_03 전투개선],7131,22480,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,100,513,102,3033,1603911
0,10101682,"(0)밸런스3정예LV168 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,22480,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101690,(0)밸런스3정예LV169 1 전투 (기본) [12_03 전투개선],1,169,7311,14780,7001,18928921,7021,369980,7091,4308,7101,4308,7221,8479,7231,7631,7331,6129,7341,6129
0,10101691,(0)밸런스3정예LV169 2 전투+돈 [12_03 전투개선],7131,22704,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,100,513,102,3033,1621552
0,10101692,"(0)밸런스3정예LV169 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,22704,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101700,(0)밸런스3정예LV170 1 전투 (기본) [12_03 전투개선],1,170,7311,14937,7001,19233782,7021,369980,7091,4308,7101,4308,7221,8571,7231,7714,7331,6196,7341,6196
0,10101701,(0)밸런스3정예LV170 2 전투+돈 [12_03 전투개선],7131,22929,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,100,513,102,3033,1639179
0,10101702,"(0)밸런스3정예LV170 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,22929,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101710,(0)밸런스3정예LV171 1 전투 (기본) [12_03 전투개선],1,171,7311,15095,7001,19537120,7021,369980,7091,4308,7101,4308,7221,8663,7231,7797,7331,6263,7341,6263
0,10101711,(0)밸런스3정예LV171 2 전투+돈 [12_03 전투개선],7131,23155,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,103,513,105,3033,1656820
0,10101712,"(0)밸런스3정예LV171 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,23155,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101720,(0)밸런스3정예LV172 1 전투 (기본) [12_03 전투개선],1,172,7311,15254,7001,19846202,7021,369980,7091,4308,7101,4308,7221,8756,7231,7880,7331,6329,7341,6329
0,10101721,(0)밸런스3정예LV172 2 전투+돈 [12_03 전투개선],7131,23382,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,103,513,105,3033,1674447
0,10101722,"(0)밸런스3정예LV172 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,23382,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101730,(0)밸런스3정예LV173 1 전투 (기본) [12_03 전투개선],1,173,7311,15414,7001,20157889,7021,369980,7091,4308,7101,4308,7221,8850,7231,7965,7331,6397,7341,6397
0,10101731,(0)밸런스3정예LV173 2 전투+돈 [12_03 전투개선],7131,23610,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,103,513,105,3033,1692446
0,10101732,"(0)밸런스3정예LV173 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,23610,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101740,(0)밸런스3정예LV174 1 전투 (기본) [12_03 전투개선],1,174,7311,15575,7001,20471668,7021,369980,7091,4308,7101,4308,7221,8943,7231,8049,7331,6465,7341,6465
0,10101741,(0)밸런스3정예LV174 2 전투+돈 [12_03 전투개선],7131,23839,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,103,513,105,3033,1710431
0,10101742,"(0)밸런스3정예LV174 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,23839,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101750,(0)밸런스3정예LV175 1 전투 (기본) [12_03 전투개선],1,175,7311,15736,7001,20791353,7021,369980,7091,4308,7101,4308,7221,9038,7231,8134,7331,6533,7341,6533
0,10101751,(0)밸런스3정예LV175 2 전투+돈 [12_03 전투개선],7131,24069,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,103,513,105,3033,1728430
0,10101752,"(0)밸런스3정예LV175 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,24069,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101760,(0)밸런스3정예LV176 1 전투 (기본) [12_03 전투개선],1,176,7311,15898,7001,21113627,7021,369980,7091,4308,7101,4308,7221,9133,7231,8220,7331,6603,7341,6603
0,10101761,(0)밸런스3정예LV176 2 전투+돈 [12_03 전투개선],7131,24301,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,106,513,108,3033,1746772
0,10101762,"(0)밸런스3정예LV176 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,24301,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101770,(0)밸런스3정예LV177 1 전투 (기본) [12_03 전투개선],1,177,7311,16061,7001,21437981,7021,369980,7091,4308,7101,4308,7221,9230,7231,8307,7331,6672,7341,6672
0,10101771,(0)밸런스3정예LV177 2 전투+돈 [12_03 전투개선],7131,24533,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,106,513,108,3033,1765114
0,10101772,"(0)밸런스3정예LV177 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,24533,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101780,(0)밸런스3정예LV178 1 전투 (기본) [12_03 전투개선],1,178,7311,16225,7001,21764523,7021,369980,7091,4308,7101,4308,7221,9326,7231,8393,7331,6741,7341,6741
0,10101781,(0)밸런스3정예LV178 2 전투+돈 [12_03 전투개선],7131,24767,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,106,513,108,3033,1783456
0,10101782,"(0)밸런스3정예LV178 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,24767,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101790,(0)밸런스3정예LV179 1 전투 (기본) [12_03 전투개선],1,179,7311,16389,7001,22089113,7021,369980,7091,4308,7101,4308,7221,9421,7231,8479,7331,6811,7341,6811
0,10101791,(0)밸런스3정예LV179 2 전투+돈 [12_03 전투개선],7131,25001,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,106,513,108,3033,1795793
0,10101792,"(0)밸런스3정예LV179 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,25001,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101800,(0)밸런스3정예LV180 1 전투 (기본) [12_03 전투개선],1,180,7311,16555,7001,22424176,7021,369980,7091,4308,7101,4308,7221,9519,7231,8567,7331,6881,7341,6881
0,10101801,(0)밸런스3정예LV180 2 전투+돈 [12_03 전투개선],7131,25237,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,106,513,108,3033,1814418
0,10101802,"(0)밸런스3정예LV180 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,25237,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101810,(0)밸런스3정예LV181 1 전투 (기본) [12_03 전투개선],1,181,7311,16721,7001,22761469,7021,369980,7091,4308,7101,4308,7221,9617,7231,8655,7331,6952,7341,6952
0,10101811,(0)밸런스3정예LV181 2 전투+돈 [12_03 전투개선],7131,25474,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,109,513,111,3033,1833058
0,10101812,"(0)밸런스3정예LV181 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,25474,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101820,(0)밸런스3정예LV182 1 전투 (기본) [12_03 전투개선],1,182,7311,16888,7001,23096726,7021,369980,7091,4308,7101,4308,7221,9714,7231,8743,7331,7023,7341,7023
0,10101821,(0)밸런스3정예LV182 2 전투+돈 [12_03 전투개선],7131,25711,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,109,513,111,3033,1845499
0,10101822,"(0)밸런스3정예LV182 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,25711,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101830,(0)밸런스3정예LV183 1 전투 (기본) [12_03 전투개선],1,183,7311,17056,7001,23438327,7021,369980,7091,4308,7101,4308,7221,9812,7231,8831,7331,7093,7341,7093
0,10101831,(0)밸런스3정예LV183 2 전투+돈 [12_03 전투개선],7131,25950,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,109,513,111,3033,1864065
0,10101832,"(0)밸런스3정예LV183 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,25950,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101840,(0)밸런스3정예LV184 1 전투 (기본) [12_03 전투개선],1,184,7311,17224,7001,23782238,7021,369980,7091,4308,7101,4308,7221,9912,7231,8921,7331,7165,7341,7165
0,10101841,(0)밸런스3정예LV184 2 전투+돈 [12_03 전투개선],7131,26190,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,109,513,111,3033,1876670
0,10101842,"(0)밸런스3정예LV184 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,26190,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101850,(0)밸런스3정예LV185 1 전투 (기본) [12_03 전투개선],1,185,7311,17394,7001,24128280,7021,369980,7091,4308,7101,4308,7221,10011,7231,9010,7331,7237,7341,7237
0,10101851,(0)밸런스3정예LV185 2 전투+돈 [12_03 전투개선],7131,26431,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,109,513,111,3033,1895518
0,10101852,"(0)밸런스3정예LV185 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,26431,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101860,(0)밸런스3정예LV186 1 전투 (기본) [12_03 전투개선],1,186,7311,17564,7001,24476451,7021,369980,7091,4308,7101,4308,7221,10111,7231,9100,7331,7309,7341,7309
0,10101861,(0)밸런스3정예LV186 2 전투+돈 [12_03 전투개선],7131,26673,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,112,513,114,3033,1907930
0,10101862,"(0)밸런스3정예LV186 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,26673,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101870,(0)밸런스3정예LV187 1 전투 (기본) [12_03 전투개선],1,187,7311,17735,7001,24826811,7021,369980,7091,4308,7101,4308,7221,10211,7231,9190,7331,7381,7341,7381
0,10101871,(0)밸런스3정예LV187 2 전투+돈 [12_03 전투개선],7131,26916,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,112,513,114,3033,1926734
0,10101872,"(0)밸런스3정예LV187 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,26916,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
0,10101880,(0)밸런스3정예LV188 1 전투 (기본) [12_03 전투개선],1,188,7311,17907,7001,25183753,7021,369980,7091,4308,7101,4308,7221,10312,7231,9281,7331,7455,7341,7455
0,10101881,(0)밸런스3정예LV188 2 전투+돈 [12_03 전투개선],7131,27161,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,112,513,114,3033,1939295
0,10101882,"(0)밸런스3정예LV188 4 전투+돈(돈,경험치X) [12_03 전투개선]",7131,27161,4007,3,0,0,522,2,7351,0,7361,0,534,9000,565,0,513,0,3033,1
