f_NationCodeStr,BagGroupNo,Memo,SuccessRateNo,BagNo01,BagNo02,BagNo03,BagNo04,BagNo05,BagNo06,BagNo07,BagNo08,BagNo09,BagNo10
0,7910134,[레어]반클리프 감옥19층가룸(2개),7900134,60003430,51101070,0,0,0,0,0,0,0,0
0,7910138,[레어]대미궁 11층카붐(2개),7900138,60003580,51102090,0,0,0,0,0,0,0,0
0,7910139,[레어]대미궁 19층아크리스(2개),7900139,60003580,51102170,0,0,0,0,0,0,0,0
0,7910140,[레어]대미궁 6층투룸바(2개),7900140,60003580,51102040,0,0,0,0,0,0,0,0
0,7910141,[레어]대미궁 26층아이언 멘타(2개),7900141,60003580,51102240,0,0,0,0,0,0,0,0
0,7910142,[레어]대미궁 4층벨크(2개),7900142,60003580,51102020,0,0,0,0,0,0,0,0
0,7910143,[레어]대미궁 8층헤르만(2개),7900143,60003580,51102060,0,0,0,0,0,0,0,0
0,7910144,[레어]대미궁 10층쿠샤스(4개),7900150,60003930,51102080,60003930,100010,0,0,0,0,0,0
0,7910145,[레어]대미궁 5층케루빔(4개),7900140,60003580,51102030,100010,0,0,0,0,0,0,0
0,7910146,[레어]대미궁 29층디솔레이터(2개),7900146,60003580,51102270,0,0,0,0,0,0,0,0
0,7910147,[레어]대미궁 3층펑프킹(2개),7900147,60003580,51102010,0,0,0,0,0,0,0,0
0,7910148,[레어]대미궁 15층하이돈(4개),7900140,60003580,51102130,100010,0,0,0,0,0,0,0
0,7910150,[레어]대미궁 20층케이론(4개),7900150,60003940,51102180,60003940,100010,0,0,0,0,0,0
0,7910151,[레어]대미궁 1층보노코(2개),7900151,60003580,51101990,0,0,0,0,0,0,0,0
0,7910152,[레어]대미궁 24층프록시마(2개),7900152,60003580,51102220,0,0,0,0,0,0,0,0
0,7910154,[레어]대미궁 25층디베스(4개),7900140,60003580,51102230,100010,0,0,0,0,0,0,0
0,7910155,[레어]대미궁 31층케크롭스(2개),7900155,60003580,51102290,0,0,0,0,0,0,0,0
0,7910156,[레어]대미궁 34층모크론(2개),7900156,60003580,51102320,0,0,0,0,0,0,0,0
0,7910157,[레어]대미궁 33층카쿠스(2개),7900157,60003580,51102310,0,0,0,0,0,0,0,0
0,7910159,[레어]대미궁 36층아르고스(2개),7900159,60003580,51102340,0,0,0,0,0,0,0,0
0,7910160,[레어]대미궁 43층모아론(2개),7900160,60003580,51102410,0,0,0,0,0,0,0,0
0,7910162,[레어]대미궁 14층케메론(2개),7900162,60003580,51102120,0,0,0,0,0,0,0,0
0,7910163,[레어]대미궁 22층자하크(2개),7900163,60003580,51102200,0,0,0,0,0,0,0,0
0,7910164,[레어]대미궁 13층카키슈(2개),7900164,60003580,51102110,0,0,0,0,0,0,0,0
0,7910165,[레어]대미궁 38층데스마스터(2개),7900165,60003580,51102360,0,0,0,0,0,0,0,0
0,7910166,[레어]대미궁 16층마젠카(2개),7900166,60003580,51102140,0,0,0,0,0,0,0,0
0,7910167,[레어]대미궁 2층카룸바(2개),7900167,60003580,51102000,0,0,0,0,0,0,0,0
0,7910168,[레어]대미궁 12층케로반(2개),7900168,60003580,51102100,0,0,0,0,0,0,0,0
0,7910171,[레어]대미궁 35층레사스킹(4개),7900140,60003580,51102330,100010,0,0,0,0,0,0,0
0,7910173,[레어]대미궁 21층카오붐(2개),7900173,60003580,51102190,0,0,0,0,0,0,0,0
0,7910174,[레어]대미궁 30층가이던(4개),7900150,60003950,51102280,60003950,100010,0,0,0,0,0,0
0,7910176,[레어]대미궁 18층파티스(2개),7900176,60003580,51102160,0,0,0,0,0,0,0,0
0,7910177,[레어]대미궁 9층비르브(2개),7900177,60003580,51102070,0,0,0,0,0,0,0,0
0,7910178,[레어]대미궁 7층뮤르달(2개),7900178,60003580,51102050,0,0,0,0,0,0,0,0
0,7910179,[레어]대미궁 37층키마트(2개),7900179,60003580,51102350,0,0,0,0,0,0,0,0
0,7910180,[레어]대미궁 32층쿤타레스(2개),7900180,60003580,51102300,0,0,0,0,0,0,0,0
0,7910181,[레어]대미궁 23층멘타킹(2개),7900181,60003580,51102210,0,0,0,0,0,0,0,0
0,7910182,[레어]대미궁 28층반타레스(2개),7900182,60003580,51102260,0,0,0,0,0,0,0,0
0,7910184,[레어]대미궁 50층안타레스(4개),7900150,60003970,51102480,60003970,100010,0,0,0,0,0,0
0,7910185,[레어]반클리프 지하 감옥25층부활한 반클리프 백작(신규),17900130,160003790,51101130,160003791,510330,520390,520390,530370,530370,540390,100010
0,7910201,[레어]대미궁 45층아자젤(4개),7900140,60003580,51102430,100010,0,0,0,0,0,0,0
0,7910202,[레어]대미궁 27층골드 프록시아(2개),7900202,60003580,51102250,0,0,0,0,0,0,0,0
0,7910204,[레어]대미궁 17층카키슈(2개),7900204,60003580,51102150,0,0,0,0,0,0,0,0
0,7920101,[영웅]반클리프 전시실1층파츄리(2개),7900101,60003430,51101240,0,0,0,0,0,0,0,0
0,7920102,[영웅]반클리프 도서관1층카산드라(2개),7900102,60003430,51101140,0,0,0,0,0,0,0,0
0,7920103,[영웅]반클리프 도서관2층알프레도(2개),7900103,60003430,51101150,0,0,0,0,0,0,0,0
0,7920104,[영웅]반클리프 도서관4층세바스찬(2개),7900104,60003430,51101170,0,0,0,0,0,0,0,0
0,7920105,[영웅]반클리프 감옥16층우쿠투(2개),7900105,60003430,51101390,0,0,0,0,0,0,0,0
0,7920106,[영웅]반클리프 식물원4층바르고(2개),7900106,60003430,51101220,0,0,0,0,0,0,0,0
0,7920107,[영웅]반클리프 식물원2층그로테스(2개),7900107,60003430,51101200,0,0,0,0,0,0,0,0
0,7920108,[영웅]반클리프 식물원1층라쿤(2개),7900108,60003430,51101190,0,0,0,0,0,0,0,0
0,7920109,[영웅]반클리프 식물원3층비숍(2개),7900109,60003430,51101210,0,0,0,0,0,0,0,0
0,7920111,[영웅]반클리프 전시실2층네카타(2개),7900111,60003430,51101250,0,0,0,0,0,0,0,0
0,7920112,[영웅]반클리프 전시실4층네코타(2개),7900112,60003430,51101270,0,0,0,0,0,0,0,0
0,7920113,[영웅]반클리프 도서관3층세잔느(2개),7900113,60003430,51101160,0,0,0,0,0,0,0,0
0,7920114,[영웅]반클리프 도서관5층다크마스터(4개),7900114,60003430,51101180,510270,520320,530310,540320,550230,560240,570230,100010
0,7920115,[영웅]반클리프 감옥15층바제트(4개),7900115,60003430,51101380,510310,520360,530350,540360,550250,560260,540350,100010
0,7920116,[영웅]반클리프 전시실6층원령기사(2개),7900116,60003430,51101290,0,0,0,0,0,0,0,0
0,7920117,[영웅]반클리프 지하 감옥21층하트브레이커(2개),7900117,60003430,51101440,0,0,0,0,0,0,0,0
0,7920118,[영웅]반클리프 지하 감옥23층부쳐(2개),7900118,60003430,51101460,0,0,0,0,0,0,0,0
0,7920119,[영웅]반클리프 전시실3층바레스(2개),7900119,60003430,51101260,0,0,0,0,0,0,0,0
0,7920120,[영웅]반클리프 전시실10층반클리프 백작(신규),17900120,260003770,51101330,260003771,510300,520350,530340,560250,530340,570240,100010
0,7920121,[영웅]반클리프 전시실8층다크프리스트(2개),7900121,60003430,51101310,0,0,0,0,0,0,0,0
0,7920122,[영웅]반클리프 감옥13층고스트 세바스찬(2개),7900122,60003430,51101360,0,0,0,0,0,0,0,0
0,7920123,[영웅]반클리프 감옥12층프리손(2개),7900123,60003430,51101350,0,0,0,0,0,0,0,0
0,7920124,[영웅]반클리프 감옥14층스콜필드(2개),7900124,60003430,51101370,0,0,0,0,0,0,0,0
0,7920125,[영웅]반클리프 전시실9층프랑키(2개),7900125,60003430,51101320,0,0,0,0,0,0,0,0
0,7920126,[영웅]반클리프 감옥11층디스트로이어(2개),7900126,60003430,51101340,0,0,0,0,0,0,0,0
0,7920127,[영웅]반클리프 전시실7층고스트카산나(2개),7900127,60003430,51101300,0,0,0,0,0,0,0,0
0,7920128,[영웅]반클리프 감옥18층디스트루퍼(2개),7900128,60003430,51101410,0,0,0,0,0,0,0,0
0,7920129,[영웅]반클리프 지하 감옥22층샤마리(2개),7900129,60003430,51101450,0,0,0,0,0,0,0,0
0,7920130,[영웅]반클리프 감옥20층라노프(신규),17900120,260003780,51101430,260003781,510320,520370,520370,530360,540370,550260,100010
0,7920131,[영웅]반클리프 전시실5층마검 솔리크(4개),7900131,60003430,51101280,510290,520340,540340,530320,540330,550240,530330,100010
0,7920132,[영웅]반클리프 감옥17층쿠마리(2개),7900132,60003430,51101400,0,0,0,0,0,0,0,0
0,7920133,[영웅]반클리프 지하 감옥24층샤피론(2개),7900133,60003430,51101470,0,0,0,0,0,0,0,0
0,7920134,[영웅]반클리프 감옥19층가룸(2개),7900134,60003430,51101420,0,0,0,0,0,0,0,0
0,7920138,[영웅]대미궁 11층카붐(2개),7900138,60003590,51102590,0,0,0,0,0,0,0,0
0,7920139,[영웅]대미궁 19층아크리스(2개),7900139,60003590,51102670,0,0,0,0,0,0,0,0
0,7920140,[영웅]대미궁 6층투룸바(2개),7900140,60003590,51102540,0,0,0,0,0,0,0,0
0,7920141,[영웅]대미궁 26층아이언 멘타(2개),7900141,60003590,51102740,0,0,0,0,0,0,0,0
0,7920142,[영웅]대미궁 4층벨크(2개),7900142,60003590,51102520,0,0,0,0,0,0,0,0
0,7920143,[영웅]대미궁 8층헤르만(2개),7900143,60003590,51102560,0,0,0,0,0,0,0,0
0,7920144,[영웅]대미궁 10층쿠샤스(4개),7900150,60003980,51102580,60003980,100010,0,0,0,0,0,100010
0,7920145,[영웅]대미궁 5층케루빔(4개),7900140,60003590,51102530,100010,0,0,0,0,0,0,0
0,7920146,[영웅]대미궁 29층디솔레이터(2개),7900146,60003590,51102770,0,0,0,0,0,0,0,0
0,7920147,[영웅]대미궁 3층펑프킹(2개),7900147,60003590,51102510,0,0,0,0,0,0,0,0
0,7920148,[영웅]대미궁 15층하이돈(4개),7900140,60003590,51102630,100010,0,0,0,0,0,0,0
0,7920150,[영웅]대미궁 20층케이론(4개),7900150,60003990,51102680,60003990,0,0,0,0,0,0,0
0,7920151,[영웅]대미궁 1층보노코(2개),7900151,60003590,51102490,100010,0,0,0,0,0,0,0
0,7920152,[영웅]대미궁 24층프록시마(2개),7900152,60003590,51102720,0,0,0,0,0,0,0,0
0,7920154,[영웅]대미궁 25층디베스(4개),7900140,60003590,51102730,100010,0,0,0,0,0,0,0
0,7920155,[영웅]대미궁 31층케크롭스(2개),7900155,60003590,51102790,0,0,0,0,0,0,0,0
0,7920156,[영웅]대미궁 34층모크론(2개),7900156,60003590,51102820,0,0,0,0,0,0,0,0
0,7920157,[영웅]대미궁 33층카쿠스(2개),7900157,60003590,51102810,0,0,0,0,0,0,0,0
0,7920159,[영웅]대미궁 36층아르고스(2개),7900159,60003590,51102840,0,0,0,0,0,0,0,0
0,7920160,[영웅]대미궁 43층모아론(2개),7900160,60003590,51102910,0,0,0,0,0,0,0,0
0,7920162,[영웅]대미궁 14층케메론(2개),7900162,60003590,51102620,0,0,0,0,0,0,0,0
0,7920163,[영웅]대미궁 22층자하크(2개),7900163,60003590,51102700,0,0,0,0,0,0,0,0
0,7920164,[영웅]대미궁 13층카키슈(2개),7900164,60003590,51102610,0,0,0,0,0,0,0,0
0,7920165,[영웅]대미궁 38층데스마스터(2개),7900165,60003590,51102860,0,0,0,0,0,0,0,0
0,7920166,[영웅]대미궁 16층마젠카(2개),7900166,60003590,51102640,0,0,0,0,0,0,0,0
0,7920167,[영웅]대미궁 2층카룸바(2개),7900167,60003590,51102500,0,0,0,0,0,0,0,0
0,7920168,[영웅]대미궁 12층케로반(2개),7900168,60003590,51102600,0,0,0,0,0,0,0,0
0,7920171,[영웅]대미궁 35층레사스킹(4개),7900140,60003590,51102830,100010,0,0,0,0,0,0,0
0,7920173,[영웅]대미궁 21층카오붐(2개),7900173,60003590,51102690,0,0,0,0,0,0,0,0
0,7920174,[영웅]대미궁 30층가이던(4개),7900150,60004000,51102780,60004000,0,0,0,0,0,0,0
0,7920176,[영웅]대미궁 18층파티스(2개),7900140,60003590,51102660,100010,0,0,0,0,0,0,0
0,7920177,[영웅]대미궁 9층비르브(2개),7900177,60003590,51102570,0,0,0,0,0,0,0,0
0,7920178,[영웅]대미궁 7층뮤르달(2개),7900178,60003590,51102550,0,0,0,0,0,0,0,0
0,7920179,[영웅]대미궁 37층키마트(2개),7900179,60003590,51102850,0,0,0,0,0,0,0,0
0,7920180,[영웅]대미궁 32층쿤타레스(2개),7900180,60003590,51102800,0,0,0,0,0,0,0,0
0,7920181,[영웅]대미궁 23층멘타킹(2개),7900181,60003590,51102710,0,0,0,0,0,0,0,0
0,7920182,[영웅]대미궁 28층반타레스(2개),7900182,60003590,51102760,0,0,0,0,0,0,0,0
0,7920184,[영웅]대미궁 50층안타레스(4개),7900150,60004020,51102980,60004020,100010,0,0,0,0,0,0
0,7920185,[영웅]반클리프 지하 감옥25층부활한 반클리프 백작(신규),17900130,260003790,51101480,260003791,510330,520390,520390,530370,530370,540390,100010
0,7920201,[영웅]대미궁 45층아자젤(4개),7900140,60003590,51102930,0,0,0,0,0,0,0,0
0,7920202,[영웅]대미궁 27층골드 프록시아(2개),7900202,60003590,51102750,0,0,0,0,0,0,0,0
0,7920204,[영웅]대미궁 17층카키슈(2개),7900204,60003590,51102650,0,0,0,0,0,0,0,0
0,9010101,수염고래 해안가 (장비),9010101,510040,530060,560060,530060,560060,0,0,0,0,0
0,9010111,톱날꽃게 해변 (장비),9010111,510050,530070,570050,510050,550050,0,0,0,0,0
0,9010121,갑판상어부둣가 (장비),9010121,510060,540090,520080,560060,0,0,0,0,0,0
0,9010131,스티븐 무역항 (장비),9010131,530080,520100,570070,560080,550060,0,0,0,0,0
0,9010141,앵무조개 선착장 (장비),9010141,510070,520100,570060,0,0,0,0,0,0,0
0,9010151,칼리곤 선단 (장비),9010151,530100,530100,540100,570070,570060,0,0,0,0,0
0,9010201,미리내 신전 (장비),9010201,510090,570080,550080,0,0,0,0,0,0,0
0,9010211,스카이피 신전 (장비),9010211,510100,530110,540110,560100,550090,0,0,0,0,0
0,9010221,벨칸 신전 (장비),9010221,530100,520110,560090,550070,0,0,0,0,0,0
0,9010231,팔미르 신전 (장비),9010231,570100,570100,560100,0,0,0,0,0,0,0
0,9010301,용자의 길 (장비),9010301,510010,530010,570010,0,0,0,0,0,0,0
0,9010331,숙련된 용자의 길 (장비),9010331,510010,530010,530010,570010,550010,0,0,0,0,0
0,9010401,배신자 고개 (장비),9010401,530020,570020,570020,570020,530020,0,0,0,0,0
0,9010411,칼바람 언덕 (장비),9010411,510020,530030,530030,550020,550020,0,0,0,0,0
0,9010421,통곡의 고개 (장비),9010421,510030,530040,530040,520040,0,0,0,0,0,0
0,9010431,망각의 협곡 (장비),9010431,530050,540040,570040,560040,550030,0,0,0,0,0
0,9010441,작은파도 해안 (장비),9010441,540050,520050,570040,560040,550040,0,0,0,0,0
0,9010601,위험한 동굴 (장비),9010601,530120,540120,520120,570110,550110,0,0,0,0,0
0,9010611,지하수로 (장비),9010611,510120,540120,570110,560110,0,0,0,0,0,0
0,9010621,채굴지대 (장비),9010621,510130,530120,570120,570120,550120,0,0,0,0,0
0,9013101,히든 노틸러스의 분노,18010,520110,550080,560090,530100,540110,510100,530110,580200,580180,580180
0,9013201,히든 위험한 성지,18010,510120,540120,570110,510110,520120,530120,570120,580280,580270,580260
0,9013301,바람평원의 위기,18010,570020,510030,520040,520050,540040,540050,560040,530040,580080,580060
0,9013401,히든 도적단 은신처,18010,510060,540090,520070,570050,560060,530080,530090,550060,580120,580140
0,9013601,히든 발록의 둥지,18010,510170,530150,520150,570150,520160,530150,540160,580320,580350,580330
0,9020101,악마의 숨결 (장비),9020101,510170,540160,520160,570140,550140,0,0,0,0,0
0,9020111,심연의 열기 (장비),9020111,530130,530130,520130,570130,520150,0,0,0,0,0
0,9020121,화산재 언덕 (장비),9020121,510150,540150,520150,560140,550130,0,0,0,0,0
0,9020131,화암 산호지대 (장비),9020131,530150,570140,570140,530150,0,0,0,0,0,0
0,9020301,마른나무늪지대 (장비),9020301,530160,570150,570150,530160,550140,0,0,0,0,0
0,9020311,이글거리는 늪지대 (장비),9020311,550150,570150,550150,0,0,0,0,0,0,0
0,9020321,갈대 습지 (장비),9020321,530170,520180,570150,520180,550150,0,0,0,0,0
0,9020331,악어 늪 (장비),9020331,530190,540180,0,0,0,0,0,0,0,0
0,9020401,큰나무 지대 (장비),9020401,530190,520210,570160,550160,0,0,0,0,0,0
0,9020411,넝쿨 숲 (장비),9020411,510190,530180,520190,0,0,0,0,0,0,0
0,9020421,고요의 숲 (장비),9020421,510200,540190,560160,0,0,0,0,0,0,0
0,9020431,솔방울 숲 (장비),9020431,530200,520220,570170,530200,550170,0,0,0,0,0
0,9020441,풀바람 숲 (장비),9020441,540210,570180,0,0,0,0,0,0,0,0
0,9020501,신들의 안식처 (장비),9020501,530210,530210,570180,570180,570180,0,0,0,0,0
0,9020511,무너진 성지 (장비),9020511,510200,540220,570170,560180,550170,0,0,0,0,0
0,9020521,남겨진 흔적 (장비),9020521,510200,530220,550170,0,0,0,0,0,0,0
0,9020531,케이론 제단 (장비),9020531,540210,570170,560180,550180,0,0,0,0,0,0
0,9023301,히든 반디 서식지,18010,510220,530240,560190,550180,520230,530220,540230,520240,580410,580400
0,9023401,오크 벌목장,18010,520240,520240,580440,510220,540240,520240,530230,580400,580410,580430
0,9023431,히든 큰나무지대 2,18010,520240,520240,580440,510220,540240,520240,530230,580400,580410,580430
0,9023501,저주받은 성지,18010,510230,530250,570190,520270,530260,540270,550200,560210,580440,580440
0,9030101,잊혀진 마을 (장비),9030101,510220,530220,540240,510220,0,0,0,0,0,0
0,9030111,투투꽃나무 숲 (장비),9030111,570180,530210,520220,520220,570180,550180,0,0,0,0
0,9030121,포코코 공원 (장비),9030121,550190,550190,0,0,0,0,0,0,0,0
0,9030131,잠자는 마을 (장비),9030131,530240,540250,520250,560190,550190,0,0,0,0,0
0,9030141,부서진 버섯공장 (장비),9030141,510220,530230,540240,520240,0,0,0,0,0,0
0,9030201,유혹의 설원 (장비),9030201,540270,570200,550200,550200,0,0,0,0,0,0
0,9030211,눈보라 고개 (장비),9030211,510230,530250,550200,510230,550200,0,0,0,0,0
0,9030221,얼음 호수 (장비),9030221,530250,530250,570190,550190,0,0,0,0,0,0
0,9030231,얼음 협곡 (장비),9030231,530270,530270,540280,520270,560210,0,0,0,0,0
0,9033101,히든 환영의 숲,18010,540280,520280,550210,510250,520290,530280,540290,580440,580480,580470
0,9033131,히든 잠자는 마을,18010,530270,540280,530270,540280,540280,520280,550210,580440,580480,580470
0,9033201,히든 영혼의 수정호수,18010,520300,510250,530290,520310,530300,540310,550220,560230,580490,580480
0,9033231,히든 얼음 협곡,18010,530290,520300,510250,520290,530280,540290,510260,580490,580490,580480
0,9033301,히든 비밀지하창고,18010,510260,540300,570220,550220,560220,530290,520310,530300,580510,580520
0,9940121,배틀 스퀘어 일반장비 [60~62],10100,520330,530320,540330,550240,570240,510290,520340,530330,560250,540350
0,9940122,배틀 스퀘어 일반장비 [61~63],10100,540340,510300,520350,530340,540350,560250,510310,520360,530350,550250
0,9940123,배틀 스퀘어 일반장비 [63~64],10100,530350,540360,550250,560260,570250,510320,520370,530360,540370,550260
0,9940124,배틀 스퀘어 일반장비 [64~65],10100,540370,550260,560270,570260,520390,530370,540390,550270,570270,550270
0,9940125,배틀 스퀘어 일반장비 [65],10100,510330,520390,530370,540390,550270,570270,510330,520390,530370,540390
0,9940126,배틀 스퀘어 일반장비 [66~67],10100,510340,520410,530390,540410,510350,520430,530410,540430,560280,510350
0,9940127,배틀 스퀘어 일반장비 [68],10100,510370,520450,530430,540450,550280,560300,570280,510370,520450,530430
0,9940128,배틀 스퀘어 일반장비 [69~70],10100,510390,520470,530450,540470,550300,560320,570300,530470,550320,570320
0,9940129,배틀 스퀘어 일반장비 [71~72],10090,6126137,6126138,6126139,6126140,6126141,6126142,6126143,6126144,6126145,0
0,9940130,배틀 스퀘어 일반장비 [73~75],10090,6126146,6126147,6126148,6126149,6126150,6126151,6126152,6126153,6126154,0
0,11100400,대미궁 65LV 무기 8종,1,11100400,0,0,0,0,0,0,0,0,0
0,13540700,데비 리치(중간보스),1,13540700,0,0,0,0,0,0,0,0,0
0,13541000,케로베로스(중간보스),1,13541000,0,0,0,0,0,0,0,0,0
0,13541200,디아블릭(중간보스),1,13541200,0,0,0,0,0,0,0,0,0
0,16124127,엔다이론(정예),166124127,73000240,431100100,435100100,437100100,540010040,431400220,433400220,435400220,437400220,1000081
0,21001990,도적단 은신처 히든 스크롤,1,21001990,0,0,0,0,0,0,0,0,0
0,21002000,노틸러스의 분노 히든 스크롤,1,21002000,0,0,0,0,0,0,0,0,0
0,21002010,위험한 성지 히든 스크롤,1,21002010,0,0,0,0,0,0,0,0,0
0,21002020,발록의 둥지 히든 스크롤,1,21002020,0,0,0,0,0,0,0,0,0
0,21002030,반디 서식시 히든 스크롤,1,21002030,0,0,0,0,0,0,0,0,0
0,21002040,환영의 숲 히든 스크롤,1,21002040,0,0,0,0,0,0,0,0,0
0,21002050,영혼의 수정 호수 히든 스크롤,1,21002050,0,0,0,0,0,0,0,0,0
0,21002060,비밀 지하창고 히든 스크롤,1,21002060,0,0,0,0,0,0,0,0,0
0,29012100,수염고래 해안가 카오스 (장비),18010,510120,530120,540120,570110,550110,560120,550120,580260,580280,580270
0,29012130,앵무조개 선착장 카오스 (장비),18010,510160,530140,540150,570130,520160,530150,540160,580330,580320,580300
0,29012200,용사의 계곡 카오스 (장비),18010,510190,510200,530180,560180,550160,570170,540200,580390,580380,580360
0,29012300,용자의 길 카오스 (장비),18010,510040,550040,530050,560040,510040,530050,540050,570040,580080,580060
0,29012330,숙련된 용자의 길 카오스 (장비),18010,510060,510060,530070,520070,570050,550050,520080,520090,540080,540090
0,29012400,배신자의 고개 카오스 (장비),18010,540100,520100,530090,550060,570060,540080,540090,560060,580140,580120
0,29012430,망각의 협곡 카오스 (장비),18010,510090,560090,570080,550090,550080,510090,520110,570090,580200,580180
0,29012600,위험한 동굴 카오스 (장비),18010,540220,510220,530220,530220,570180,560190,550180,530210,580400,580410
0,29022100,악마의 숨결 카오스 (장비),18010,510250,570210,550210,530270,540280,520270,570200,580440,580480,580470
0,29022300,이글거리는 늪지대 카오스 (장비),18010,510270,540310,560220,510260,520310,530300,550220,580510,580490,580540
0,29022400,큰나무 지대 카오스 (장비),18010,510300,530350,540350,520350,570250,560250,510310,580570,580560,580550
0,29022430,큰나무 지대 2 카오스 (장비),0,0,0,0,0,0,0,0,0,0,0
0,29022500,신들의 안식처 카오스 (장비),18010,510340,520410,570270,550270,570270,530390,540410,580620,580610,580590
0,29032100,잊혀진 마을 카오스 (장비),18010,540450,510390,530470,570280,560280,510370,520450,530430,540450,580630
0,29032130,잠자는 마을 카오스 (장비),18010,510390,540470,520470,560300,570300,530450,540470,580590,580630,580620
0,29032200,유혹의 설원 카오스 (장비),18010,510390,530470,570320,550320,570300,530450,540470,580630,580620,580610
0,29032230,얼음협곡 카오스 (장비),18010,510390,520470,560320,550320,570300,530450,540470,580620,580610,580590
0,29032300,대미궁 대강당 카오스 (장비),18010,510390,520470,560320,550320,570300,530450,540470,580590,580630,580620
0,29032330,대미궁 중앙기관실 카오스 (장비),18010,510390,520470,560320,550320,570300,530450,540470,580630,580620,580610
0,29032360,대미궁 달빛 테라스 카오스 (장비),18010,510390,520470,560320,550320,570300,530450,540470,580620,580610,580590
0,49000320,엠포리아 전사계 무기 보물상자,449000320,49000320,49000321,49000322,0,0,0,0,0,0,0
0,49000330,엠포리아 법사계 무기 보물상자,449000330,49000330,49000331,49000332,0,0,0,0,0,0,0
0,49000340,엠포리아 궁수계 무기 보물상자,449000340,49000340,49000341,0,0,0,0,0,0,0,0
0,49000350,엠포리아 도둑계 무기 보물상자,449000350,49000350,49000351,0,0,0,0,0,0,0,0
0,49000360,엠포리아 방어구 전사계 보물상자,449000360,31100010,31100011,31100012,31100013,31100014,31100015,0,0,0,0
0,49000370,엠포리아 방어구 법사계 보물상자,449000360,33100010,33100011,33100012,33100013,33100014,33100015,0,0,0,0
0,49000380,엠포리아 방어구 궁수계 보물상자,449000360,35100010,35100011,35100012,35100013,35100014,35100015,0,0,0,0
0,49000390,엠포리아 방어구 도둑계 보물상자,449000360,37100010,37100011,37100012,37100013,37100014,37100015,0,0,0,0
0,49000410,엠포리아 전사계 무기 보물상자(리뉴얼),49000410,49000410,49000411,49000412,49000413,49000414,0,0,0,0,0
0,49000420,엠포리아 법사계 무기 보물상자(리뉴얼),49000410,49000420,49000421,49000422,49000423,49000424,0,0,0,0,0
0,49000430,엠포리아 궁수계 무기 보물상자(리뉴얼),49000410,49000430,49000431,49000432,49000433,49000434,0,0,0,0,0
0,49000440,엠포리아 도둑계 무기 보물상자(리뉴얼),49000410,49000440,49000441,49000442,49000443,49000444,0,0,0,0,0
0,49000450,엠포리아 전사계 방어구 보물상자(리뉴얼),10090,49000450,49000451,49000452,49000453,49000454,49000455,49000456,49000457,49000458,0
0,49000460,엠포리아 법사계 방어구 보물상자(리뉴얼),10090,49000460,49000461,49000462,49000463,49000464,49000465,49000466,49000467,49000468,0
0,49000470,엠포리아 궁수계 방어구 보물상자(리뉴얼),10090,49000470,49000471,49000472,49000473,49000474,49000475,49000476,49000477,49000478,0
0,49000480,엠포리아 도둑계 방어구 보물상자(리뉴얼),10090,49000480,49000481,49000482,49000483,49000484,49000485,49000486,49000487,49000488,0
0,49000570,[길드] 물의 문장,10040,49000570,49000571,49000572,49000573,0,0,0,0,0,0
0,49000580,[길드] 불의 문장,10040,49000580,49000581,49000582,49000583,0,0,0,0,0,0
0,49000590,[길드] 바람의 문장,10040,49000590,49000591,49000592,49000593,0,0,0,0,0,0
0,49000600,[길드] 대지의 문장,10060,49000600,49000601,49000600,49000601,49000602,49000603,0,0,0,0
0,50800350,대미궁 일반 몬스터 핵심재료,1,50800350,0,0,0,0,0,0,0,0,0
0,50801590,[망자의탑] 일반재료 어둠의 혼 (안씀),1,50801590,0,0,0,0,0,0,0,0,0
0,50801595,[망자의탑] 보석[루비/다이아10%이하],1,50801595,0,0,0,0,0,0,0,0,0
0,50801600,[망자의탑] 일반재료 저주의 혼 (안씀),1,50801600,0,0,0,0,0,0,0,0,0
0,50801610,[망자의탑] 일반재료 파괴의 혼,1,50801610,0,0,0,0,0,0,0,0,0
0,50801620,[망자의탑] 핵심재료 아르카의 영혼,1,50801620,0,0,0,0,0,0,0,0,0
0,50801630,[망자의탑] 핵심재료 파타누스의 영혼,1,50801630,0,0,0,0,0,0,0,0,0
0,50801640,[망자의탑] 핵심재료 카르카로스의 영혼,1,50801640,0,0,0,0,0,0,0,0,0
0,50801650,[망자의탑] 핵심재료 폴버나언의 영혼,1,50801650,0,0,0,0,0,0,0,0,0
0,50801660,[망자의탑] 핵심재료 엘루만의 영혼,1,50801660,0,0,0,0,0,0,0,0,0
0,50801670,[망자의탑] 핵심재료 여왕 벨라의 영혼,1,50801670,0,0,0,0,0,0,0,0,0
0,50801680,[망자의탑] 핵심재료 아티스의 영혼,1,50801680,0,0,0,0,0,0,0,0,0
0,50801690,[망자의탑] 핵심재료 부족장로크의 영혼,1,50801690,0,0,0,0,0,0,0,0,0
0,50801700,[망자의탑] 핵심재료 로드오브나이트메어의 영혼,1,50801700,0,0,0,0,0,0,0,0,0
0,50801710,[망자의탑] 핵심재료 파리스 10종,1,50801710,50801710,50801710,50801710,50801710,50801710,50801710,50801710,50801710,50801710
0,50801720,[얼음필드] 아발란체 망토 상자,1,50801720,0,0,0,0,0,0,0,0,0
0,50801730,[얼음필드] 블리자드 머플러 상자,1,50801730,0,0,0,0,0,0,0,0,0
