IDX,f_NationCodeStr,MapNo,MapKey,Attribute,Memo,NameNo,XmlPath,ZoneCX,ZoneCY,ZoneCZ,Continent,HometownNo,Hidden_Index,Abil01,Abil02,Abil03,Abil04,Abil05,Recommend_Level,Recommend_Party,Group_TXT,LevelLimit_Min,LevelLimit_Max,DESCRIPTION_TEXT,PartyBreakIn,PartyBreakIn_Item,PartyBreakIn_CashItem
15017,0,9019109,0,5,[20]캡틴후커 별장(수염고래 해안가 정예) [F5],9019109,World/01_Ingrid/300_scenario/019109_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,20,0,505756,0,0,0,0,0,0
15018,0,9019139,0,5,[25]분노의 캡틴 알비다 주둔지(스티븐 무역항 정예) [F5],9019139,World/01_Ingrid/300_scenario/019139_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,506398,0,0,0,0,0,0
15003,0,9019151,0,5,[25]칼리곤 선단 (칼리곤 선단) [F5],9019151,World/01_Ingrid/300_scenario/019151_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,0,0,0
15004,0,9019152,0,5,[25]부서진 무역선(칼리곤 선단) [F5],9019152,World/01_Ingrid/300_scenario/019152_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,0,0,0
15019,0,9019159,0,5,[25]정신나간 칼리곤선장 정예 [F5],9010159,World/01_Ingrid/300_scenario/019159_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,25,0,510105,0,0,0,0,0,0
15020,0,9019209,0,5,[30]원령 아티스(미리내 신전 정예)[F5],9010209,World/01_Ingrid/300_scenario/019209_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,30,0,508229,0,0,0,0,0,0
15021,0,9019309,0,5,[01]용자의길 정예-숨죽인 베가본드 [F5],9010309,World/01_Ingrid/300_scenario/019309_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,1,0,510107,0,0,0,0,0,0
15022,0,9019339,0,5,[03]난폭한 베가스(숙련된 용자의 길 정예) [F5],9010339,World/01_Ingrid/300_scenario/019339_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,3,0,503560,0,0,0,0,0,0
15023,0,9019409,0,5,[07]큰 도끼 형제 쌍카 정예 [F5],9010409,World/01_Ingrid/300_scenario/019409_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,7,0,501265,0,0,0,0,0,0
15024,0,9019439,0,5,[14]큰도끼 형제 쿵카 (망각의 협곡 정예) [15],9010439,World/01_Ingrid/300_scenario/019439_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,14,0,509202,0,0,0,0,0,0
15025,0,9019609,0,5,[35]맘모두더지 아투(위험한 동굴 정예) [F5],9010609,World/01_Ingrid/300_scenario/019609_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,35,0,505693,0,0,0,0,0,0
11020,0,9020100,40,0,[40]악마의 숨결 [대필드],9020100,World/02_Chaosarea/01_Level/020100_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12090,0,9020101,0,5,[40]악마의 숨결 1 [F1],9020100,World/02_Chaosarea/01_Level/020101_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12091,0,9020102,0,5,[40]악마의 숨결 2 [F1],9020100,World/02_Chaosarea/01_Level/020102_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12092,0,9020103,0,5,[40]악마의 숨결 3 [F1],9020100,World/02_Chaosarea/01_Level/020103_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12093,0,9020104,0,5,[40]악마의 숨결 4 [F1],9020100,World/02_Chaosarea/01_Level/020104_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12094,0,9020105,0,5,[40]악마의 숨결 5 [F1],9020100,World/02_Chaosarea/01_Level/020105_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12095,0,9020106,0,5,[40]악마의 숨결 6 [F1],9020100,World/02_Chaosarea/01_Level/020106_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
12098,0,9020109,0,5,[40]악마의 숨결 부족장 로커 정예 [F1],9020109,World/02_Chaosarea/01_Level/020109_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
11021,0,9020110,41,0,[40]심연의 열기 [대필드],9020110,World/02_Chaosarea/01_Level/020110_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,510114,0,0,0,1,0,0
11022,0,9020130,42,0,[40]화암 산호지대 [대필드],9020130,World/02_Chaosarea/01_Level/020130_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,510102,0,0,0,1,0,0
32012,0,9020200,182,9,[58]Lavalon[Boss],9020200,World/99_Boss/01_Level/020200_DG.xml,1000,1000,1000,1,0,0,0,0,0,0,0,45,0,505749,0,0,0,0,0,0
32011,0,9020201,181,1,[45]마그마 던전 [던전],9020201,World/95_Dungeon/01_Level/020201_DG.xml,500,500,3000,1,0,0,0,0,0,0,0,45,4,505749,0,100,90202010,1,0,0
32013,0,9020202,183,1,[50]드레이크 라발론 [던전],9020202,World/99_Boss/01_Level/020202_DG.xml,1000,1000,1000,1,0,0,0,0,0,0,0,45,0,505749,0,0,0,0,0,0
11023,0,9020300,43,0,[40]이글거리는 늪지대 [대필드],9020300,World/02_Chaosarea/01_Level/020300_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12099,0,9020301,0,5,[40]이글거리는 늪지대 1 [F1],9020300,World/02_Chaosarea/01_Level/020301_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12100,0,9020302,0,5,[40]이글거리는 늪지대 2 [F1],9020300,World/02_Chaosarea/01_Level/020302_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12101,0,9020303,0,5,[40]이글거리는 늪지대 3 [F1],9020300,World/02_Chaosarea/01_Level/020303_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12102,0,9020304,0,5,[40]이글거리는 늪지대 4 [F1],9020300,World/02_Chaosarea/01_Level/020304_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12103,0,9020305,0,5,[40]이글거리는 늪지대 5 [F1],9020300,World/02_Chaosarea/01_Level/020305_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12104,0,9020306,0,5,[40]이글거리는 늪지대 6 [F1],9020300,World/02_Chaosarea/01_Level/020306_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
12107,0,9020309,0,5,[40]이글거리는 늪지대 여왕 벨라 정예 [F1],9020309,World/02_Chaosarea/01_Level/020309_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
11024,0,9020310,44,0,[40]마른나무 늪지대 [대필드],9020310,World/02_Chaosarea/01_Level/020310_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,505750,0,0,0,1,0,0
11025,0,9020320,45,0,[40]갈대습지 [대필드],9020320,World/02_Chaosarea/01_Level/020320_FD.xml,500,500,3000,1,0,0,0,0,0,0,0,40,0,500295,0,0,0,1,0,0
21004,0,9020420,54,0,[45]안개내린 오솔길 [대필드],9020420,World/02_Chaosarea/01_Level/020420_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,508231,0,0,0,1,0,0
21005,0,9020430,55,0,[45]솔방울 언덕 [대필드],9020430,World/02_Chaosarea/01_Level/020430_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22018,0,9020431,0,5,[45]솔방울 언덕  1 [F1],9020430,World/02_Chaosarea/01_Level/020431_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22019,0,9020432,0,5,[45]솔방울 언덕  2 [F1],9020430,World/02_Chaosarea/01_Level/020432_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22020,0,9020433,0,5,[45]솔방울 언덕  3 [F1],9020430,World/02_Chaosarea/01_Level/020433_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22021,0,9020434,0,5,[45]솔방울 언덕  4 [F1],9020430,World/02_Chaosarea/01_Level/020434_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22022,0,9020435,0,5,[45]솔방울 언덕  5 [F1],9020430,World/02_Chaosarea/01_Level/020435_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22023,0,9020436,0,5,[45]솔방울 언덕  6 [F1],9020430,World/02_Chaosarea/01_Level/020436_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
22026,0,9020439,0,5,[45]솔방울 언덕 나무꾼 버나언 정예 [F1],9020439,World/02_Chaosarea/01_Level/020439_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,0,0,0
21006,0,9020500,56,0,[45]신들의 안식처 [대필드],9020500,World/02_Chaosarea/01_Level/020500_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22027,0,9020501,0,5,[45]신들의 안식처  1 [F1],9020500,World/02_Chaosarea/01_Level/020501_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22028,0,9020502,0,5,[45]신들의 안식처  2 [F1],9020500,World/02_Chaosarea/01_Level/020502_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22029,0,9020503,0,5,[45]신들의 안식처  3 [F1],9020500,World/02_Chaosarea/01_Level/020503_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22030,0,9020504,0,5,[45]신들의 안식처  4 [F1],9020500,World/02_Chaosarea/01_Level/020504_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22031,0,9020505,0,5,[45]신들의 안식처  5 [F1],9020500,World/02_Chaosarea/01_Level/020505_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22032,0,9020506,0,5,[45]신들의 안식처  6 [F1],9020500,World/02_Chaosarea/01_Level/020506_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
22035,0,9020509,0,5,[45]신들의 안식처 카르카로스 정예 [F1],9020509,World/02_Chaosarea/01_Level/020509_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
21007,0,9020510,57,0,[45]무너진 성지 [대필드],9020510,World/02_Chaosarea/01_Level/020510_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,506400,0,0,0,1,0,0
21008,0,9020530,58,0,[45]케이론 제단 [대필드],9020530,World/02_Chaosarea/01_Level/020530_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,510115,0,0,0,1,0,0
32020,0,9020600,196,9,[55]고대골램 아람 보스 [던전],9020600,World/99_Boss/01_Level/020600_DG.xml,2000,2000,2000,2,0,0,0,0,0,0,0,50,4,506977,0,0,0,0,0,0
32019,0,9020601,195,1,[50]쿤다라 던전 던전],9020601,World/95_Dungeon/01_Level/020601_DG.xml,1500,1000,3000,2,0,0,0,0,0,0,0,50,4,506977,0,100,90206000,1,0,0
32018,0,9020700,194,9,[50]신록의 제단 [던전],9020700,World/99_Boss/01_Level/020700_DG.xml,600,600,6000,2,0,0,9020700,0,0,0,0,45,4,523051,0,0,0,0,0,0
32017,0,9020701,193,1,[50]신록의 숲 [던전],9020701,World/95_Dungeon/01_Level/020701_DG.xml,1500,1000,6000,2,0,0,0,0,0,0,0,45,4,523051,0,100,90207010,1,0,0
13054,0,9022101,0,517,[40]암흑의 악마의 숨결 1 [F2],9022100,World/02_Chaosarea/100_Chaos/022101_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13055,0,9022102,0,517,[40]암흑의 악마의 숨결 2 [F2],9022100,World/02_Chaosarea/100_Chaos/022102_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13056,0,9022103,0,517,[40]암흑의 악마의 숨결 3 [F2],9022100,World/02_Chaosarea/100_Chaos/022103_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13057,0,9022104,0,517,[40]암흑의 악마의 숨결 4 [F2],9022100,World/02_Chaosarea/100_Chaos/022104_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13058,0,9022105,0,517,[40]암흑의 악마의 숨결 5 [F2],9022100,World/02_Chaosarea/100_Chaos/022105_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13059,0,9022106,0,517,[40]암흑의 악마의 숨결 6 [F2],9022100,World/02_Chaosarea/100_Chaos/022106_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
13062,0,9022109,0,517,[40]암흑의 악마의 숨결 부족장 로커 정예 [F2],9022109,World/02_Chaosarea/100_Chaos/022109_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
13063,0,9022301,0,517,[40]암흑의 이글거리는 늪지대 1 [F2],9022300,World/02_Chaosarea/100_Chaos/022301_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13064,0,9022302,0,517,[40]암흑의 이글거리는 늪지대 2 [F2],9022300,World/02_Chaosarea/100_Chaos/022302_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13065,0,9022303,0,517,[40]암흑의 이글거리는 늪지대 3 [F2],9022300,World/02_Chaosarea/100_Chaos/022303_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13066,0,9022304,0,517,[40]암흑의 이글거리는 늪지대 4 [F2],9022300,World/02_Chaosarea/100_Chaos/022304_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13067,0,9022305,0,517,[40]암흑의 이글거리는 늪지대 5 [F2],9022300,World/02_Chaosarea/100_Chaos/022305_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13068,0,9022306,0,517,[40]암흑의 이글거리는 늪지대 6 [F2],9022300,World/02_Chaosarea/100_Chaos/022306_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
13071,0,9022309,0,517,[40]암흑의 이글거리는 늪지대 여왕 벨라 정예 [F2],9022309,World/02_Chaosarea/100_Chaos/022309_CF.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
23018,0,9022431,0,517,[45]암흑의 솔방울 언덕  1 [F2],9022430,World/02_Chaosarea/100_Chaos/022431_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23019,0,9022432,0,517,[45]암흑의 솔방울 언덕  2 [F2],9022430,World/02_Chaosarea/100_Chaos/022432_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23020,0,9022433,0,517,[45]암흑의 솔방울 언덕  3 [F2],9022430,World/02_Chaosarea/100_Chaos/022433_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23021,0,9022434,0,517,[45]암흑의 솔방울 언덕  4 [F2],9022430,World/02_Chaosarea/100_Chaos/022434_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23022,0,9022435,0,517,[45]암흑의 솔방울 언덕  5 [F2],9022430,World/02_Chaosarea/100_Chaos/022435_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23023,0,9022436,0,517,[45]암흑의 솔방울 언덕  6 [F2],9022430,World/02_Chaosarea/100_Chaos/022436_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
23026,0,9022439,0,517,[45]암흑의 솔방울 언덕 나무꾼 버나언 정예 [F2],9022439,World/02_Chaosarea/100_Chaos/022439_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,0,0,0
23027,0,9022501,0,517,[45]암흑의 신들의 안식처  1 [F2],9022500,World/02_Chaosarea/100_Chaos/022501_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23028,0,9022502,0,517,[45]암흑의 신들의 안식처  2 [F2],9022500,World/02_Chaosarea/100_Chaos/022502_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23029,0,9022503,0,517,[45]암흑의 신들의 안식처  3 [F2],9022500,World/02_Chaosarea/100_Chaos/022503_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23030,0,9022504,0,517,[45]암흑의 신들의 안식처  4 [F2],9022500,World/02_Chaosarea/100_Chaos/022504_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23031,0,9022505,0,517,[45]암흑의 신들의 안식처  5 [F2],9022500,World/02_Chaosarea/100_Chaos/022505_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23032,0,9022506,0,517,[45]암흑의 신들의 안식처  6 [F2],9022500,World/02_Chaosarea/100_Chaos/022506_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
23035,0,9022509,0,517,[45]암흑의 신들의 안식처 카르카로스 정예 [F2],9022509,World/02_Chaosarea/100_Chaos/022509_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
31005,0,9023300,155,256,반디 서식지 [히든 맵],9023300,World/02_Chaosarea/200_Hidden/023300_HF.xml,600,600,6000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31006,0,9023400,160,256,오크 벌목지 [히든 맵],9023400,World/02_Chaosarea/200_Hidden/023400_HF.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,0,0,0,0,1,0,0
31007,0,9023500,161,256,저주받은 성지 [히든 맵],9023500,World/02_Chaosarea/200_Hidden/023500_HF.xml,600,600,6000,2,0,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0
15014,0,9024101,0,5,[40]용암 공장(악마의 숨결) [F5],9024101,World/02_ChaosArea/300_scenario/024101_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
16100,0,9024108,0,5,[40]악마의 숨결 전략 방어전 [F7],9024108,World/02_ChaosArea/500_Defense_Mode/024108_DF.xml,20000,20000,20000,2,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
16005,0,9024109,0,5,[40]악마의 숨결 방어전 [F6],9024109,World/02_ChaosArea/300_scenario/024109_FD.xml,900,900,2000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
15015,0,9024301,0,5,[40]늪지악어의 섬(이글거리는 늪지대) [F5],9024301,World/02_ChaosArea/300_scenario/024301_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
16101,0,9024308,0,5,[40]이글거리는 늪지대 전략 방어전 [F5],9024308,World/02_ChaosArea/500_Defense_Mode/024308_DF.xml,20000,20000,20000,2,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
16006,0,9024309,0,5,[40]이글거리는 늪지대 방어전 [F6],9024309,World/02_ChaosArea/300_scenario/024309_FD.xml,900,900,2000,2,0,0,0,0,0,0,0,45,0,515820,0,0,0,0,0,0
26100,0,9024438,0,5,[45]솔방울 언덕 전략 방어전 [F7],9024438,World/02_ChaosArea/500_Defense_Mode/024438_DF.xml,20000,20000,20000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,0,0,0
26000,0,9024439,0,5,[45]솔방울 언덕 방어전 [F6],9024439,World/02_ChaosArea/300_scenario/024439_FD.xml,900,900,2000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,0,0,0
25000,0,9024501,0,5,[45]푸른 제단(신들의 안식처) [F5],9024501,World/02_ChaosArea/300_scenario/024501_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
26101,0,9024508,0,5,[45]신들의 안식처 전략 방어전 [F7],9024508,World/02_ChaosArea/500_Defense_Mode/024508_DF.xml,20000,20000,20000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
26001,0,9024509,0,5,[45]신들의 안식처 방어전 [F6],9024509,World/02_ChaosArea/300_scenario/024509_FD.xml,900,900,2000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
14010,0,9026101,0,5,[40]악마의 숨결 보너스 1 [F1],9026101,World/02_Chaosarea/400_Bonus/026101_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
14110,0,9026102,0,5,[40]악마의 숨결 보너스 2 [F1],9026101,World/02_Chaosarea/400_Bonus/026102_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
14011,0,9026301,0,5,[40]이글거리는 늪지대 보너스 1 [F1],9026301,World/02_Chaosarea/400_Bonus/026301_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
14111,0,9026302,0,5,[40]이글거리는 늪지대 보너스 2 [F1],9026301,World/02_Chaosarea/400_Bonus/026302_FD.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
24002,0,9026431,0,5,[45]솔방울 언덕 보너스 1 [F1],9026431,World/02_Chaosarea/400_Bonus/026431_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
24102,0,9026432,0,5,[45]솔방울 언덕 보너스 2 [F1],9026431,World/02_Chaosarea/400_Bonus/026432_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
24003,0,9026501,0,5,[45]신들의 안식처 보너스 1 [F1],9026501,World/02_Chaosarea/400_Bonus/026501_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
24103,0,9026502,0,5,[45]신들의 안식처 보너스 2 [F1],9026501,World/02_Chaosarea/400_Bonus/026502_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
14206,0,9027101,0,517,[40]암흑의 악마의 숨결 보너스 1 [F2],9027101,World/02_Chaosarea/400_Bonus/027101_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
14306,0,9027102,0,517,[40]암흑의 악마의 숨결 보너스 2 [F2],9027101,World/02_Chaosarea/400_Bonus/027102_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,500381,0,0,0,1,0,0
14207,0,9027301,0,517,[40]암흑의 이글거리는 늪지대 보너스 1 [F2],9027301,World/02_Chaosarea/400_Bonus/027301_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
14307,0,9027302,0,517,[40]암흑의 이글거리는 늪지대 보너스 2 [F2],9027301,World/02_Chaosarea/400_Bonus/027302_CF.xml,600,600,6000,1,0,0,0,0,0,0,0,40,0,515820,0,0,0,1,0,0
24202,0,9027431,0,517,[45]암흑의 솔방울 언덕 보너스 1 [F2],9027431,World/02_Chaosarea/400_Bonus/027431_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
24302,0,9027432,0,517,[45]암흑의 솔방울 언덕 보너스 2 [F2],9027431,World/02_Chaosarea/400_Bonus/027432_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,507681,0,0,0,1,0,0
24203,0,9027501,0,517,[45]암흑의 신들의 안식처 보너스 1 [F2],9027501,World/02_Chaosarea/400_Bonus/027501_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
24303,0,9027502,0,517,[45]암흑의 신들의 안식처 보너스 1 [F2],9027501,World/02_Chaosarea/400_Bonus/027502_CF.xml,600,600,6000,2,0,0,0,0,0,0,0,45,0,505655,0,0,0,1,0,0
106,0,9028100,6,16,[50]버섯마을 [마을],9028100,World/02_Chaosarea/01_Level/028100_SC.xml,500,500,3000,2,0,0,0,0,0,0,0,50,0,501517,0,0,0,1,0,0
15026,0,9029109,0,5,[40]부족장 로커(악마의 숨결 정예) [F5],9020109,World/02_ChaosArea/300_scenario/029109_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,500381,0,0,0,0,0,0
15016,0,9029302,0,5,[40]암흑의 부셔진 늪지대 선착장 [F5],9029302,World/02_ChaosArea/300_scenario/029302_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
15027,0,9029309,0,5,[40]여왕 벨라 이글거리는 늪지대 정예[F5],9020309,World/02_ChaosArea/300_scenario/029309_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,40,0,515820,0,0,0,0,0,0
25100,0,9029509,0,5,[45]카르카로스(신들의 안식처 정예) [F5],9020509,World/02_ChaosArea/300_scenario/029509_FD.xml,600,600,6000,0,0,0,0,0,0,0,0,45,0,505655,0,0,0,0,0,0
21012,0,9030100,62,0,[50]잊혀진 마을 [대필드],9030100,World/03_Solaiden/01_Level/030100_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22054,0,9030101,0,5,[50]잊혀진 마을  1 [F1],9030100,World/03_Solaiden/01_Level/030101_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22055,0,9030102,0,5,[50]잊혀진 마을  2 [F1],9030100,World/03_Solaiden/01_Level/030102_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22056,0,9030103,0,5,[50]잊혀진 마을  3 [F1],9030100,World/03_Solaiden/01_Level/030103_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22057,0,9030104,0,5,[50]잊혀진 마을  4 [F1],9030100,World/03_Solaiden/01_Level/030104_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22058,0,9030105,0,5,[50]잊혀진 마을  5 [F1],9030100,World/03_Solaiden/01_Level/030105_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22059,0,9030106,0,5,[50]잊혀진 마을  6 [F1],9030100,World/03_Solaiden/01_Level/030106_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,1,0,0
22062,0,9030109,0,5,[50]잊혀진 마을 부보부보 정예 [F1],9030109,World/03_Solaiden/01_Level/030109_FD.xml,32000,32000,500,2,0,0,0,0,0,0,0,50,0,505745,0,0,0,0,0,0
21013,0,9030110,63,0,[50]투투꽃나무 숲 [대필드],9030110,World/03_Solaiden/01_Level/030110_FD.xml,600,600,6000,2,0,0,0,0,0,0,0,50,0,509937,0,0,0,1,0,0
