IDX,BagNo,Memo,ElementNo,SuccessRateNo,TunningNo_Min,TunningNo_Max
7956,983403456,로봇 트렙 Lv56,983403456,7003,1,0
7960,983403457,로봇 트렙 Lv57,983403457,7003,1,0
7964,983403458,로봇 트렙 Lv58,983403458,7003,1,0
7968,983403459,로봇 트렙 Lv59,983403459,7003,1,0
7972,983403460,로봇 트렙 Lv60,983403460,7003,1,0
9569,983491000,코코투스(시나리오 정예) Lv50,983491000,990001,0,0
7142,983491055,코코투스 (정예) Lv55,983491055,990001,1,0
7148,983491056,코코투스(정예) Lv56,983491056,990001,1,0
7154,983491057,코코투스(정예) Lv57,983491057,990001,1,0
7160,983491058,코코투스(정예) Lv58,983491058,990001,1,0
7166,983491059,코코투스(정예) Lv59,983491059,990001,1,0
7172,983491060,코코투스(정예) Lv60,983491060,990001,1,0
7847,983492055,삼각지 수문장(정예) Lv55,983492055,990001,1,0
7852,983492056,삼각지 수문장(정예) Lv56,983492056,990001,1,0
7857,983492057,삼각지 수문장(정예) Lv57,983492057,990001,1,0
7862,983492058,삼각지 수문장(정예) Lv58,983492058,990001,1,0
7867,983492059,삼각지 수문장(정예) Lv59,983492059,990001,1,0
7872,983492060,삼각지 수문장(정예) Lv60,983492060,990001,1,0
7877,983493055,샤크킹(정예) Lv55,983493055,990001,1,0
7882,983493056,샤크킹(정예) Lv56,983493056,990001,1,0
7887,983493057,샤크킹(정예) Lv57,983493057,990001,1,0
7892,983493058,샤크킹(정예) Lv58,983493058,990001,1,0
7896,983493059,샤크킹(정예) Lv59,983493059,990001,1,0
7900,983493060,샤크킹(정예) Lv60,983493060,990001,1,0
7904,983494055,철갑 하마(정예) Lv55,983494055,990001,1,0
7908,983494056,철갑 하마(정예) Lv56,983494056,990001,1,0
7912,983494057,철갑 하마(정예) Lv57,983494057,990001,1,0
7916,983494058,철갑 하마(정예) Lv58,983494058,990001,1,0
7920,983494059,철갑 하마(정예) Lv59,983494059,990001,1,0
7924,983494060,철갑 하마(정예) Lv60,983494060,990001,1,0
7928,983499055,메탈 하피(정예) Lv55,983499055,990001,1,0
7932,983499056,메탈 하피(정예) Lv56,983499056,990001,1,0
7936,983499057,메탈 하피(정예) Lv57,983499057,990001,1,0
7940,983499058,메탈 하피(정예) Lv58,983499058,990001,1,0
7944,983499059,메탈 하피(정예) Lv59,983499059,990001,1,0
7948,983499060,메탈 하피(정예) Lv60,983499060,990001,1,0
6591,983521101,포치 Lv40~45,983521101,7003,0,0
6606,983521106,포치 Lv45~50,983521106,7003,0,0
6619,983521111,포치 Lv50~55,983521111,7003,0,0
6633,983521116,포치 Lv55~59,983521116,7003,0,0
6645,983521201,가시 포치 Lv40~45,983521201,7003,0,0
6655,983521206,가시 포치 Lv45~50,983521206,7003,0,0
6663,983521211,가시 포치 Lv50~55,983521211,7003,0,0
6672,983521216,가시 포치 Lv55~59,983521216,7003,0,0
6681,983521301,연꽃 포치 Lv40~45,983521301,7003,0,0
6690,983521306,연꽃 포치 Lv45~50,983521306,7003,0,0
6698,983521311,연꽃 포치 Lv50~55,983521311,7003,0,0
6706,983521316,연꽃 포치 Lv55~59,983521316,7003,0,0
6714,983521401,콘 포치 Lv40~45,983521401,7003,0,0
6722,983521406,콘 포치 Lv45~50,983521406,7003,0,0
6730,983521411,콘 포치 Lv50~55,983521411,7003,0,0
6738,983521416,콘 포치 Lv55~59,983521416,7003,0,0
6746,983521501,브러쉬 포치 Lv40~45,983521501,7003,0,0
6754,983521506,브러쉬 포치 Lv45~50,983521506,7003,0,0
6762,983521511,브러쉬 포치 Lv50~55,983521511,7003,0,0
6770,983521516,브러쉬 포치 Lv55~59,983521516,7003,0,0
6778,983521601,용꽃 포치 Lv40~45,983521601,7003,0,0
6786,983521606,용꽃 포치 Lv45~50,983521606,7003,0,0
6794,983521611,용꽃 포치 Lv50~55,983521611,7003,0,0
6802,983521616,용꽃 포치 Lv55~59,983521616,7003,0,0
6809,983521701,열대 포치 Lv40~45,983521701,7003,0,0
6816,983521706,열대 포치 Lv45~50,983521706,7003,0,0
6823,983521711,열대 포치 Lv50~55,983521711,7003,0,0
6830,983521716,열대 포치 Lv55,983521716,7003,0,0
6837,983521801,무드라고라(희귀) Lv40~45,983521801,7003,0,0
6844,983521806,무드라고라(희귀) Lv45~50,983521806,7003,0,0
6851,983521811,무드라고라(희귀) Lv50~55,983521811,7003,0,0
6858,983521816,무드라고라(희귀) Lv55,983521816,7003,0,0
6865,983522001,옵큘링 Lv40~45,983522001,7003,0,0
6872,983522006,옵큘링 Lv45~50,983522006,7003,0,0
6879,983522011,옵큘링 Lv50~55,983522011,7003,0,0
6886,983522016,옵큘링 Lv55~59,983522016,7003,0,0
6893,983522101,레드 옵큘링 Lv40~45,983522101,7003,0,0
6900,983522106,레드 옵큘링 Lv45~50,983522106,7003,0,0
6907,983522111,레드 옵큘링 Lv50~55,983522111,7003,0,0
6914,983522116,레드 옵큘링 Lv55~59,983522116,7003,0,0
6921,983522201,가시 옵큘링 Lv40~45,983522201,7003,0,0
6928,983522206,가시 옵큘링 Lv45~50,983522206,7003,0,0
6935,983522211,가시 옵큘링 Lv50~55,983522211,7003,0,0
6942,983522216,가시 옵큘링 Lv55~59,983522216,7003,0,0
6949,983522301,위치 옵큘링 Lv40~45,983522301,7003,0,0
6956,983522306,위치 옵큘링 Lv45~50,983522306,7003,0,0
6963,983522311,위치 옵큘링 Lv50~55,983522311,7003,0,0
6970,983522316,위치 옵큘링 Lv55~59,983522316,7003,0,0
6977,983522801,샤드론 (희귀) Lv40~45,983522801,7003,0,0
6984,983522806,샤드론 (희귀) Lv45~50,983522806,7003,0,0
6991,983522811,샤드론 (희귀) Lv50~55,983522811,7003,0,0
6998,983522816,샤드론 (희귀) Lv55~59,983522816,7003,0,0
7005,983523001,검은 쿰바 Lv40~45,983523001,7003,0,0
7012,983523006,검은 쿰바 Lv45~50,983523006,7003,0,0
7019,983523011,검은 쿰바 Lv50~55,983523011,7003,0,0
7026,983523016,검은 쿰바 Lv55~60,983523016,7003,0,0
7033,983523101,붉은 쿰바 Lv40~45,983523101,7003,0,0
7040,983523106,붉은 쿰바 Lv45~50,983523106,7003,0,0
7047,983523111,붉은 쿰바 Lv50~55,983523111,7003,0,0
7054,983523116,붉은 쿰바 Lv55~60,983523116,7003,0,0
7061,983523201,허니 쿰바 Lv40~45,983523201,7003,0,0
7068,983523206,허니 쿰바 Lv45~50,983523206,7003,0,0
7075,983523211,허니 쿰바 Lv50~55,983523211,7003,0,0
7082,983523216,허니 쿰바 Lv55~59,983523216,7003,0,0
7089,983523301,주술 쿰바 Lv40~45,983523301,7003,0,0
7096,983523306,주술 쿰바 Lv45~50,983523306,7003,0,0
7103,983523311,주술 쿰바 Lv50~55,983523311,7003,0,0
7110,983523316,주술 쿰바 Lv55~59,983523316,7003,0,0
7117,983523904,자로(정예) Lv 43,983523904,1001,0,0
7124,983523905,자로(정예) Lv 44,983523905,1001,0,0
7131,983523906,자로(정예) Lv 45,983523906,1001,0,0
7137,983523907,자로(정예) Lv 46,983523907,1001,0,0
7143,983523908,자로(정예) Lv 47,983523908,1001,0,0
7149,983523909,자로(정예) Lv 48,983523909,1001,0,0
7155,983523910,자로(정예) Lv 49,983523910,1001,0,0
7161,983523911,자로(정예) Lv 50,983523911,1001,0,0
7167,983523912,자로(정예) Lv 51,983523912,1001,0,0
7173,983524001,바포 Lv40~45,983524001,7003,0,0
7179,983524006,바포 Lv45~50,983524006,7003,0,0
7185,983524011,바포 Lv50~55,983524011,7003,0,0
7191,983524016,바포 Lv55~59,983524016,7003,0,0
7197,983524101,타이거 바포 Lv40~45,983524101,7003,0,0
7203,983524106,타이거 바포 Lv45~50,983524106,7003,0,0
7209,983524111,타이거 바포 Lv50~55,983524111,7003,0,0
7215,983524116,타이거 바포 Lv55~59,983524116,7003,0,0
7221,983524201,큰뿔 바포 Lv40~45,983524201,7003,0,0
7227,983524206,큰뿔 바포 Lv45~50,983524206,7003,0,0
7233,983524211,큰뿔 바포 Lv50~55,983524211,7003,0,0
7239,983524216,큰뿔 바포 Lv55~59,983524216,7003,0,0
7245,983524301,독 바포 Lv40~45,983524301,7003,0,0
7251,983524306,독 바포 Lv45~50,983524306,7003,0,0
7257,983524311,독 바포 Lv50~55,983524311,7003,0,0
7263,983524316,독 바포 Lv55~59,983524316,7003,0,0
7269,983524801,우두머리 바포(희귀) Lv40,983524801,7003,0,0
7275,983524806,우두머리 바포(희귀) Lv45,983524806,7003,0,0
7281,983524811,우두머리 바포(희귀) Lv50,983524811,7003,0,0
7287,983524816,우두머리 바포(희귀) Lv55,983524816,7003,0,0
7293,983524908,킬로(정예) Lv 43,983524908,1001,0,0
7299,983524909,킬로(정예) Lv 44,983524909,1001,0,0
7305,983524910,킬로(정예) Lv 45,983524910,1001,0,0
7311,983524911,킬로(정예) Lv 46,983524911,1001,0,0
7317,983524912,킬로(정예) Lv 47,983524912,1001,0,0
7323,983524913,킬로(정예) Lv 48,983524913,1001,0,0
7329,983524914,킬로(정예) Lv 49,983524914,1001,0,0
7335,983524915,킬로(정예) Lv 50,983524915,1001,0,0
7341,983524916,킬로(정예) Lv 51,983524916,1001,0,0
7347,983525001,라미 Lv40~45,983525001,7003,0,0
7353,983525006,라미 Lv45~50,983525006,7003,0,0
7359,983525011,라미 Lv50~55,983525011,7003,0,0
7365,983525016,라미 Lv55~59,983525016,7003,0,0
7371,983525101,푸른 라미 Lv40~45,983525101,7003,0,0
7377,983525106,푸른 라미 Lv45~50,983525106,7003,0,0
7383,983525111,푸른 라미 Lv50~55,983525111,7003,0,0
7389,983525116,푸른 라미 Lv55~59,983525116,7003,0,0
7395,983525201,뿔 라미 Lv40~45,983525201,7003,0,0
7401,983525206,뿔 라미 Lv45~50,983525206,7003,0,0
7407,983525211,뿔 라미 Lv50~55,983525211,7003,0,0
7413,983525216,뿔 라미 Lv55~59,983525216,7003,0,0
7419,983525301,우두머리 라미 Lv40~45,983525301,7003,0,0
7425,983525306,우두머리 라미 Lv45~50,983525306,7003,0,0
7431,983525311,우두머리 라미 Lv50~55,983525311,7003,0,0
7437,983525316,우두머리 라미 Lv55~59,983525316,7003,0,0
7443,983525801,카프리콘(희귀) Lv40~45,983525801,7003,0,0
7449,983525806,카프리콘(희귀) Lv45~50,983525806,7003,0,0
7455,983525811,카프리콘(희귀) Lv50~55,983525811,7003,0,0
7461,983525816,카프리콘(희귀) Lv55~59,983525816,7003,0,0
7788,983526010,본 카라차 Lv45~50,983526010,7003,0,0
7793,983526015,본 카라차 Lv50~55,983526015,7003,0,0
7798,983526020,본 카라차 Lv55~60,983526020,7003,0,0
7803,983526110,블러드 카라차 Lv45~50,983526110,7003,0,0
7808,983526115,블러드 카라차 Lv50~55,983526115,7003,0,0
7813,983526120,블러드 카라차 Lv55~60,983526120,7003,0,0
7818,983526210,가시 카라차 Lv45~50,983526210,7003,0,0
7823,983526215,가시 카라차 Lv50~55,983526215,7003,0,0
7828,983526220,가시 카라차 Lv55~60,983526220,7003,0,0
7833,983526810,고대 카라차(희귀) Lv45~50,983526810,7003,0,0
7838,983526815,고대 카라차(희귀) Lv50~55,983526815,7003,0,0
7843,983526820,고대 카라차(희귀) Lv55~60,983526820,7003,0,0
7848,983526915,카샤프(정예) Lv 46,983526915,1001,0,0
7853,983526916,카샤프(정예) Lv 47,983526916,1001,0,0
7858,983526917,카샤프(정예) Lv 48,983526917,1001,0,0
7863,983526918,카샤프(정예) Lv 49,983526918,1001,0,0
7868,983526919,카샤프(정예) Lv 50,983526919,1001,0,0
7873,983526920,카샤프(정예) Lv 51,983526920,1001,0,0
7878,983526921,카샤프(정예) Lv 52,983526921,1001,0,0
7883,983526922,카샤프(정예) Lv 53,983526922,1001,0,0
7888,983526923,카샤프(정예) Lv 54,983526923,1001,0,0
7467,983527010,토투 Lv40~45,983527010,7003,0,0
7473,983527015,토투 Lv45~50,983527015,7003,0,0
7479,983527020,토투 Lv50~55,983527020,7003,0,0
7485,983527110,바위 토투 Lv40~45,983527110,7003,0,0
7491,983527115,바위 토투 Lv45~50,983527115,7003,0,0
7497,983527120,바위 토투 Lv50~55,983527120,7003,0,0
7503,983527210,뿔 토투 Lv40~45,983527210,7003,0,0
7509,983527215,뿔 토투 Lv45~50,983527215,7003,0,0
7515,983527220,뿔 토투 Lv50~55,983527220,7003,0,0
7521,983527310,푸른 토투 Lv40~45,983527310,7003,0,0
7527,983527315,푸른 토투 Lv45~50,983527315,7003,0,0
7533,983527320,푸른 토투 Lv50~55,983527320,7003,0,0
7539,983527810,대장 토투(희귀) Lv40~45,983527810,7003,0,0
7546,983527815,대장 토투(희귀) Lv45~50,983527815,7003,0,0
7552,983527820,대장 토투(희귀) Lv50~55,983527820,7003,0,0
7558,983528010,프링 Lv40~45,983528010,7003,0,0
7564,983528015,프링 Lv45~50,983528015,7003,0,0
7570,983528020,프링 Lv50~55,983528020,7003,0,0
7576,983528110,낙엽 프링 Lv40~45,983528110,7003,0,0
7582,983528115,낙엽 프링 Lv45~50,983528115,7003,0,0
7588,983528120,낙엽 프링 Lv50~55,983528120,7003,0,0
7594,983528210,열매 프링 Lv40~45,983528210,7003,0,0
7600,983528215,열매 프링 Lv45~50,983528215,7003,0,0
7606,983528220,열매 프링 Lv50~55,983528220,7003,0,0
7612,983528310,검은 프링 Lv40~45,983528310,7003,0,0
7618,983528315,검은 프링 Lv45~50,983528315,7003,0,0
7624,983528320,검은 프링 Lv50~55,983528320,7003,0,0
7630,983528810,키마이라(희귀) Lv40~45,983528810,7003,0,0
7636,983528815,키마이라(희귀) Lv45~50,983528815,7003,0,0
7642,983528820,키마이라(희귀) Lv50~55,983528820,7003,0,0
7648,983529010,무찌 Lv40~45,983529010,7003,0,0
7654,983529015,무찌 Lv45~50,983529015,7003,0,0
7660,983529020,무찌 Lv50~55,983529020,7003,0,0
7661,983529021,무찌 Lv50~55,983529021,7003,0,0
7667,983529110,노란 무찌 Lv40~45,983529110,7003,0,0
7673,983529115,노란 무찌 Lv45~50,983529115,7003,0,0
7679,983529120,노란 무찌 Lv50~55,983529120,7003,0,0
7685,983529210,순찰자 무찌 Lv40~45,983529210,7003,0,0
7691,983529215,순찰자 무찌 Lv45~50,983529215,7003,0,0
7697,983529220,순찰자 무찌 Lv50~55,983529220,7003,0,0
7698,983529221,순찰자 무찌 Lv50~55,983529221,7003,0,0
7704,983529310,마법사 무찌 Lv40~45,983529310,7003,0,0
7724,983529311,테스트,983529311,0,0,0
7710,983529315,마법사 무찌 Lv45~50,983529315,7003,0,0
7718,983529320,마법사 무찌 Lv50~55,983529320,7003,0,0
7711,983529321,마법사 무찌 Lv45~50,983529321,7003,0,0
7725,983529810,우두머리(희귀) 무찌 Lv40~45,983529810,7003,0,0
7731,983529815,우두머리(희귀) 무찌 Lv45~50,983529815,7003,0,0
7737,983529820,우두머리(희귀) 무찌 Lv50~55,983529820,7003,0,0
7743,983529912,프로켈(정예) Lv 50,983529912,1001,0,0
7748,983529913,프로켈(정예) Lv 51,983529913,1001,0,0
7753,983529914,프로켈(정예) Lv 52,983529914,1001,0,0
7758,983529915,프로켈(정예) Lv 53,983529915,1001,0,0
7763,983529916,프로켈(정예) Lv 54,983529916,1001,0,0
7768,983529917,프로켈(정예) Lv 55,983529917,1001,0,0
7773,983529918,프로켈(정예) Lv 56,983529918,1001,0,0
7778,983529919,프로켈(정예) Lv 57,983529919,1001,0,0
7783,983529920,프로켈(정예) Lv 58,983529920,1001,0,0
7976,983541075,케로베로스 Lv75,983541075,990001,0,0
7980,983541076,케로베로스 Lv76,983541076,990001,0,0
7984,983541077,케로베로스 Lv77,983541077,990001,0,0
7988,983541078,케로베로스 Lv78,983541078,990001,0,0
7992,983541079,케로베로스 Lv79,983541079,990001,0,0
7996,983541080,케로베로스 Lv80,983541080,990001,0,0
8000,983542100,엘가 1,983542100,990001,0,0
8004,983542110,엘가 2,983542110,990001,0,0
8008,983542120,엘가 3,983542120,990001,0,0
9601,983570155,캄파머신 소환용 하피 Lv55-60,983570155,990001,0,0
9561,983570156,세티로스 소환용 몬스터 백넘버,983570156,990006,0,0
9603,983570157,캄파머신 소환용 하피 Lv55-60,983570157,990001,0,0
9613,983570158,캄파머신 소환용 하피 Lv55-60,983570158,990001,0,0
9605,983570159,캄파머신 소환용 하피 Lv55-60,983570159,990001,0,0
9614,983570160,캄파머신 소환용 하피 Lv55-60,983570160,990001,0,0
9615,983570161,캄파머신 소환용 하피 Lv55-60,983570161,990001,0,0
9616,983570162,캄파머신 소환용 하피 Lv55-60,983570162,990001,0,0
9617,983570163,캄파머신 소환용 하피 Lv55-60,983570163,990001,0,0
9618,983570164,커뮤니티 이벤트 암흑의 거인,983570164,990001,0,0
9619,983570165,커뮤니티 이벤트 지옥불의 거인,983570165,990001,0,0
9620,983570166,커뮤니티 이벤트 혹한의 거인,983570166,990001,0,0
9621,983570167,커뮤니터 이벤트 데빌링 (기본) - 암흑,983570167,990001,0,0
9622,983570168,커뮤니터 이벤트 데빌가드 (기본) -암흑 (소환용),983570168,990004,0,0
9623,983570169,커뮤니터 이벤트 스켈드라크 (기본) - 암흑,983570169,990001,0,0
9624,983570170,커뮤니터 이벤트 데몬크리쳐 (기본) - 암흑,983570170,990001,0,0
9625,983570171,커뮤니터 이벤트 마젠카 (기본) - 지옥불,983570171,990001,0,0
9626,983570172,커뮤니터 이벤트 용암 골렘 (기본) - 지옥불 (소환용),983570172,990004,0,0
9627,983570173,커뮤니터 이벤트 가룸 (기본) - 지옥불,983570173,990001,0,0
9628,983570174,커뮤니터 이벤트 반클리프 숙련사제 (기본) - 지옥불,983570174,990001,0,0
9629,983570175,커뮤니터 이벤트 스노우 메두사 (기준) - 혹한,983570175,990001,0,0
9630,983570176,커뮤니터 이벤트 얼음 사마귀 (기준) - 혹한,983570176,990001,0,0
9631,983570177,커뮤니터 이벤트 얼음 골렘 (기준) - 혹한 (소환용),983570177,990004,0,0
9632,983570178,커뮤니터 이벤트 얼음 펜리르 (기준)- 혹한,983570178,990001,0,0
9633,983570179,커뮤니터 이벤트 언데드 크리쳐 (기본) -암흑 (소환용),983570179,990004,0,0
9634,983570180,커뮤니터 이벤트 장로 두두 (기본) - 지옥불 (소환용),983570180,990004,0,0
9635,983570181,커뮤니터 이벤트 얼음정령 워리어(기준) - 혹한 (소환용),983570181,990004,7,0
9602,983570256,캄파머신 소환용 하피 Lv55-60,983570256,990001,0,0
9604,983570258,캄파머신 소환용 하피 Lv55-60,983570258,990001,0,0
9606,983570260,캄파머신 소환용 하피 Lv55-60,983570260,990001,0,0
9607,983570355,캄파머신 소환용 하피 Lv55-60,983570355,990001,0,0
9608,983570357,캄파머신 소환용 하피 Lv55-60,983570357,990001,0,0
9609,983570358,캄파머신 소환용 하피 Lv55-60,983570358,990001,0,0
9610,983570360,캄파머신 소환용 하피 Lv55-60,983570360,990001,0,0
9575,983571160,혼드 골렘,983571160,990001,0,0
9576,983571260,기니어베럴,983571260,990001,0,0
9577,983571360,메탈 캄파링,983571360,990001,0,0
9578,983571462,세티로스,983571462,990001,0,0
9583,987255900,[저주정령]_소환용 박쥐 거미,987255900,990004,21,0
9761,987272600,[크리스마스 이벤트]보너스 상자,987272600,990001,1,0
10022,987903320,[레어]우주도둑 양자리,987903320,990001,98115,0
10023,987903330,[레어]우주도둑 황소자리,987903330,990001,98115,0
10024,987903340,[레어]우주도둑 쌍동이자리,987903340,990001,98115,0
10226,987903350,[레어]우주도둑 게자리,987903350,990001,98115,0
10025,987903360,[레어]우주도둑 사자자리,987903360,990001,98115,0
10026,987903370,[레어]우주도둑 처녀자리,987903370,990001,98115,0
10027,987903380,[레어]우주도둑 페가수스자리,987903380,990001,98115,0
10028,987903390,[레어]우주도둑 전갈자리,987903390,990001,98115,0
10029,987903400,[레어]우주도둑 사수자리,987903400,990001,98115,0
10030,987903410,[레어]우주도둑 바다뱀자리,987903410,990001,98115,0
10222,987903420,[레어]우주도둑 뱀주인자리,987903420,990001,98115,0
6620,993000300,정신나간 칼리곤 (기준),993000300,990001,0,0
6592,993000321,정신나간 칼리곤 (정예),993000321,990001,0,0
6607,993000330,정신나간 칼리곤 (시나리오),993000330,990001,0,0
6838,993000470,암흑 스켈드래곤 강 70,993000470,990004,0,0
7083,993000471,암흑 스켈드래곤 강 70,993000471,990004,1,0
6845,993000570,암흑 스켈드래곤 마 70,993000570,990004,0,0
7090,993000571,암흑 스켈드래곤 마 70,993000571,990004,1,0
6852,993000670,암흑 스켈드래곤 쾌 70,993000670,990004,0,0
7097,993000671,암흑 스켈드래곤 쾌 70,993000671,990004,1,0
6593,993043270,정찰병 알곤 Lv70~75,993043270,990004,0,0
6887,993043271,정찰병 알곤 Lv70~75,993043271,990004,1,0
6673,993043470,누멘 알곤 Lv 70~75,993043470,990004,0,0
6936,993043471,누멘 알곤 Lv 70~75,993043471,990004,1,0
9369,993401100,바티칸 용군단 대장 (희귀),993401100,990001,0,0
6594,993521100,포치(기본)40~45~50,993521100,990001,0,0
6608,993521101,포치 Lv40,993521101,990001,0,0
6621,993521102,포치 Lv41,993521102,990001,0,0
6634,993521103,포치 Lv42,993521103,990001,0,0
6646,993521104,포치 Lv43,993521104,990001,0,0
6656,993521105,포치 Lv44,993521105,990001,0,0
6664,993521106,포치 Lv45,993521106,990001,0,0
6674,993521107,포치 Lv46,993521107,990001,0,0
6682,993521108,포치 Lv47,993521108,990001,0,0
6691,993521109,포치 Lv48,993521109,990001,0,0
6699,993521110,포치 Lv49,993521110,990001,0,0
6707,993521111,포치 Lv50,993521111,990001,0,0
6715,993521112,포치 Lv51,993521112,990001,0,0
6723,993521113,포치 Lv52,993521113,990001,0,0
6731,993521114,포치 Lv53,993521114,990001,0,0
6739,993521115,포치 Lv54,993521115,990001,0,0
6747,993521116,포치 Lv55,993521116,990001,0,0
6755,993521117,포치 Lv56,993521117,990001,0,0
6763,993521118,포치 Lv57,993521118,990001,0,0
6771,993521119,포치 Lv58,993521119,990001,0,0
6779,993521120,포치 Lv59,993521120,990001,0,0
6787,993521200,가시 포치(기본),993521200,990001,0,0
6795,993521201,가시 포치 Lv40,993521201,990001,0,0
6803,993521202,가시 포치 Lv41,993521202,990001,0,0
6810,993521203,가시 포치 Lv42,993521203,990001,0,0
6817,993521204,가시 포치 Lv43,993521204,990001,0,0
6824,993521205,가시 포치 Lv44,993521205,990001,0,0
6831,993521206,가시 포치 Lv45,993521206,990001,0,0
6839,993521207,가시 포치 Lv46,993521207,990001,0,0
6846,993521208,가시 포치 Lv47,993521208,990001,0,0
6853,993521209,가시 포치 Lv48,993521209,990001,0,0
6859,993521210,가시 포치 Lv49,993521210,990001,0,0
6866,993521211,가시 포치 Lv50,993521211,990001,0,0
6873,993521212,가시 포치 Lv51,993521212,990001,0,0
6880,993521213,가시 포치 Lv52,993521213,990001,0,0
6888,993521214,가시 포치 Lv53,993521214,990001,0,0
6894,993521215,가시 포치 Lv54,993521215,990001,0,0
6901,993521216,가시 포치 Lv55,993521216,990001,0,0
6908,993521217,가시 포치 Lv56,993521217,990001,0,0
6915,993521218,가시 포치 Lv57,993521218,990001,0,0
6922,993521219,가시 포치 Lv58,993521219,990001,0,0
6929,993521220,가시 포치 Lv59,993521220,990001,0,0
6937,993521300,연꽃 포치(기본),993521300,990001,0,0
6943,993521301,연꽃 포치 Lv40,993521301,990001,0,0
6950,993521302,연꽃 포치 Lv41,993521302,990001,0,0
6957,993521303,연꽃 포치 Lv42,993521303,990001,0,0
6964,993521304,연꽃 포치 Lv43,993521304,990001,0,0
6971,993521305,연꽃 포치 Lv44,993521305,990001,0,0
6978,993521306,연꽃 포치 Lv45,993521306,990001,0,0
6985,993521307,연꽃 포치 Lv46,993521307,990001,0,0
6992,993521308,연꽃 포치 Lv47,993521308,990001,0,0
6999,993521309,연꽃 포치 Lv48,993521309,990001,0,0
7006,993521310,연꽃 포치 Lv49,993521310,990001,0,0
7013,993521311,연꽃 포치 Lv50,993521311,990001,0,0
7020,993521312,연꽃 포치 Lv51,993521312,990001,0,0
7027,993521313,연꽃 포치 Lv52,993521313,990001,0,0
7034,993521314,연꽃 포치 Lv53,993521314,990001,0,0
7041,993521315,연꽃 포치 Lv54,993521315,990001,0,0
7048,993521316,연꽃 포치 Lv55,993521316,990001,0,0
7055,993521317,연꽃 포치 Lv56,993521317,990001,0,0
7062,993521318,연꽃 포치 Lv57,993521318,990001,0,0
7069,993521319,연꽃 포치 Lv58,993521319,990001,0,0
7076,993521320,연꽃 포치 Lv59,993521320,990001,0,0
7084,993521400,콘 포치(기본),993521400,990001,0,0
7091,993521401,콘 포치 Lv40,993521401,990001,0,0
7098,993521402,콘 포치 Lv41,993521402,990001,0,0
7104,993521403,콘 포치 Lv42,993521403,990001,0,0
7111,993521404,콘 포치 Lv43,993521404,990001,0,0
7118,993521405,콘 포치 Lv44,993521405,990001,0,0
7125,993521406,콘 포치 Lv45,993521406,990001,0,0
7132,993521407,콘 포치 Lv46,993521407,990001,0,0
7138,993521408,콘 포치 Lv47,993521408,990001,0,0
7144,993521409,콘 포치 Lv48,993521409,990001,0,0
7150,993521410,콘 포치 Lv49,993521410,990001,0,0
7156,993521411,콘 포치 Lv50,993521411,990001,0,0
7162,993521412,콘 포치 Lv51,993521412,990001,0,0
7168,993521413,콘 포치 Lv52,993521413,990001,0,0
7174,993521414,콘 포치 Lv53,993521414,990001,0,0
7180,993521415,콘 포치 Lv54,993521415,990001,0,0
7186,993521416,콘 포치 Lv55,993521416,990001,0,0
7192,993521417,콘 포치 Lv56,993521417,990001,0,0
7198,993521418,콘 포치 Lv57,993521418,990001,0,0
7204,993521419,콘 포치 Lv58,993521419,990001,0,0
7210,993521420,콘 포치 Lv59,993521420,990001,0,0
7216,993521500,브러쉬 포치(기본),993521500,990001,0,0
7222,993521501,브러쉬 포치 Lv40,993521501,990001,0,0
7228,993521502,브러쉬 포치 Lv41,993521502,990001,0,0
7234,993521503,브러쉬 포치 Lv42,993521503,990001,0,0
7240,993521504,브러쉬 포치 Lv43,993521504,990001,0,0
7246,993521505,브러쉬 포치 Lv44,993521505,990001,0,0
7252,993521506,브러쉬 포치 Lv45,993521506,990001,0,0
7258,993521507,브러쉬 포치 Lv46,993521507,990001,0,0
7264,993521508,브러쉬 포치 Lv47,993521508,990001,0,0
7270,993521509,브러쉬 포치 Lv48,993521509,990001,0,0
7276,993521510,브러쉬 포치 Lv49,993521510,990001,0,0
7282,993521511,브러쉬 포치 Lv50,993521511,990001,0,0
7288,993521512,브러쉬 포치 Lv51,993521512,990001,0,0
7294,993521513,브러쉬 포치 Lv52,993521513,990001,0,0
7300,993521514,브러쉬 포치 Lv53,993521514,990001,0,0
7306,993521515,브러쉬 포치 Lv54,993521515,990001,0,0
7312,993521516,브러쉬 포치 Lv55,993521516,990001,0,0
7318,993521517,브러쉬 포치 Lv56,993521517,990001,0,0
7324,993521518,브러쉬 포치 Lv57,993521518,990001,0,0
7330,993521519,브러쉬 포치 Lv58,993521519,990001,0,0
7336,993521520,브러쉬 포치 Lv59,993521520,990001,0,0
7342,993521600,용꽃 포치(기본),993521600,990001,0,0
7348,993521601,용꽃 포치 Lv40,993521601,990001,0,0
7354,993521602,용꽃 포치 Lv41,993521602,990001,0,0
7360,993521603,용꽃 포치 Lv42,993521603,990001,0,0
7366,993521604,용꽃 포치 Lv43,993521604,990001,0,0
7372,993521605,용꽃 포치 Lv44,993521605,990001,0,0
7378,993521606,용꽃 포치 Lv45,993521606,990001,0,0
7384,993521607,용꽃 포치 Lv46,993521607,990001,0,0
7390,993521608,용꽃 포치 Lv47,993521608,990001,0,0
7396,993521609,용꽃 포치 Lv48,993521609,990001,0,0
7402,993521610,용꽃 포치 Lv49,993521610,990001,0,0
