f_NationCodeStr,BagNo,Level,Memo,ElementsNo,SuccessRateControlNo,CountControlNo,DropMoneyControlNo
0,21000320,1,그리드 청기사,21000320,21000320,21000320,0
0,21000330,1,그리드 적기사,21000330,21000330,21000330,0
0,21000340,1,그리드 혈기사,21000340,21000340,21000340,0
0,21000350,1,그리드 용기사,21000350,21000350,21000350,0
0,21000360,1,다크니스트,21000360,21000360,21000360,0
0,21000370,1,데스마스터,21000370,21000350,21000350,10007
0,21000380,1,그리드 단장 아티스,21000380,21000380,21000380,10008
0,21000390,1,꼬깨,21000390,21000390,21000390,0
0,21000400,1,톱날 꼬깨,21000400,21000400,21000400,0
0,21000410,1,별가사리 루루루,21000410,21000410,21000410,0
0,21000420,1,별가사리 로로로,21000420,21000420,21000420,0
0,21000430,1,별가사리 라라라,21000430,21000430,21000430,0
0,21000440,1,몽글,21000440,21000440,21000440,0
0,21000450,1,페리몽글,21000450,21000450,21000450,0
0,21000460,1,필라몽글,21000460,21000460,21000460,0
0,21000470,1,안테나 몽글,21000470,21000470,21000470,0
0,21000480,1,상어,21000480,21000480,21000480,0
0,21000490,1,갑판상어,21000490,21000490,21000490,0
0,21000500,1,알비다(정예),21000500,21000500,21000500,10006
0,21000510,1,후커(정예),21000510,21000510,21000510,10005
0,21000520,1,스켈레턴,21000520,21000520,21000520,0
0,21000530,1,스켈레통,21000530,21000530,21000530,0
0,21000540,1,스켈레틱,21000540,21000540,21000540,0
0,21000550,1,스켈레톤 엉클,21000550,21000550,21000550,0
0,21000560,1,스켈레톤 정찰병,21000560,21000560,21000560,0
0,21000570,1,스켈레톤 투척병,21000570,21000570,21000570,0
0,21000580,1,스켈레마,21000580,21000580,21000580,0
0,21000590,1,스켈레바,21000590,21000590,21000590,0
0,21000600,1,붐붐,21000600,21000600,21000600,0
0,21000610,1,용암붐붐,21000610,21000610,21000610,0
0,21000620,1,엄마 붐붐,21000620,21000620,21000620,0
0,21000630,1,제이슨 붐붐,21000630,21000630,21000630,0
0,21000640,1,로커(정예),21000640,21000640,21000640,10009
0,21000650,1,진흙 늪지괴물,21000650,21000650,21000650,0
0,21000660,1,수포 진흙 늪지괴물,21000660,21000660,21000660,0
0,21000670,1,늪지 괴물,21000670,21000670,21000670,0
0,21000680,1,난폭한 나무꾼,21000680,21000680,21000680,0
0,21000690,1,갈고리 나무꾼,21000690,21000690,21000690,0
0,21000700,1,톱날 나무꾼,21000700,21000700,21000700,0
0,21000710,1,투척병 야쿠트,21000710,21000710,21000710,0
0,21000720,1,주술사 야쿠트,21000720,21000720,21000720,0
0,21000730,1,야쿠트,21000730,21000730,21000730,0
0,21000740,1,엘루만(정예),21000740,21000740,21000740,10011
0,21000750,1,줄기 악마꽃,21000750,21000750,21000750,0
0,21000760,1,줄기 악마꽃 데데,21000760,21000760,21000760,0
0,21000770,1,씨 악마꽃,21000770,21000770,21000770,0
0,21000780,1,정찰병 데데,21000780,21000780,21000780,0
0,21000790,1,투척병 데데,21000790,21000790,21000790,0
0,21000800,1,데비,21000800,21000800,21000800,0
0,21000810,1,붉은 자드,21000810,21000810,21000810,0
0,21000820,1,전사 자드,21000820,21000820,21000820,0
0,21000830,1,자드,21000830,21000830,21000830,0
0,21000840,1,리버 자드,21000840,21000840,21000840,0
0,21000850,1,그레이 동동,21000850,21000850,21000850,0
0,21000860,1,그린 동동,21000860,21000860,21000860,0
0,21000870,1,블루 동동,21000870,21000870,21000870,0
0,21000880,1,레드 동동,21000880,21000880,21000880,0
0,21000890,1,전사 팽이,21000890,21000890,21000890,0
0,21000900,1,투구 팽이,21000900,21000900,21000900,0
0,21000910,1,팽이,21000910,21000910,21000910,0
0,21000920,1,슬러페,21000920,21000920,21000920,0
0,21000930,1,숲 포자 요정,21000930,21000930,21000930,0
0,21000940,1,숲 꽃 요정,21000940,21000940,21000940,0
0,21000950,1,숲 열매 요정,21000950,21000950,21000950,0
0,21000960,1,아르카(정예),21000960,21000960,21000960,10016
0,21000970,1,펑프,21000970,21000970,21000970,0
0,21000980,1,암살자 펑프,21000980,21000980,21000980,0
0,21000990,1,도둑 펑프,21000990,21000990,21000990,0
0,21001000,1,그린들(정예),21001000,21001000,21001000,10008
0,21001010,1,엉클포키,21001010,21001010,21001010,0
0,21001020,1,큰 엉클 포키,21001020,21001020,21001020,0
0,21001030,1,포키,21001030,21001030,21001030,0
0,21001040,1,벌룬(정예),21001040,21001040,21001040,10014
0,21001050,1,풍뎅이,21001050,21001050,21001050,0
0,21001060,1,큰뿔 풍뎅이,21001060,21001060,21001060,0
0,21001070,1,사슴뿔 풍뎅이,21001070,21001070,21001070,0
0,21001080,1,점박이 풍뎅이,21001080,21001080,21001080,0
0,21001090,1,개굴맹이,21001090,21001090,21001090,0
0,21001100,1,개굴꽁이,21001100,21001100,21001100,0
0,21001110,1,빅스,21001110,21001110,21001110,0
0,21001120,1,모크빅스,21001120,21001120,21001120,0
0,21001130,1,샤포,21001130,21001130,21001130,0
0,21001140,1,투척병 샤포,21001140,21001140,21001140,0
0,21001150,1,주술사 샤포,21001150,21001150,21001150,0
0,21001160,1,쿵카(정예),21001160,21001160,21001160,10004
0,21001170,1,드라이어드,21001170,21001170,21001170,0
0,21001180,1,푸카 쵸피,21001180,21001180,21001180,0
0,21001190,1,푸카 프라미,21001190,21001190,21001190,0
0,21001200,1,푸카 토리,21001200,21001200,21001200,0
0,21001210,1,푸카 페포,21001210,21001210,21001210,0
0,21001220,1,레사스,21001220,21001220,21001220,0
0,21001230,1,사르가스 레사스,21001230,21001230,21001230,0
0,21001240,1,샤울라 레사스,21001240,21001240,21001240,0
0,21001250,1,안타레스(정예),21001250,21001250,21001250,10019
0,21001260,1,멘타 피페리타,21001260,21001260,21001260,0
0,21001270,1,멘타 스피카타,21001270,21001270,21001270,0
0,21001280,1,가이던(정예),21001280,21001280,21001280,10017
0,21001290,1,복어,21001290,21001290,21001290,0
0,21001300,1,아르미테미스,21001300,21001300,21001300,0
0,21001310,1,루나,21001310,21001310,21001310,0
0,21001320,1,사마귀,21001320,21001320,21001320,0
0,21001330,1,갈퀴 사마귀,21001330,21001330,21001330,0
0,21001340,1,발톱날개 일족,21001340,21001340,21001340,0
0,21001350,1,발톱날개 정찰병,21001350,21001350,21001350,0
0,21001360,1,난폭한 불찌,21001360,21001360,21001360,0
0,21001370,1,돌연변이 불찌,21001370,21001370,21001370,0
0,21001380,1,불찌,21001380,21001380,21001380,0
0,21001390,1,애벌레,21001390,21001390,21001390,0
0,21001400,1,갈퀴 애벌레,21001400,21001400,21001400,0
0,21001410,1,뿔 애벌레,21001410,21001410,21001410,0
0,21001420,1,스파쥬민골렘,21001420,21001420,21001420,0
0,21001430,1,디멘토이드 골렘,21001430,21001430,21001430,0
0,21001440,1,애퍼타이트 골렘,21001440,21001440,21001440,0
0,21001450,1,스피넬 골렘(정예),21001450,21001450,21001450,10015
0,21001460,1,다일,21001460,21001460,21001460,0
0,21001470,1,뼈다귀 다일,21001470,21001470,21001470,0
0,21001480,1,살코수쿠스 다일,21001480,21001480,21001480,0
0,21001490,1,알곤,21001490,21001490,21001490,0
0,21001500,1,정찰병 알곤,21001500,21001500,21001500,0
0,21001510,1,투척병 알곤,21001510,21001510,21001510,0
0,21001520,1,누멘 알곤,21001520,21001520,21001520,0
0,21001530,1,키마트(정예),21001530,21001530,21001530,10018
0,21001540,1,반디,21001540,21001540,21001540,0
0,21001550,1,반디 정찰병,21001550,21001550,21001550,0
0,21001560,1,반디 장로,21001560,21001560,21001560,0
0,21001570,1,반디 여왕 벨라 (정예),21001570,21001570,21001570,10010
0,21001580,1,나방,21001580,21001580,21001580,0
0,21001590,1,긴 주둥이 나방,21001590,21001590,21001590,0
0,21001600,1,벌꿀 나방,21001600,21001600,21001600,0
0,21001610,1,일곱 난쟁이 첫째,21001610,21001610,21001610,0
0,21001620,1,일곱 난쟁이 둘째,21001620,21001620,21001620,0
0,21001630,1,일곱 난쟁이 셋째,21001630,21001630,21001630,0
0,21001640,1,일곱 난쟁이 넷째,21001640,21001640,21001640,0
0,21001650,1,윙,21001650,21001650,21001650,0
0,21001660,1,큰 눈 윙,21001660,21001660,21001660,0
0,21001670,1,큰 뿔 윙,21001670,21001670,21001670,0
0,21001680,1,호르,21001680,21001680,21001680,0
0,21001690,1,칼 부리 호르,21001690,21001690,21001690,0
0,21001700,1,호루스 호르,21001700,21001700,21001700,0
0,21001710,1,물갈퀴일족 일꾼,21001710,21001710,21001710,0
0,21001720,1,물갈퀴일족 주술사,21001720,21001720,21001720,0
0,21001730,1,물갈퀴일족 투사,21001730,21001730,21001730,0
0,21001740,1,사신 헤르메스,21001740,21001740,21001740,0
0,21001750,1,사신 하데스,21001750,21001750,21001750,0
0,21001760,1,하신 애를리크,21001760,21001760,21001760,0
0,21001770,1,투아 란테아,21001770,21001770,21001770,0
0,21001780,1,투아 매를로,21001780,21001780,21001780,0
0,21001790,1,투아 엔릴,21001790,21001790,21001790,0
0,21001800,1,미미르,21001800,21001800,21001800,0
0,21001810,1,미미르 독침병,21001810,21001810,21001810,0
0,21001820,1,미미르 주술사,21001820,21001820,21001820,0
0,21001830,1,부보부보(정예),21001830,21001830,21001830,10014
0,21001840,1,코어,21001840,21001840,21001840,0
0,21001850,1,마기 코어,21001850,21001850,21001850,0
0,21001860,1,헬릭스 코어,21001860,21001860,21001860,0
0,21001870,1,예티,21001870,21001870,21001870,0
0,21001880,1,토르나크 예티,21001880,21001880,21001880,0
0,21001890,1,앙가코크 예티,21001890,21001890,21001890,0
0,21001900,1,켄타,21001900,21001900,21001900,0
0,21001910,1,투사 켄타,21001910,21001910,21001910,0
0,21001920,1,정찰병 켄타,21001920,21001920,21001920,0
0,21001930,1,켄타우르스(정예),21001930,21001930,21001930,10012
0,21001940,1,알비노 베가본드 Lv23,21001940,21001940,21001940,21001940
0,21001950,1,조리장 카카투 Lv24,21001950,21001950,21001950,21001950
0,21001960,1,뚜껑열린 주주 Lv25,21001960,21001960,21001960,21001960
0,21001970,1,대머리 포키 Lv24,21001970,21001970,21001970,21001970
0,21001980,1,프렝켄 도쥬 Lv25,21001980,21001980,21001980,21001980
0,21001990,1,도적단 은신처 히든 스크롤,21001990,21001990,21001990,0
0,21002000,1,노틸러스의 분노 히든 스크롤,21002000,21002000,21002000,0
0,21002010,1,위험한 성지 히든 스크롤,21002010,21002010,21002010,0
0,21002020,1,발록의 둥지 히든 스크롤,21002020,21002020,21002020,0
0,21002030,1,반디 서식시 히든 스크롤,21002030,21002030,21002030,0
0,21002040,1,환영의 숲 히든 스크롤,21002040,21002040,21002040,0
0,21002050,1,영혼의 수정 호수 히든 스크롤,21002050,21002050,21002050,0
0,21002060,1,비밀 지하창고 히든 스크롤,21002060,21002060,21002060,0
0,21002070,1,두두,21002070,21002070,21002070,0
0,21002080,1,주먹 두두,21002080,21002080,21002080,0
0,21002090,1,주술사 두두,21002090,21002090,21002090,0
0,21002100,1,아투(정예),21002100,21002100,21002100,10008
0,21002110,1,큰 호박머리 너구리 (자코),21002110,21002110,21002110,0
0,21002120,1,거대 별가사리 (자코),21002120,21002120,21002120,0
0,21002130,1,케라에 (안타레스 자코),21002130,21002130,21002130,0
0,21002140,1,나무꾼 폴 버나언 1 (큰나무지대 2 정예 1),21002140,21002140,21002140,0
0,21002150,1,나무꾼 폴 버나언 2 (큰나무지대 2 정예 2),21002150,21002150,21002150,0
0,21002160,1,자코 나무꾼 폴 (큰나무지대 자코),21002160,21002160,21002160,0
0,21002170,1,두두_장로 자코,21002170,21002170,21002170,0
0,21002180,1,독버섯 ,21002180,21002180,21002180,0
0,21002190,1,푸른 독버섯,21002190,21002190,21002190,0
0,21002200,1,미미르 아그니 ,21002200,21002200,21002200,0
0,21002210,1,미미르 아그니 투척병 ,21002210,21002210,21002210,0
0,21002220,1,미미르 아그니 주술사 ,21002220,21002220,21002220,0
0,21002230,1,날 다람쥐 ,21002230,21002230,21002230,0
0,21002240,1,나무 날 다람쥐,21002240,21002240,21002240,0
0,21002250,1,토트(희귀-날 다람쥐) ,21002250,21002250,21002250,0
0,21002260,1,나무거미,21002260,21002260,21002260,0
0,21002270,1,뿌리거미,21002270,21002270,21002270,0
0,21002280,1,포자거미,21002280,21002280,21002280,0
0,21002290,1,리라프 49,21002290,21002290,21002290,0
0,21002300,1,룬포 50,21002300,21002300,21002300,0
0,21002310,1,바유 50,21002310,21002310,21002310,0
0,21002320,1,아라 50,21002320,21002320,21002320,0
0,21002330,1,크레타 50,21002330,21002330,21002330,0
0,21002340,1,토템폴 50,21002340,21002340,21002340,0
0,21002350,1,전사 판,21002350,21002350,21002350,0
0,21002360,1,궁수 판,21002360,21002360,21002360,0
0,21002370,1,주술사 판,21002370,21002370,21002370,0
0,21002380,1,판판,21002380,21002380,21002380,0
0,21002390,1,괴물사전,21002390,21002390,21002390,0
0,21002400,1,괴물백과,21002400,21002400,21002400,0
0,21002410,1,괴물도서,21002410,21002410,21002410,0
0,21002420,1,가고일,21002420,21002420,21002420,0
0,21002430,1,리프 가고일,21002430,21002430,21002430,0
0,21002440,1,포이즌 가고일,21002440,21002440,21002440,0
0,21002450,1,파수꾼 (파수꾼 1),21002450,21002450,21002450,0
0,21002460,1,청동갑옷 파수꾼 (파수꾼 2),21002460,21002460,21002460,0
0,21002470,1,황동갑옷 파수꾼 (파수꾼 3),21002470,21002470,21002470,0
0,21002480,1,오래된 궤짝,21002480,21002480,21002480,0
0,21002490,1,버려진 궤짝,21002490,21002490,21002490,0
0,21002500,1,비밀의 궤짝,21002500,21002500,21002500,0
0,21002510,1,고통받는 좀비,21002510,21002510,21002510,0
0,21002520,1,저주받은 좀비,21002520,21002520,21002520,0
0,21002530,1,부패한 좀비,21002530,21002530,21002530,0
0,21002540,1,목 없는 기사,21002540,21002540,21002540,0
0,21002550,1,길 잃은 기사 (목 없는 기사 2),21002550,21002550,21002550,0
0,21002560,1,영혼 잃은 기사 (목 없는 기사 3),21002560,21002560,21002560,0
0,21002570,1,초대받은 귀족 부인,21002570,21002570,21002570,0
0,21002580,1,초대받은 귀족 영애,21002580,21002580,21002580,0
0,21002590,1,초대받은 귀족,21002590,21002590,21002590,0
0,21002600,1,초대받지 못한 귀족 부인,21002600,21002600,21002600,0
0,21002610,1,초대받지 못한 영애,21002610,21002610,21002610,0
0,21002620,1,초대받지 못한 귀족,21002620,21002620,21002620,0
0,21002630,1,반클리프 하녀,21002630,21002630,21002630,0
0,21002640,1,반클리프 지배인 (하인 1),21002640,21002640,21002640,0
0,21002650,1,반클리프 하인 (하인 2),21002650,21002650,21002650,0
0,21002660,1,영혼잃은 반클리프 하녀,21002660,21002660,21002660,0
0,21002670,1,영혼잃은 반클리프 지배인,21002670,21002670,21002670,0
0,21002680,1,영혼잃은 반클리프 하인,21002680,21002680,21002680,0
0,21002690,1,가니메테,21002690,21002690,21002690,0
0,21002700,1,뾰족 가니메테,21002700,21002700,21002700,0
0,21002710,1,어린 가니메테,21002710,21002710,21002710,0
0,21002720,1,샤피,21002720,21002720,21002720,0
0,21002730,1,블러드 샤피,21002730,21002730,21002730,0
0,21002740,1,본 샤피,21002740,21002740,21002740,0
0,21002750,1,바르곤족 보초,21002750,21002750,21002750,0
0,21002760,1,바르곤족 길잡이,21002760,21002760,21002760,0
0,21002770,1,바르곤족 전사,21002770,21002770,21002770,0
0,21002780,1,광기어린 가고일,21002780,21002780,21002780,0
0,21002790,1,광기어린 리프 가고일,21002790,21002790,21002790,0
0,21002800,1,광기어린 포이즌 가고일,21002800,21002800,21002800,0
0,21002810,1,상처입은 구울,21002810,21002810,21002810,0
0,21002820,1,버림받은 구울,21002820,21002820,21002820,0
0,21002830,1,역병걸린 구울,21002830,21002830,21002830,0
0,21002840,1,반클리프 공포술사,21002840,21002840,21002840,0
0,21002850,1,반클리프 숙련사제,21002850,21002850,21002850,0
0,21002860,1,반클리프 흑마술사,21002860,21002860,21002860,0
0,21002870,1,반클리프 악령 공포술사,21002870,21002870,21002870,0
0,21002880,1,반클리프 악령 숙련사제,21002880,21002880,21002880,0
0,21002890,1,반클리프 악령 흑마술사,21002890,21002890,21002890,0
0,21002900,1,반클리프 도축자 (집행인),21002900,21002900,21002900,0
0,21002910,1,반클리프 집행자,21002910,21002910,21002910,0
0,21002920,1,반클리프 척살자,21002920,21002920,21002920,0
0,21002930,1,반클리프 파멸 도축자 (집행인),21002930,21002930,21002930,0
0,21002940,1,반클리프 파멸 집행자,21002940,21002940,21002940,0
0,21002950,1,반클리프 파멸 척살자,21002950,21002950,21002950,0
0,21002960,1,절망의 검,21002960,21002960,21002960,0
0,21002970,1,파멸의 검,21002970,21002970,21002970,0
0,21002980,1,공포의 검,21002980,21002980,21002980,0
0,21002990,1,수호전사(아르카 자코),21002990,21002990,21002990,0
0,21003000,1,게이트 키퍼(정예),21003000,21003000,21003000,10017
0,21003010,1,반헬싱(정예),21003010,21003010,21003010,10018
0,21003020,1,드라큘라(정예),21003020,21003020,21003020,10019
0,21003030,1,폴버나언 (히든정예),21003030,21003030,21003030,10013
0,21003040,1,카르카로스(히든정예),21003040,21003040,21003040,10014
0,22000010,1,라발론의 던전,22000010,22000010,22000010,0
0,22000020,1,라발론 방,22000020,22000020,22000020,0
0,22000030,1,아람의 던전,22000030,22000030,22000030,0
0,22000040,1,아람 방,22000040,22000040,22000040,0
63,22000050,1,하드던전 테스트용,22000050,1,1,0
0,23000010,1,소마 희귀 레벨 7,23000010,23000010,23000010,23000010
0,23000020,1,거대 초목이 희귀 레벨 7,23000020,23000020,23000020,23000020
0,23000030,1,히찌 희귀 레벨 9,23000030,23000030,23000030,23000030
0,23000040,1,몰렉 희귀 레벨 16,23000040,23000040,23000040,23000040
0,23000050,1,아크하트 희귀 레벨 21,23000050,23000050,23000050,23000050
0,23000060,1,몰렉 희귀 레벨 14,23000060,23000060,23000060,23000060
0,23000070,1,몰렉 희귀 레벨 22,23000070,23000070,23000070,23000070
0,23000080,1,아크하트 희귀 레벨 15,23000080,23000080,23000080,23000080
0,23000090,1,사라스바티 희귀 레벨 27,23000090,23000090,23000090,23000090
0,23000100,1,아페프 희귀 레벨 31,23000100,23000100,23000100,23000100
0,23000110,1,사라스바티 희귀 레벨 26,23000110,23000110,23000110,23000110
0,23000120,1,아페프 희귀 레벨 24,23000120,23000120,23000120,23000120
0,23000130,1,거대 별가사리 희귀 레벨 31,23000130,23000130,23000130,23000130
0,23000140,1,사라스바티 희귀 레벨 30,23000140,23000140,23000140,23000140
0,23000150,1,우샤스 희귀 레벨 36,23000150,23000150,23000150,23000150
0,23000160,1,우샤스 희귀 레벨 34,23000160,23000160,23000160,23000160
0,23000170,1,우샤스 희귀 레벨 35,23000170,23000170,23000170,23000170
0,23000180,1,우샤스 희귀 레벨 37,23000180,23000180,23000180,23000180
0,23000190,1,뮤르달 희귀 레벨 41,23000190,23000190,23000190,23000190
0,23000200,1,뮤르달 희귀 레벨 38,23000200,23000200,23000200,23000200
0,23000210,1,뮤르달 희귀 레벨 41,23000210,23000210,23000210,23000210
0,23000220,1,마크두르 희귀 레벨 44,23000220,23000220,23000220,23000220
0,23000230,1,마크두르 희귀 레벨 43,23000230,23000230,23000230,23000230
0,23000240,1,마크두르 희귀 레벨 45,23000240,23000240,23000240,23000240
0,23000250,1,마크두르 희귀 레벨 46,23000250,23000250,23000250,23000250
0,23000260,1,파로토수쿠스 희귀 레벨 48,23000260,23000260,23000260,23000260
0,23000270,1,화난 개굴꽁이 희귀 레벨 46,23000270,23000270,23000270,23000270
0,23000280,1,화난 개굴맹이 희귀 레벨 47,23000280,23000280,23000280,23000280
0,23000290,1,프로토수쿠스 희귀 레벨 49,23000290,23000290,23000290,23000290
0,23000300,1,토트 희귀 레벨 50,23000300,23000300,23000300,23000300
0,23000310,1,아트라스 희귀 레벨 51,23000310,23000310,23000310,23000310
0,23000320,1,토트 희귀 레벨 52,23000320,23000320,23000320,23000320
0,23000330,1,나무꾼 버나언 희귀 레벨 48,23000330,23000330,23000330,23000330
0,23000340,1,포자거미 베리어 희귀 레벨 50,23000340,23000340,23000340,23000340
0,23000350,1,프록시마 희귀 레벨 52,23000350,23000350,23000350,23000350
0,23000360,1,화난 푸카 쵸피 희귀 레벨 51,23000360,23000360,23000360,23000360
0,23000370,1,프록시마 희귀 레벨 53,23000370,23000370,23000370,23000370
0,23000380,1,프록시마 희귀 레벨 54,23000380,23000380,23000380,23000380
0,23000390,1,아에시르 희귀 레벨 55,23000390,23000390,23000390,23000390
0,23000400,1,바니르 희귀 레벨 56,23000400,23000400,23000400,23000400
0,23000410,1,펜리르 희귀 레벨 58,23000410,23000410,23000410,23000410
0,23000420,1,안드바리 희귀 레벨 60,23000420,23000420,23000420,23000420
0,23000430,1,아스완 희귀 레벨 63,23000430,23000430,23000430,23000430
0,23000440,1,유벨 희귀 레벨 64,23000440,23000440,23000440,23000440
0,23000450,1,다크버스트 희귀 레벨 65,23000450,23000450,23000450,23000450
0,27000010,1,대만 이벤트 몬스터 - 쫑즈,27000010,27000010,27000010,0
0,27000014,1,"오리진 청동 궤짝 LV.1 [1~12,300]",27000014,27000014,27000014,0
0,27000018,1,"오리진 은 궤짝 LV.1 [1~12,700]",27000018,27000018,27000018,0
0,27000020,1,"오리진 금 궤짝 LV.1 [1~12,1000]",27000020,27000020,27000020,0
0,29012100,1,수염고래 해안가 카오스 (장비),0,29012100,0,0
0,29012130,1,앵무조개 선착장 카오스 (장비),0,29012130,0,0
0,29012200,1,용사의 계곡 카오스 (장비),0,29012200,0,0
0,29012300,1,용자의 길 카오스,0,29012300,0,0
0,29012330,1,숙련된 용자의 길 카오스,0,29012330,0,0
0,29012400,1,배신자의 고개 카오스 (장비),0,29012400,0,0
0,29012430,1,망각의 협곡 카오스 (장비),0,29012430,0,0
0,29012600,1,위험한 동굴 카오스 (장비),0,29012600,0,0
0,29022100,1,악마의 숨결 카오스 (장비),0,29022100,0,0
0,29022300,1,이글거리는 늪지대 카오스 (장비),0,29022300,0,0
0,29022400,1,큰나무 지대 카오스 (장비),0,29022400,0,0
0,29022430,1,큰나무 지대 2 카오스 (장비),0,29022430,0,0
0,29022500,1,신들의 안식처 카오스 (장비),0,29022500,0,0
0,29032100,1,잊혀진 마을 카오스 (장비),0,29032100,0,0
0,29032130,1,잠자는 마을 카오스 (장비),0,29032130,0,0
0,29032200,1,유혹의 설원 카오스 (장비),0,29032200,0,0
0,29032230,1,얼음협곡 카오스 (장비),0,29032230,0,0
0,29032300,1,대미궁 대강당 카오스 (장비),0,29032300,0,0
0,29032330,1,대미궁 중앙기관실 카오스 (장비),0,29032330,0,0
0,29032360,1,대미궁 달빛 테라스 카오스 (장비),0,29032360,0,0
0,30012100,1,망각의 협곡 카오스 (맵백),0,30012100,0,0
0,30012130,1,위험한 동굴 카오스 (맵백),0,30012130,0,0
0,30012200,1,히든 노틸러스의 분노,0,30012200,0,0
0,30012300,1,히든 영혼의 수정호수,0,30012300,0,0
0,30012330,1,히든 얼음 협곡,0,30012330,0,0
0,30012400,1,숙련된 용자의 길 카오스(맵백),0,30012400,0,0
0,30012430,1,배신자의 고개 카오스 (맵백),0,30012430,0,0
0,30012600,1,히든 위험한 성지,0,30012600,0,0
0,30013100,1,히든 큰나무지대 2,0,30013100,0,0
0,30013200,1,저주받은 성지,0,30013200,0,0
0,30013300,1,히든 비밀지하창고,0,30013300,0,0
0,30013400,1,오크 벌목장,0,30013400,0,0
0,30013600,1,잊혀진 마을 카오스 (맵백),0,30013600,0,0
0,30022100,1,바람평원의 위기,0,30022100,0,0
0,30022300,1,히든 도적단 은신처,0,30022300,0,0
0,30022400,1,히든 발록의 둥지,0,30022400,0,0
0,30022430,1,악마의 숨결 카오스 (맵백),0,30022430,0,0
0,30022500,1,이글거리는 늪지대 카오스 (맵백),0,30022500,0,0
0,30023300,1,잠자는 마을 카오스 (맵백),0,30023300,0,0
0,30023400,1,유혹의 설원 카오스 (맵백),0,30023400,0,0
0,30023430,1,용자의 길 카오스(맵백),0,30023430,0,0
0,30023500,1,얼음협곡 카오스 (맵백),0,30023500,0,0
0,30032100,1,큰나무 지대 카오스 (맵백),0,30032100,0,0
0,30032130,1,큰나무 지대 2 카오스 (맵백),0,30032130,0,0
0,30032200,1,신들의 안식처 카오스 (맵백),0,30032200,0,0
0,30032230,1,히든 반디 서식지,0,30032230,0,0
0,30032300,1,수염고래 해안가 카오스 (맵백),0,30032300,0,0
0,30032330,1,앵무조개 선착장 카오스 (맵백),0,30032330,0,0
0,30032360,1,용사의 계곡 카오스 (맵백),0,30032360,0,0
0,30033100,1,대미궁 대강당 카오스 (맵백),0,30033100,0,0
0,30033130,1,대미궁 중앙기관실 카오스 (맵백),0,30033130,0,0
0,30033200,1,대미궁 달빛 테라스 카오스 (맵백),0,30033200,0,0
0,30033230,1,히든 환영의 숲,0,30033230,0,0
0,30033300,1,히든 잠자는 마을,0,30033300,0,0
0,31000010,1,전사 1차 방어구 LV 1~11 ★★★,31000010,31000010,31000010,0
0,31000020,1,전사 1차 방어구 LV 1~11 ★★★,31000020,31000020,31000020,0
0,31000030,1,전사 2차 방어구 LV 12~17 ★★★,31000030,31000030,31000030,0
0,31000040,1,전사 2차 방어구 LV 12~17 ★★★,31000040,31000040,31000040,0
0,31000050,1,전사 3차 방어구 LV 18~23 ★★★,31000050,31000050,31000050,0
0,31000060,1,전사 3차 방어구 LV 18~23 ★★★,31000060,31000060,31000060,0
0,31000070,1,전사 4차 방어구 LV 24~29 ★★★,31000070,31000070,31000070,0
0,31000080,1,전사 4차 방어구 LV 24~29 ★★★,31000080,31000080,31000080,0
0,31000090,1,전사 5차 방어구 LV 30~35 ★★★,31000090,31000090,31000090,0
0,31000100,1,전사 5차 방어구 LV 30~35 ★★★,31000100,31000100,31000100,0
0,31000110,1,전사 6차 방어구 LV 36~41 ★★★,31000110,31000110,31000110,0
0,31000120,1,전사 6차 방어구 LV 36~41 ★★★,31000120,31000120,31000120,0
0,31000130,1,전사 7차 방어구 LV 42~47 ★★★,31000130,31000130,31000130,0
0,31000140,1,전사 7차 방어구 LV 42~47 ★★★,31000140,31000140,31000140,0
0,31000150,1,전사 8차 방어구 LV 48~53 ★★★,31000150,31000150,31000150,0
0,31000160,1,전사 8차 방어구 LV 48~53 ★★★,31000160,31000160,31000160,0
0,31000170,1,전사 9차 방어구 LV 54~59 ★★★,31000170,31000170,31000170,0
0,31000180,1,전사 9차 방어구 LV 54~59 ★★★,31000180,31000180,31000180,0
0,31000190,1,전사 10차 방어구 LV 60~65 ★★★,31000190,31000190,31000190,0
0,31000200,1,전사 10차 방어구 LV 60~65 ★★★,31000200,31000200,31000200,0
0,31000210,1,전사 11차 방어구 LV 66~70 ★★★,31000210,31000210,31000210,0
0,31000220,1,전사 11차 방어구 LV 66~70 ★★★,31000220,31000220,31000220,0
0,31000230,1,전사 12차 방어구 LV 72~76 ★★★,31000230,31000230,31000230,0
0,31000240,1,전사 12차 방어구 LV 72~76 ★★★,31000240,31000240,31000240,0
0,31000250,1,전사 12차 방어구 LV 78~82 ★★★,31000250,31000250,31000250,0
0,31000260,1,전사 12차 방어구 LV 78~82 ★★★,31000260,31000260,31000260,0
0,31000270,1,전사 14차 방어구 LV 84~88 ★★★,31000270,31000270,31000270,0
0,31000280,1,전사 14차 방어구 LV 84~88 ★★★,31000280,31000280,31000280,0
0,31100010,1,엠포리아 방어구 헬멧 전사,31100010,31100010,31100010,0
0,31100011,1,엠포리아 방어구 헬멧 전사,31100011,31100011,31100011,0
0,31100012,1,엠포리아 방어구 헬멧 전사,31100012,31100012,31100012,0
0,31100013,1,엠포리아 방어구 헬멧 전사,31100013,31100013,31100013,0
0,31100014,1,엠포리아 방어구 헬멧 전사,31100014,31100014,31100014,0
