IDX,f_NationCodeStr,ContainerNo,Memo,SuccessRateControlNo,BagGrpNo01,BagGrpNo02,BagGrpNo03,BagGrpNo04,BagGrpNo05,BagGrpNo06,BagGrpNo07,BagGrpNo08,BagGrpNo09,BagGrpNo10,RewardItem
2586,0,1103150,배신자의 고개 난이도 2 C,1103150,60000321,1103100,0,1100015,0,0,0,0,0,0,50902130
2587,0,1103160,배신자의 고개 난이도 2 D,1103160,60000321,1103100,0,0,0,0,0,0,0,0,50902140
2588,0,1103170,배신자의 고개 난이도 2 E,1103170,60000321,1103100,0,0,0,0,0,0,0,0,0
2589,0,1103180,배신자의 고개 난이도 2 F,0,60000321,1103100,0,0,0,0,0,0,0,0,0
2590,0,1103190,배신자의 고개 난이도 3 SSS,1103190,60000331,1103190,50900010,1100015,0,0,0,0,0,0,50902080
2591,0,1103200,배신자의 고개 난이도 3 SS,1103200,60000331,1103190,50900010,1100015,0,0,0,0,0,0,50902090
2592,0,1103210,배신자의 고개 난이도 3 S,1103210,60000331,1103190,50900010,1100015,0,0,0,0,0,0,50902100
2593,0,1103220,배신자의 고개 난이도 3 A,1103220,60000331,1103190,0,1100015,0,0,0,0,0,0,50902110
2594,0,1103230,배신자의 고개 난이도 3 B,1103230,60000331,1103190,0,1100015,0,0,0,0,0,0,50902120
2595,0,1103240,배신자의 고개 난이도 3 C,1103240,60000331,1103190,0,1100015,0,0,0,0,0,0,50902130
2596,0,1103250,배신자의 고개 난이도 3 D,1103250,60000331,1103190,0,0,0,0,0,0,0,0,50902140
2597,0,1103260,배신자의 고개 난이도 3 E,1103260,60000331,1103190,0,0,0,0,0,0,0,0,0
2598,0,1103270,배신자의 고개 난이도 3 F,0,60000331,1103190,0,0,0,0,0,0,0,0,0
2599,0,1103280,배신자의 고개 난이도 4 SSS,1103280,60000341,1103280,50900010,1100015,0,0,0,0,0,0,50902080
2600,0,1103290,배신자의 고개 난이도 4 SS,1103290,60000341,1103280,50900010,1100015,0,0,0,0,0,0,50902090
2601,0,1103300,배신자의 고개 난이도 4 S,1103300,60000341,1103280,50900010,1100015,0,0,0,0,0,0,50902100
2602,0,1103310,배신자의 고개 난이도 4 A,1103310,60000341,1103280,0,1100015,0,0,0,0,0,0,50902110
2603,0,1103320,배신자의 고개 난이도 4 B,1103320,60000341,1103280,0,1100015,0,0,0,0,0,0,50902120
2604,0,1103330,배신자의 고개 난이도 4 C,1103330,60000341,1103280,0,1100015,0,0,0,0,0,0,50902130
2605,0,1103340,배신자의 고개 난이도 4 D,1103340,60000341,1103280,0,0,0,0,0,0,0,0,50902140
2606,0,1103350,배신자의 고개 난이도 4 E,1103350,60000341,1103280,0,0,0,0,0,0,0,0,0
2607,0,1103360,배신자의 고개 난이도 4 F,0,60000341,1103280,0,0,0,0,0,0,0,0,0
2608,0,1104010,망각의 협곡 난이도 1 SSS,1104010,60000411,1104010,50900010,1100015,0,0,0,0,0,0,50902150
2609,0,1104020,망각의 협곡 난이도 1 SS,1104020,60000411,1104010,50900010,1100015,0,0,0,0,0,0,50902160
2610,0,1104030,망각의 협곡 난이도 1 S,1104030,60000411,1104010,50900010,1100015,0,0,0,0,0,0,50902170
2611,0,1104040,망각의 협곡 난이도 1 A,1104040,60000411,1104010,0,1100015,0,0,0,0,0,0,50902180
2612,0,1104050,망각의 협곡 난이도 1 B,1104050,60000411,1104010,0,1100015,0,0,0,0,0,0,50902190
2613,0,1104060,망각의 협곡 난이도 1 C,1104060,60000411,1104010,0,1100015,0,0,0,0,0,0,50902200
2614,0,1104070,망각의 협곡 난이도 1 D,1104070,60000411,1104010,0,0,0,0,0,0,0,0,50902210
2615,0,1104080,망각의 협곡 난이도 1 E,1104080,60000411,1104010,0,0,0,0,0,0,0,0,0
2616,0,1104090,망각의 협곡 난이도 1 F,0,60000411,1104010,0,0,0,0,0,0,0,0,0
2617,0,1104100,망각의 협곡 난이도 2 SSS,1104100,60000421,1104100,50900010,1100015,0,0,0,0,0,0,50902150
2618,0,1104110,망각의 협곡 난이도 2 SS,1104110,60000421,1104100,50900010,1100015,0,0,0,0,0,0,50902160
2619,0,1104120,망각의 협곡 난이도 2 S,1104120,60000421,1104100,50900010,1100015,0,0,0,0,0,0,50902170
2620,0,1104130,망각의 협곡 난이도 2 A,1104130,60000421,1104100,0,1100015,0,0,0,0,0,0,50902180
2621,0,1104140,망각의 협곡 난이도 2 B,1104140,60000421,1104100,0,1100015,0,0,0,0,0,0,50902190
2622,0,1104150,망각의 협곡 난이도 2 C,1104150,60000421,1104100,0,1100015,0,0,0,0,0,0,50902200
2623,0,1104160,망각의 협곡 난이도 2 D,1104160,60000421,1104100,0,0,0,0,0,0,0,0,50902210
2624,0,1104170,망각의 협곡 난이도 2 E,1104170,60000421,1104100,0,0,0,0,0,0,0,0,0
2625,0,1104180,망각의 협곡 난이도 2 F,0,60000421,1104100,0,0,0,0,0,0,0,0,0
2626,0,1104190,망각의 협곡 난이도 3 SSS,1104190,60000431,1104190,50900010,1100015,0,0,0,0,0,0,50902150
2627,0,1104200,망각의 협곡 난이도 3 SS,1104200,60000431,1104190,50900010,1100015,0,0,0,0,0,0,50902160
2628,0,1104210,망각의 협곡 난이도 3 S,1104210,60000431,1104190,50900010,1100015,0,0,0,0,0,0,50902170
2629,0,1104220,망각의 협곡 난이도 3 A,1104220,60000431,1104190,0,1100015,0,0,0,0,0,0,50902180
2630,0,1104230,망각의 협곡 난이도 3 B,1104230,60000431,1104190,0,1100015,0,0,0,0,0,0,50902190
2631,0,1104240,망각의 협곡 난이도 3 C,1104240,60000431,1104190,0,1100015,0,0,0,0,0,0,50902200
2632,0,1104250,망각의 협곡 난이도 3 D,1104250,60000431,1104190,0,0,0,0,0,0,0,0,50902210
2633,0,1104260,망각의 협곡 난이도 3 E,1104260,60000431,1104190,0,0,0,0,0,0,0,0,0
2634,0,1104270,망각의 협곡 난이도 3 F,0,60000431,1104190,0,0,0,0,0,0,0,0,0
2635,0,1104280,망각의 협곡 난이도 4 SSS,1104280,60000441,1104280,50900010,1100015,0,0,0,0,0,0,50902150
2636,0,1104290,망각의 협곡 난이도 4 SS,1104290,60000441,1104280,50900010,1100015,0,0,0,0,0,0,50902160
2637,0,1104300,망각의 협곡 난이도 4 S,1104300,60000441,1104280,50900010,1100015,0,0,0,0,0,0,50902170
2638,0,1104310,망각의 협곡 난이도 4 A,1104310,60000441,1104280,0,1100015,0,0,0,0,0,0,50902180
2639,0,1104320,망각의 협곡 난이도 4 B,1104320,60000441,1104280,0,1100015,0,0,0,0,0,0,50902190
2640,0,1104330,망각의 협곡 난이도 4 C,1104330,60000441,1104280,0,1100015,0,0,0,0,0,0,50902200
2641,0,1104340,망각의 협곡 난이도 4 D,1104340,60000441,1104280,0,0,0,0,0,0,0,0,50902210
2642,0,1104350,망각의 협곡 난이도 4 E,1104350,60000441,1104280,0,0,0,0,0,0,0,0,0
2643,0,1104360,망각의 협곡 난이도 4 F,0,60000441,1104280,0,0,0,0,0,0,0,0,0
2644,0,1105010,수염고래 해안가 난이도 1 SSS,1105010,60000511,1105010,50900010,1100015,0,0,0,0,0,0,50902220
2645,0,1105020,수염고래 해안가 난이도 1 SS,1105020,60000511,1105010,50900010,1100015,0,0,0,0,0,0,50902230
2646,0,1105030,수염고래 해안가 난이도 1 S,1105030,60000511,1105010,50900010,1100015,0,0,0,0,0,0,50902240
2647,0,1105040,수염고래 해안가 난이도 1 A,1105040,60000511,1105010,0,1100015,0,0,0,0,0,0,50902250
2648,0,1105050,수염고래 해안가 난이도 1 B,1105050,60000511,1105010,0,1100015,0,0,0,0,0,0,50902260
2649,0,1105060,수염고래 해안가 난이도 1 C,1105060,60000511,1105010,0,1100015,0,0,0,0,0,0,50902270
2650,0,1105070,수염고래 해안가 난이도 1 D,1105070,60000511,1105010,0,0,0,0,0,0,0,0,50902280
2651,0,1105080,수염고래 해안가 난이도 1 E,1105080,60000511,1105010,0,0,0,0,0,0,0,0,0
2652,0,1105090,수염고래 해안가 난이도 1 F,0,60000511,1105010,0,0,0,0,0,0,0,0,0
2653,0,1105100,수염고래 해안가 난이도 2 SSS,1105100,60000521,1105100,50900010,1100015,0,0,0,0,0,0,50902220
2654,0,1105110,수염고래 해안가 난이도 2 SS,1105110,60000521,1105100,50900010,1100015,0,0,0,0,0,0,50902230
2655,0,1105120,수염고래 해안가 난이도 2 S,1105120,60000521,1105100,50900010,1100015,0,0,0,0,0,0,50902240
2656,0,1105130,수염고래 해안가 난이도 2 A,1105130,60000521,1105100,0,1100015,0,0,0,0,0,0,50902250
2657,0,1105140,수염고래 해안가 난이도 2 B,1105140,60000521,1105100,0,1100015,0,0,0,0,0,0,50902260
2658,0,1105150,수염고래 해안가 난이도 2 C,1105150,60000521,1105100,0,1100015,0,0,0,0,0,0,50902270
2659,0,1105160,수염고래 해안가 난이도 2 D,1105160,60000521,1105100,0,0,0,0,0,0,0,0,50902280
2660,0,1105170,수염고래 해안가 난이도 2 E,1105170,60000521,1105100,0,0,0,0,0,0,0,0,0
2661,0,1105180,수염고래 해안가 난이도 2 F,0,60000521,1105100,0,0,0,0,0,0,0,0,0
2662,0,1105190,수염고래 해안가 난이도 3 SSS,1105190,60000531,1105190,50900010,1100015,0,0,0,0,0,0,50902220
2663,0,1105200,수염고래 해안가 난이도 3 SS,1105200,60000531,1105190,50900010,1100015,0,0,0,0,0,0,50902230
2664,0,1105210,수염고래 해안가 난이도 3 S,1105210,60000531,1105190,50900010,1100015,0,0,0,0,0,0,50902240
2665,0,1105220,수염고래 해안가 난이도 3 A,1105220,60000531,1105190,0,1100015,0,0,0,0,0,0,50902250
2666,0,1105230,수염고래 해안가 난이도 3 B,1105230,60000531,1105190,0,1100015,0,0,0,0,0,0,50902260
2667,0,1105240,수염고래 해안가 난이도 3 C,1105240,60000531,1105190,0,1100015,0,0,0,0,0,0,50902270
2668,0,1105250,수염고래 해안가 난이도 3 D,1105250,60000531,1105190,0,0,0,0,0,0,0,0,50902280
2669,0,1105260,수염고래 해안가 난이도 3 E,1105260,60000531,1105190,0,0,0,0,0,0,0,0,0
2670,0,1105270,수염고래 해안가 난이도 3 F,0,60000531,1105190,0,0,0,0,0,0,0,0,0
2671,0,1105280,수염고래 해안가 난이도 4 SSS,1105280,60000541,1105280,50900010,1100015,0,0,0,0,0,0,50902220
2672,0,1105290,수염고래 해안가 난이도 4 SS,1105290,60000541,1105280,50900010,1100015,0,0,0,0,0,0,50902230
2673,0,1105300,수염고래 해안가 난이도 4 S,1105300,60000541,1105280,50900010,1100015,0,0,0,0,0,0,50902240
2674,0,1105310,수염고래 해안가 난이도 4 A,1105310,60000541,1105280,0,1100015,0,0,0,0,0,0,50902250
2675,0,1105320,수염고래 해안가 난이도 4 B,1105320,60000541,1105280,0,1100015,0,0,0,0,0,0,50902260
2676,0,1105330,수염고래 해안가 난이도 4 C,1105330,60000541,1105280,0,1100015,0,0,0,0,0,0,50902270
2677,0,1105340,수염고래 해안가 난이도 4 D,1105340,60000541,1105280,0,0,0,0,0,0,0,0,50902280
2678,0,1105350,수염고래 해안가 난이도 4 E,1105350,60000541,1105280,0,0,0,0,0,0,0,0,0
2679,0,1105360,수염고래 해안가 난이도 4 F,0,60000541,1105280,0,0,0,0,0,0,0,0,0
2680,0,1106010,스티븐 무역항 난이도 1 SSS,1106010,60000611,1106010,50900010,1100015,0,0,0,0,0,0,50902290
2681,0,1106020,스티븐 무역항 난이도 1 SS,1106020,60000611,1106010,50900010,1100015,0,0,0,0,0,0,50902300
2682,0,1106030,스티븐 무역항 난이도 1 S,1106030,60000611,1106010,50900010,1100015,0,0,0,0,0,0,50902310
2683,0,1106040,스티븐 무역항 난이도 1 A,1106040,60000611,1106010,0,1100015,0,0,0,0,0,0,50902320
2684,0,1106050,스티븐 무역항 난이도 1 B,1106050,60000611,1106010,0,1100015,0,0,0,0,0,0,50902330
2685,0,1106060,스티븐 무역항 난이도 1 C,1106060,60000611,1106010,0,1100015,0,0,0,0,0,0,50902340
2686,0,1106070,스티븐 무역항 난이도 1 D,1106070,60000611,1106010,0,0,0,0,0,0,0,0,50902350
2687,0,1106080,스티븐 무역항 난이도 1 E,1106080,60000611,1106010,0,0,0,0,0,0,0,0,0
2688,0,1106090,스티븐 무역항 난이도 1 F,0,60000611,1106010,0,0,0,0,0,0,0,0,0
2689,0,1106100,스티븐 무역항 난이도 2  SSS,1106100,60000621,1106100,50900010,1100015,0,0,0,0,0,0,50902290
2690,0,1106110,스티븐 무역항 난이도 2  SS,1106110,60000621,1106100,50900010,1100015,0,0,0,0,0,0,50902300
2691,0,1106120,스티븐 무역항 난이도 2  S,1106120,60000621,1106100,50900010,1100015,0,0,0,0,0,0,50902310
2692,0,1106130,스티븐 무역항 난이도 2  A,1106130,60000621,1106100,0,1100015,0,0,0,0,0,0,50902320
2693,0,1106140,스티븐 무역항 난이도 2  B,1106140,60000621,1106100,0,1100015,0,0,0,0,0,0,50902330
2694,0,1106150,스티븐 무역항 난이도 2  C,1106150,60000621,1106100,0,1100015,0,0,0,0,0,0,50902340
2695,0,1106160,스티븐 무역항 난이도 2  D,1106160,60000621,1106100,0,0,0,0,0,0,0,0,50902350
2696,0,1106170,스티븐 무역항 난이도 2  E,1106170,60000621,1106100,0,0,0,0,0,0,0,0,0
2697,0,1106180,스티븐 무역항 난이도 2  F,0,60000621,1106100,0,0,0,0,0,0,0,0,0
2698,0,1106190,스티븐 무역항 난이도 3  SSS,1106190,60000631,1106190,50900010,1100015,0,0,0,0,0,0,50902290
2699,0,1106200,스티븐 무역항 난이도 3  SS,1106200,60000631,1106190,50900010,1100015,0,0,0,0,0,0,50902300
2700,0,1106210,스티븐 무역항 난이도 3  S,1106210,60000631,1106190,50900010,1100015,0,0,0,0,0,0,50902310
2701,0,1106220,스티븐 무역항 난이도 3  A,1106220,60000631,1106190,0,1100015,0,0,0,0,0,0,50902320
2702,0,1106230,스티븐 무역항 난이도 3  B,1106230,60000631,1106190,0,1100015,0,0,0,0,0,0,50902330
2703,0,1106240,스티븐 무역항 난이도 3  C,1106240,60000631,1106190,0,1100015,0,0,0,0,0,0,50902340
2704,0,1106250,스티븐 무역항 난이도 3  D,1106250,60000631,1106190,0,0,0,0,0,0,0,0,50902350
2705,0,1106260,스티븐 무역항 난이도 3  E,1106260,60000631,1106190,0,0,0,0,0,0,0,0,0
2706,0,1106270,스티븐 무역항 난이도 3  F,0,60000631,1106190,0,0,0,0,0,0,0,0,0
2707,0,1106280,스티븐 무역항 난이도 4  SSS,1106280,60000641,1106280,50900010,1100015,0,0,0,0,0,0,50902290
2708,0,1106290,스티븐 무역항 난이도 4  SS,1106290,60000641,1106280,50900010,1100015,0,0,0,0,0,0,50902300
2709,0,1106300,스티븐 무역항 난이도 4  S,1106300,60000641,1106280,50900010,1100015,0,0,0,0,0,0,50902310
2710,0,1106310,스티븐 무역항 난이도 4  A,1106310,60000641,1106280,0,1100015,0,0,0,0,0,0,50902320
2711,0,1106320,스티븐 무역항 난이도 4  B,1106320,60000641,1106280,0,1100015,0,0,0,0,0,0,50902330
2712,0,1106330,스티븐 무역항 난이도 4  C,1106330,60000641,1106280,0,1100015,0,0,0,0,0,0,50902340
2713,0,1106340,스티븐 무역항 난이도 4  D,1106340,60000641,1106280,0,0,0,0,0,0,0,0,50902350
2714,0,1106350,스티븐 무역항 난이도 4  E,1106350,60000641,1106280,0,0,0,0,0,0,0,0,0
2715,0,1106360,스티븐 무역항 난이도 4  F,0,60000641,1106280,0,0,0,0,0,0,0,0,0
2716,0,1107010,미리내 신전 난이도 1 SSS,1107010,60000711,1107010,50900010,1100015,0,0,0,0,0,0,50902360
2717,0,1107020,미리내 신전 난이도 1 SS,1107020,60000711,1107010,50900010,1100015,0,0,0,0,0,0,50902370
2718,0,1107030,미리내 신전 난이도 1 S,1107030,60000711,1107010,50900010,1100015,0,0,0,0,0,0,50902380
2719,0,1107040,미리내 신전 난이도 1 A,1107040,60000711,1107010,0,1100015,0,0,0,0,0,0,50902390
2720,0,1107050,미리내 신전 난이도 1 B,1107050,60000711,1107010,0,1100015,0,0,0,0,0,0,50902400
2721,0,1107060,미리내 신전 난이도 1 C,1107060,60000711,1107010,0,1100015,0,0,0,0,0,0,50902410
2722,0,1107070,미리내 신전 난이도 1 D,1107070,60000711,1107010,0,0,0,0,0,0,0,0,50902420
2723,0,1107080,미리내 신전 난이도 1 E,1107080,60000711,1107010,0,0,0,0,0,0,0,0,0
2724,0,1107090,미리내 신전 난이도 1 F,0,60000711,1107010,0,0,0,0,0,0,0,0,0
2725,0,1107100,미리내 신전 난이도 2 SSS,1107100,60000721,1107100,50900010,1100015,0,0,0,0,0,0,50902360
2726,0,1107110,미리내 신전 난이도 2 SS,1107110,60000721,1107100,50900010,1100015,0,0,0,0,0,0,50902370
2727,0,1107120,미리내 신전 난이도 2 S,1107120,60000721,1107100,50900010,1100015,0,0,0,0,0,0,50902380
2728,0,1107130,미리내 신전 난이도 2 A,1107130,60000721,1107100,0,1100015,0,0,0,0,0,0,50902390
2729,0,1107140,미리내 신전 난이도 2 B,1107140,60000721,1107100,0,1100015,0,0,0,0,0,0,50902400
2730,0,1107150,미리내 신전 난이도 2 C,1107150,60000721,1107100,0,1100015,0,0,0,0,0,0,50902410
2731,0,1107160,미리내 신전 난이도 2 D,1107160,60000721,1107100,0,0,0,0,0,0,0,0,50902420
2732,0,1107170,미리내 신전 난이도 2 E,1107170,60000721,1107100,0,0,0,0,0,0,0,0,0
2733,0,1107180,미리내 신전 난이도 2 F,0,60000721,1107100,0,0,0,0,0,0,0,0,0
2734,0,1107190,미리내 신전 난이도 3 SSS,1107190,60000731,1107190,50900010,1100015,0,0,0,0,0,0,50902360
2735,0,1107200,미리내 신전 난이도 3 SS,1107200,60000731,1107190,50900010,1100015,0,0,0,0,0,0,50902370
2736,0,1107210,미리내 신전 난이도 3 S,1107210,60000731,1107190,50900010,1100015,0,0,0,0,0,0,50902380
2737,0,1107220,미리내 신전 난이도 3 A,1107220,60000731,1107190,0,1100015,0,0,0,0,0,0,50902390
2738,0,1107230,미리내 신전 난이도 3 B,1107230,60000731,1107190,0,1100015,0,0,0,0,0,0,50902400
2739,0,1107240,미리내 신전 난이도 3 C,1107240,60000731,1107190,0,1100015,0,0,0,0,0,0,50902410
2740,0,1107250,미리내 신전 난이도 3 D,1107250,60000731,1107190,0,0,0,0,0,0,0,0,50902420
2741,0,1107260,미리내 신전 난이도 3 E,1107260,60000731,1107190,0,0,0,0,0,0,0,0,0
2742,0,1107270,미리내 신전 난이도 3 F,0,60000731,1107190,0,0,0,0,0,0,0,0,0
2743,0,1107280,미리내 신전 난이도 4 SSS,1107280,60000741,1107280,50900010,1100015,0,0,0,0,0,0,50902360
2744,0,1107290,미리내 신전 난이도 4 SS,1107290,60000741,1107280,50900010,1100015,0,0,0,0,0,0,50902370
2745,0,1107300,미리내 신전 난이도 4 S,1107300,60000741,1107280,50900010,1100015,0,0,0,0,0,0,50902380
2746,0,1107310,미리내 신전 난이도 4 A,1107310,60000741,1107280,0,1100015,0,0,0,0,0,0,50902390
2747,0,1107320,미리내 신전 난이도 4 B,1107320,60000741,1107280,0,1100015,0,0,0,0,0,0,50902400
2748,0,1107330,미리내 신전 난이도 4 C,1107330,60000741,1107280,0,1100015,0,0,0,0,0,0,50902410
2749,0,1107340,미리내 신전 난이도 4 D,1107340,60000741,1107280,0,0,0,0,0,0,0,0,50902420
2750,0,1107350,미리내 신전 난이도 4 E,1107350,60000741,1107280,0,0,0,0,0,0,0,0,0
2751,0,1107360,미리내 신전 난이도 4 F,0,60000741,1107280,0,0,0,0,0,0,0,0,0
2752,0,1108010,스카이피 신전 미션 1 SSS,1108010,60000811,1108010,50900010,1100015,0,0,0,0,0,0,50902430
2753,0,1108020,스카이피 신전 미션 1 SS,1108020,60000811,1108010,50900010,1100015,0,0,0,0,0,0,50902440
2754,0,1108030,스카이피 신전 미션 1 S,1108030,60000811,1108010,50900010,1100015,0,0,0,0,0,0,50902450
2755,0,1108040,스카이피 신전 미션 1 A,1108040,60000811,1108010,0,1100015,0,0,0,0,0,0,50902460
2756,0,1108050,스카이피 신전 미션 1 B,1108050,60000811,1108010,0,1100015,0,0,0,0,0,0,50902470
2757,0,1108060,스카이피 신전 미션 1 C,1108060,60000811,1108010,0,1100015,0,0,0,0,0,0,50902480
2758,0,1108070,스카이피 신전 미션 1 D,1108070,60000811,1108010,0,0,0,0,0,0,0,0,50902490
2759,0,1108080,스카이피 신전 미션 1 E,1108080,60000811,1108010,0,0,0,0,0,0,0,0,0
2760,0,1108090,스카이피 신전 미션 1 F,0,60000811,1108010,0,0,0,0,0,0,0,0,0
2761,0,1108100,스카이피 신전 미션 2 SSS,1108100,60000821,1108100,50900010,1100015,0,0,0,0,0,0,50902430
2762,0,1108110,스카이피 신전 미션 2 SS,1108110,60000821,1108100,50900010,1100015,0,0,0,0,0,0,50902440
2763,0,1108120,스카이피 신전 미션 2 S,1108120,60000821,1108100,50900010,1100015,0,0,0,0,0,0,50902450
2764,0,1108130,스카이피 신전 미션 2 A,1108130,60000821,1108100,0,1100015,0,0,0,0,0,0,50902460
2765,0,1108140,스카이피 신전 미션 2 B,1108140,60000821,1108100,0,1100015,0,0,0,0,0,0,50902470
2766,0,1108150,스카이피 신전 미션 2 C,1108150,60000821,1108100,0,1100015,0,0,0,0,0,0,50902480
2767,0,1108160,스카이피 신전 미션 2 D,1108160,60000821,1108100,0,0,0,0,0,0,0,0,50902490
2768,0,1108170,스카이피 신전 미션 2 E,1108170,60000821,1108100,0,0,0,0,0,0,0,0,0
2769,0,1108180,스카이피 신전 미션 2 F,0,60000821,1108100,0,0,0,0,0,0,0,0,0
2770,0,1108190,스카이피 신전 미션 3 SSS,1108190,60000831,1108190,50900010,1100015,0,0,0,0,0,0,50902430
2771,0,1108200,스카이피 신전 미션 3 SS,1108200,60000831,1108190,50900010,1100015,0,0,0,0,0,0,50902440
2772,0,1108210,스카이피 신전 미션 3 S,1108210,60000831,1108190,50900010,1100015,0,0,0,0,0,0,50902450
2773,0,1108220,스카이피 신전 미션 3 A,1108220,60000831,1108190,0,1100015,0,0,0,0,0,0,50902460
2774,0,1108230,스카이피 신전 미션 3 B,1108230,60000831,1108190,0,1100015,0,0,0,0,0,0,50902470
2775,0,1108240,스카이피 신전 미션 3 C,1108240,60000831,1108190,0,1100015,0,0,0,0,0,0,50902480
2776,0,1108250,스카이피 신전 미션 3 D,1108250,60000831,1108190,0,0,0,0,0,0,0,0,50902490
2777,0,1108260,스카이피 신전 미션 3 E,1108260,60000831,1108190,0,0,0,0,0,0,0,0,0
2778,0,1108270,스카이피 신전 미션 3 F,0,60000831,1108190,0,0,0,0,0,0,0,0,0
2779,0,1108280,스카이피 신전 미션 4 SSS,1108280,60000841,1108280,50900010,1100015,0,0,0,0,0,0,50902430
2780,0,1108290,스카이피 신전 미션 4 SS,1108290,60000841,1108280,50900010,1100015,0,0,0,0,0,0,50902440
2781,0,1108300,스카이피 신전 미션 4 S,1108300,60000841,1108280,50900010,1100015,0,0,0,0,0,0,50902450
2782,0,1108310,스카이피 신전 미션 4 A,1108310,60000841,1108280,0,1100015,0,0,0,0,0,0,50902460
2783,0,1108320,스카이피 신전 미션 4 B,1108320,60000841,1108280,0,1100015,0,0,0,0,0,0,50902470
2784,0,1108330,스카이피 신전 미션 4 C,1108330,60000841,1108280,0,1100015,0,0,0,0,0,0,50902480
2785,0,1108340,스카이피 신전 미션 4 D,1108340,60000841,1108280,0,0,0,0,0,0,0,0,50902490
2786,0,1108350,스카이피 신전 미션 4 E,1108350,60000841,1108280,0,0,0,0,0,0,0,0,0
2787,0,1108360,스카이피 신전 미션 4 F,0,60000841,1108280,0,0,0,0,0,0,0,0,0
2788,0,1109010,위험한 동굴 미션 1 SSS,1109010,60000911,1109010,50900010,1100015,0,0,0,0,0,0,50902500
2789,0,1109020,위험한 동굴 미션 1 SS,1109020,60000911,1109010,50900010,1100015,0,0,0,0,0,0,50902510
2790,0,1109030,위험한 동굴 미션 1 S,1109030,60000911,1109010,50900010,1100015,0,0,0,0,0,0,50902520
2791,0,1109040,위험한 동굴 미션 1 A,1109040,60000911,1109010,0,1100015,0,0,0,0,0,0,50902530
2792,0,1109050,위험한 동굴 미션 1 B,1109050,60000911,1109010,0,1100015,0,0,0,0,0,0,50902540
2793,0,1109060,위험한 동굴 미션 1 C,1109060,60000911,1109010,0,1100015,0,0,0,0,0,0,50902550
2794,0,1109070,위험한 동굴 미션 1 D,1109070,60000911,1109010,0,0,0,0,0,0,0,0,50902560
2795,0,1109080,위험한 동굴 미션 1 E,1109080,60000911,1109010,0,0,0,0,0,0,0,0,0
2796,0,1109090,위험한 동굴 미션 1 F,0,60000911,1109010,0,0,0,0,0,0,0,0,0
2797,0,1109100,위험한 동굴 미션 2 SSS,1109100,60000921,1109100,50900010,1100015,0,0,0,0,0,0,50902500
2798,0,1109110,위험한 동굴 미션 2 SS,1109110,60000921,1109100,50900010,1100015,0,0,0,0,0,0,50902510
2799,0,1109120,위험한 동굴 미션 2 S,1109120,60000921,1109100,50900010,1100015,0,0,0,0,0,0,50902520
2800,0,1109130,위험한 동굴 미션 2 A,1109130,60000921,1109100,0,1100015,0,0,0,0,0,0,50902530
2801,0,1109140,위험한 동굴 미션 2 B,1109140,60000921,1109100,0,1100015,0,0,0,0,0,0,50902540
2802,0,1109150,위험한 동굴 미션 2 C,1109150,60000921,1109100,0,1100015,0,0,0,0,0,0,50902550
2803,0,1109160,위험한 동굴 미션 2 D,1109160,60000921,1109100,0,0,0,0,0,0,0,0,50902560
2804,0,1109170,위험한 동굴 미션 2 E,1109170,60000921,1109100,0,0,0,0,0,0,0,0,0
2805,0,1109180,위험한 동굴 미션 2 F,0,60000921,1109100,0,0,0,0,0,0,0,0,0
2806,0,1109190,위험한 동굴 미션 3 SSS,1109190,60000931,1109190,50900010,1100015,0,0,0,0,0,0,50902500
2807,0,1109200,위험한 동굴 미션 3 SS,1109200,60000931,1109190,50900010,1100015,0,0,0,0,0,0,50902510
2808,0,1109210,위험한 동굴 미션 3 S,1109210,60000931,1109190,50900010,1100015,0,0,0,0,0,0,50902520
2809,0,1109220,위험한 동굴 미션 3 A,1109220,60000931,1109190,0,1100015,0,0,0,0,0,0,50902530
2810,0,1109230,위험한 동굴 미션 3 B,1109230,60000931,1109190,0,1100015,0,0,0,0,0,0,50902540
2811,0,1109240,위험한 동굴 미션 3 C,1109240,60000931,1109190,0,1100015,0,0,0,0,0,0,50902550
2812,0,1109250,위험한 동굴 미션 3 D,1109250,60000931,1109190,0,0,0,0,0,0,0,0,50902560
2813,0,1109260,위험한 동굴 미션 3 E,1109260,60000931,1109190,0,0,0,0,0,0,0,0,0
2814,0,1109270,위험한 동굴 미션 3 F,0,60000931,1109190,0,0,0,0,0,0,0,0,0
2815,0,1109280,위험한 동굴 미션 4 SSS,1109280,60000941,1109280,50900010,1100015,0,0,0,0,0,0,50902500
2816,0,1109290,위험한 동굴 미션 4 SS,1109290,60000941,1109280,50900010,1100015,0,0,0,0,0,0,50902510
2817,0,1109300,위험한 동굴 미션 4 S,1109300,60000941,1109280,50900010,1100015,0,0,0,0,0,0,50902520
2818,0,1109310,위험한 동굴 미션 4 A,1109310,60000941,1109280,0,1100015,0,0,0,0,0,0,50902530
2819,0,1109320,위험한 동굴 미션 4 B,1109320,60000941,1109280,0,1100015,0,0,0,0,0,0,50902540
2820,0,1109330,위험한 동굴 미션 4 C,1109330,60000941,1109280,0,1100015,0,0,0,0,0,0,50902550
2821,0,1109340,위험한 동굴 미션 4 D,1109340,60000941,1109280,0,0,0,0,0,0,0,0,50902560
2822,0,1109350,위험한 동굴 미션 4 E,1109350,60000941,1109280,0,0,0,0,0,0,0,0,0
