f_NationCodeStr,BagNo,Memo,ItemNo01,ItemNo02,ItemNo03,ItemNo04,ItemNo05,ItemNo06,ItemNo07,ItemNo08,ItemNo09,ItemNo10,ItemNoTypeFlag
0,79118615,크리스탈 조각(히든맵 백),79118900,0,0,0,0,0,0,0,0,0,0
0,79118620,크리스탈 조각(히든맵 백),79118620,79118620,0,0,0,0,0,0,0,0,0
0,79118625,크리스탈 조각(히든맵 백),79118910,0,0,0,0,0,0,0,0,0,0
0,79118630,크리스탈 조각(히든맵 백),79118630,79118630,0,0,0,0,0,0,0,0,0
0,79118635,크리스탈 조각(히든맵 백),79118920,0,0,0,0,0,0,0,0,0,0
0,79118640,크리스탈 조각(히든맵 백),79118640,79118640,0,0,0,0,0,0,0,0,0
0,79118645,크리스탈 조각(히든맵 백),79118930,0,0,0,0,0,0,0,0,0,0
0,79118650,크리스탈 조각(히든맵 백),79118650,79118650,0,0,0,0,0,0,0,0,0
0,79118655,크리스탈 조각(히든맵 백),79118940,0,0,0,0,0,0,0,0,0,0
0,79118660,크리스탈 조각(히든맵 백),79118660,79118660,0,0,0,0,0,0,0,0,0
0,79118665,크리스탈 조각(히든맵 백),79118950,0,0,0,0,0,0,0,0,0,0
0,79118670,크리스탈 조각(히든맵 백),79118670,79118670,0,0,0,0,0,0,0,0,0
0,79118675,크리스탈 조각(히든맵 백),79118960,0,0,0,0,0,0,0,0,0,0
0,79118680,크리스탈 조각(히든맵 백),79118680,79118680,0,0,0,0,0,0,0,0,0
0,79118685,크리스탈 조각(히든맵 백),79118970,0,0,0,0,0,0,0,0,0,0
0,79118690,크리스탈 조각(히든맵 백),79118690,79118690,0,0,0,0,0,0,0,0,0
0,79118695,크리스탈 조각(히든맵 백),79118980,0,0,0,0,0,0,0,0,0,0
0,79118700,크리스탈 조각(히든맵 백),79118700,79118700,0,0,0,0,0,0,0,0,0
0,79118705,크리스탈 조각(히든맵 백),79118990,0,0,0,0,0,0,0,0,0,0
0,79118710,크리스탈 조각(히든맵 백),79118710,79118710,0,0,0,0,0,0,0,0,0
0,79118715,크리스탈 조각(히든맵 백),79119000,0,0,0,0,0,0,0,0,0,0
0,79118720,크리스탈 조각(히든맵 백),79118720,79118720,0,0,0,0,0,0,0,0,0
0,79118725,크리스탈 조각(히든맵 백),79119010,0,0,0,0,0,0,0,0,0,0
0,79118730,크리스탈 조각(히든맵 백),79118730,79118730,0,0,0,0,0,0,0,0,0
0,79118735,크리스탈 조각(히든맵 백),79119020,0,0,0,0,0,0,0,0,0,0
0,79118740,크리스탈 조각(히든맵 백),79118740,79118740,0,0,0,0,0,0,0,0,0
0,79118745,크리스탈 조각(히든맵 백),79119030,0,0,0,0,0,0,0,0,0,0
0,79118750,크리스탈 조각(히든맵 백),79118750,79118750,0,0,0,0,0,0,0,0,0
0,79118755,크리스탈 조각(히든맵 백),79119040,0,0,0,0,0,0,0,0,0,0
0,79118760,크리스탈 조각(히든맵 백),79118760,79118760,0,0,0,0,0,0,0,0,0
0,79118765,크리스탈 조각(히든맵 백),79119050,0,0,0,0,0,0,0,0,0,0
0,79118770,크리스탈 조각(히든맵 백),79118770,79118770,0,0,0,0,0,0,0,0,0
0,79118775,크리스탈 조각(히든맵 백),79119060,0,0,0,0,0,0,0,0,0,0
0,79118780,크리스탈 조각(히든맵 백),79118780,79118780,0,0,0,0,0,0,0,0,0
0,79118785,크리스탈 조각(히든맵 백),79119070,0,0,0,0,0,0,0,0,0,0
0,79118790,크리스탈 조각(히든맵 백),79118790,79118790,0,0,0,0,0,0,0,0,0
0,79118795,크리스탈 조각(히든맵 백),79119080,0,0,0,0,0,0,0,0,0,0
0,79118800,크리스탈 조각(히든맵 백),79118800,79118800,0,0,0,0,0,0,0,0,0
0,79118805,크리스탈 조각(히든맵 백),79119090,0,0,0,0,0,0,0,0,0,0
0,79118810,크리스탈 조각(히든맵 백),79118810,79118810,0,0,0,0,0,0,0,0,0
0,79118815,크리스탈 조각(히든맵 백),79119100,0,0,0,0,0,0,0,0,0,0
0,79118820,크리스탈 조각(히든맵 백),79118820,79118820,0,0,0,0,0,0,0,0,0
0,79118825,크리스탈 조각(히든맵 백),79119110,0,0,0,0,0,0,0,0,0,0
0,79118830,크리스탈 조각(히든맵 백),79118830,79118830,0,0,0,0,0,0,0,0,0
0,79118835,크리스탈 조각(히든맵 백),79119120,0,0,0,0,0,0,0,0,0,0
0,79118840,크리스탈 조각(히든맵 백),79118840,79118840,0,0,0,0,0,0,0,0,0
0,79118845,크리스탈 조각(히든맵 백),79119130,0,0,0,0,0,0,0,0,0,0
0,79118850,크리스탈 조각(히든맵 백),79118850,79118850,0,0,0,0,0,0,0,0,0
0,79118855,크리스탈 조각(히든맵 백),79119140,0,0,0,0,0,0,0,0,0,0
0,79118860,크리스탈 조각(히든맵 백),79118860,79118860,0,0,0,0,0,0,0,0,0
0,79118865,크리스탈 조각(히든맵 백),79119150,0,0,0,0,0,0,0,0,0,0
0,79118870,크리스탈 조각(히든맵 백),79118870,79118870,0,0,0,0,0,0,0,0,0
0,79118875,크리스탈 조각(히든맵 백),79119160,0,0,0,0,0,0,0,0,0,0
0,79118880,크리스탈 조각(히든맵 백),79118880,79118880,0,0,0,0,0,0,0,0,0
0,79118885,크리스탈 조각(히든맵 백),79119170,0,0,0,0,0,0,0,0,0,0
0,79118890,크리스탈 조각(히든맵 백),79118890,79118890,0,0,0,0,0,0,0,0,0
0,79118895,크리스탈 조각(히든맵 백),79119180,0,0,0,0,0,0,0,0,0,0
0,79118900,크리스탈 조각(히든맵 백),79118900,79118900,0,0,0,0,0,0,0,0,0
0,79118905,크리스탈 조각(히든맵 백),79119190,0,0,0,0,0,0,0,0,0,0
0,79118910,크리스탈 조각(히든맵 백),79118910,79118910,0,0,0,0,0,0,0,0,0
0,79118915,크리스탈 조각(히든맵 백),79119200,0,0,0,0,0,0,0,0,0,0
0,79118920,크리스탈 조각(히든맵 백),79118920,79118920,0,0,0,0,0,0,0,0,0
0,79118925,크리스탈 조각(히든맵 백),79119210,0,0,0,0,0,0,0,0,0,0
0,79118930,크리스탈 조각(히든맵 백),79118930,79118930,0,0,0,0,0,0,0,0,0
0,79118935,크리스탈 조각(히든맵 백),79119220,0,0,0,0,0,0,0,0,0,0
0,79118940,크리스탈 조각(히든맵 백),79118940,79118940,0,0,0,0,0,0,0,0,0
0,79118945,크리스탈 조각(히든맵 백),79119230,0,0,0,0,0,0,0,0,0,0
0,79118950,크리스탈 조각(히든맵 백),79118950,79118950,0,0,0,0,0,0,0,0,0
0,79118955,크리스탈 조각(히든맵 백),79119240,0,0,0,0,0,0,0,0,0,0
0,79118960,크리스탈 조각(히든맵 백),79118960,79118960,0,0,0,0,0,0,0,0,0
0,79118965,크리스탈 조각(히든맵 백),79119250,0,0,0,0,0,0,0,0,0,0
0,79118970,크리스탈 조각(히든맵 백),79118970,79118970,0,0,0,0,0,0,0,0,0
0,79118975,크리스탈 조각(히든맵 백),79119260,0,0,0,0,0,0,0,0,0,0
0,79118980,크리스탈 조각(히든맵 백),79118980,79118980,0,0,0,0,0,0,0,0,0
0,79118985,크리스탈 조각(히든맵 백),79119270,0,0,0,0,0,0,0,0,0,0
0,79118990,크리스탈 조각(히든맵 백),79118990,79118990,0,0,0,0,0,0,0,0,0
0,79118995,크리스탈 조각(히든맵 백),79119280,0,0,0,0,0,0,0,0,0,0
0,79119000,크리스탈 조각(히든맵 백),79119000,79119000,0,0,0,0,0,0,0,0,0
0,79119005,크리스탈 조각(히든맵 백),79119290,0,0,0,0,0,0,0,0,0,0
0,79119010,크리스탈 조각(히든맵 백),79119010,79119010,0,0,0,0,0,0,0,0,0
0,79119015,크리스탈 조각(히든맵 백),79119300,0,0,0,0,0,0,0,0,0,0
0,79119020,크리스탈 조각(히든맵 백),79119020,79119020,0,0,0,0,0,0,0,0,0
0,79119025,크리스탈 조각(히든맵 백),79119310,0,0,0,0,0,0,0,0,0,0
0,79119030,크리스탈 조각(히든맵 백),79119030,79119030,0,0,0,0,0,0,0,0,0
0,79119035,크리스탈 조각(히든맵 백),79119320,0,0,0,0,0,0,0,0,0,0
0,79119040,크리스탈 조각(히든맵 백),79119040,79119040,0,0,0,0,0,0,0,0,0
0,79119045,크리스탈 조각(히든맵 백),79119330,0,0,0,0,0,0,0,0,0,0
0,79119050,크리스탈 조각(히든맵 백),79119050,79119050,0,0,0,0,0,0,0,0,0
0,79119055,크리스탈 조각(히든맵 백),79119340,0,0,0,0,0,0,0,0,0,0
0,79119060,크리스탈 조각(히든맵 백),79119060,79119060,0,0,0,0,0,0,0,0,0
0,79119065,크리스탈 조각(히든맵 백),79119350,0,0,0,0,0,0,0,0,0,0
0,79119070,크리스탈 조각(히든맵 백),79119070,79119070,0,0,0,0,0,0,0,0,0
0,79119075,크리스탈 조각(히든맵 백),79119360,0,0,0,0,0,0,0,0,0,0
0,79119080,크리스탈 조각(히든맵 백),79119080,79119080,0,0,0,0,0,0,0,0,0
0,79119085,크리스탈 조각(히든맵 백),79119370,0,0,0,0,0,0,0,0,0,0
0,79119090,크리스탈 조각(히든맵 백),79119090,79119090,0,0,0,0,0,0,0,0,0
0,79119095,크리스탈 조각(히든맵 백),79119380,0,0,0,0,0,0,0,0,0,0
0,79119100,크리스탈 조각(히든맵 백),79119100,79119100,0,0,0,0,0,0,0,0,0
0,79119105,크리스탈 조각(히든맵 백),79119390,0,0,0,0,0,0,0,0,0,0
0,79119110,크리스탈 조각(히든맵 백),79119110,79119110,0,0,0,0,0,0,0,0,0
0,79119115,크리스탈 조각(히든맵 백),79119400,0,0,0,0,0,0,0,0,0,0
0,79119120,크리스탈 조각(히든맵 백),79119120,79119120,0,0,0,0,0,0,0,0,0
0,79119125,크리스탈 조각(히든맵 백),79119410,0,0,0,0,0,0,0,0,0,0
0,79119130,크리스탈 조각(히든맵 백),79119130,79119130,0,0,0,0,0,0,0,0,0
0,79119135,크리스탈 조각(히든맵 백),79119420,0,0,0,0,0,0,0,0,0,0
0,79119140,크리스탈 조각(히든맵 백),79119140,79119140,0,0,0,0,0,0,0,0,0
0,79119145,크리스탈 조각(히든맵 백),79119430,0,0,0,0,0,0,0,0,0,0
0,79119150,크리스탈 조각(히든맵 백),79119150,79119150,0,0,0,0,0,0,0,0,0
0,79119155,크리스탈 조각(히든맵 백),79119440,0,0,0,0,0,0,0,0,0,0
0,79119160,크리스탈 조각(히든맵 백),79119160,79119160,0,0,0,0,0,0,0,0,0
0,79119165,크리스탈 조각(히든맵 백),79119450,0,0,0,0,0,0,0,0,0,0
0,79119170,크리스탈 조각(히든맵 백),79119170,79119170,0,0,0,0,0,0,0,0,0
0,79119175,크리스탈 조각(히든맵 백),79119460,0,0,0,0,0,0,0,0,0,0
0,79119180,크리스탈 조각(히든맵 백),79119180,79119180,0,0,0,0,0,0,0,0,0
0,79119185,크리스탈 조각(히든맵 백),79119470,0,0,0,0,0,0,0,0,0,0
0,79119190,크리스탈 조각(히든맵 백),79119190,79119190,0,0,0,0,0,0,0,0,0
0,79119195,크리스탈 조각(히든맵 백),79119480,0,0,0,0,0,0,0,0,0,0
0,79300090,크리스탈 조각(히든맵 백),79300090,79300290,79300300,79300310,79300320,0,0,0,0,0,0
0,79300100,크리스탈 조각(히든맵 백),79300100,79300290,79300300,79300310,79300320,0,0,0,0,0,0
0,79300110,크리스탈 조각(히든맵 백),79300110,79300290,79300300,79300310,79300320,0,0,0,0,0,0
0,79300120,크리스탈 조각(히든맵 백),79300120,79300290,79300300,79300310,79300320,0,0,0,0,0,0
0,79300130,크리스탈 조각(히든맵 백),79300130,79300330,79300350,79300360,79300380,0,0,0,0,0,0
0,79300140,크리스탈 조각(히든맵 백),79300140,79300330,79300340,79300360,79300370,0,0,0,0,0,0
0,79300150,크리스탈 조각(히든맵 백),79300150,79300330,79300340,79300350,79300370,0,0,0,0,0,0
0,79300160,크리스탈 조각(히든맵 백),79300160,79300340,79300360,79300370,79300380,0,0,0,0,0,0
0,79300170,크리스탈 조각(히든맵 백),79300170,79300330,79300350,79300370,79300380,0,0,0,0,0,0
0,79300180,크리스탈 조각(히든맵 백),79300180,79300340,79300350,79300360,79300380,0,0,0,0,0,0
0,79300190,크리스탈 조각(히든맵 백),79300190,79300390,79300400,79300410,79300430,0,0,0,0,0,0
0,79300200,크리스탈 조각(히든맵 백),79300200,79300390,79300400,79300420,79300430,0,0,0,0,0,0
0,79300210,크리스탈 조각(히든맵 백),79300210,79300390,79300400,79300410,79300420,0,0,0,0,0,0
0,79300220,크리스탈 조각(히든맵 백),79300220,79300390,79300410,79300420,79300430,0,0,0,0,0,0
0,79300230,크리스탈 조각(히든맵 백),79300230,79300390,79300400,79300420,79300430,0,0,0,0,0,0
0,79300240,크리스탈 조각(히든맵 백),79300240,79300440,79300470,79300480,79300450,0,0,0,0,0,0
0,79300250,크리스탈 조각(히든맵 백),79300250,79300460,79300470,79300480,79300450,0,0,0,0,0,0
0,79300260,크리스탈 조각(히든맵 백),79300260,79300440,79300460,79300470,79300450,0,0,0,0,0,0
0,79300270,크리스탈 조각(히든맵 백),79300270,79300440,79300460,79300470,79300480,0,0,0,0,0,0
0,79300280,크리스탈 조각(히든맵 백),79300280,79300440,79300460,79300480,79300450,0,0,0,0,0,0
0,79300710,크리스탈 조각(히든맵 백),79300710,21301038,79300930,20301615,79300950,0,0,0,0,0,0
0,79300720,크리스탈 조각(히든맵 백),79300720,21301038,79300930,21301056,79300940,0,0,0,0,0,0
0,79300730,크리스탈 조각(히든맵 백),79300730,21301038,21301056,79300940,79300950,0,0,0,0,0,0
0,79300740,크리스탈 조각(히든맵 백),79300740,79300930,21301056,20301615,79300950,0,0,0,0,0,0
0,79300750,크리스탈 조각(히든맵 백),79300750,21301038,20301615,79300940,79300950,0,0,0,0,0,0
0,79300760,크리스탈 조각(히든맵 백),79300760,79300930,21301056,79300940,79300950,0,0,0,0,0,0
0,79300770,크리스탈 조각(히든맵 백),79300770,21301118,20301510,20301544,20301052,0,0,0,0,0,0
0,79300780,크리스탈 조각(히든맵 백),79300780,21301118,20301510,20301054,21301533,0,0,0,0,0,0
0,79300790,크리스탈 조각(히든맵 백),79300790,21301118,20301054,21301533,20301052,0,0,0,0,0,0
0,79300800,크리스탈 조각(히든맵 백),79300800,20301510,20301054,20301544,20301052,0,0,0,0,0,0
0,79300810,크리스탈 조각(히든맵 백),79300810,21301118,20301544,21301533,20301052,0,0,0,0,0,0
0,79300820,크리스탈 조각(히든맵 백),79300820,20301510,20301054,21301533,20301052,0,0,0,0,0,0
0,79300830,크리스탈 조각(히든맵 백),79300830,20301442,21301538,79300960,20301115,0,0,0,0,0,0
0,79300840,크리스탈 조각(히든맵 백),79300840,21301030,20301526,21301460,20301472,0,0,0,0,0,0
0,79300850,크리스탈 조각(히든맵 백),79300850,20301442,21301538,79300960,20301115,0,0,0,0,0,0
0,79300860,크리스탈 조각(히든맵 백),79300860,21301030,20301526,21301460,20301472,0,0,0,0,0,0
0,79300870,크리스탈 조각(히든맵 백),79300870,20301442,21301538,79300960,20301115,0,0,0,0,0,0
0,79300880,크리스탈 조각(히든맵 백),79300880,21301030,20301526,21301460,20301472,0,0,0,0,0,0
0,79300890,크리스탈 조각(히든맵 백),79300890,20301442,21301538,79300960,20301115,0,0,0,0,0,0
0,79300900,크리스탈 조각(히든맵 백),79300900,21301030,20301526,21301460,20301472,0,0,0,0,0,0
0,79300910,크리스탈 조각(히든맵 백),79300910,50700235,50700245,50700265,50700275,0,0,0,0,0,0
0,79300920,크리스탈 조각(히든맵 백),79300920,50700235,50700245,50700255,50700265,0,0,0,0,0,0
0,79300980,크리스탈 조각(히든맵 백),79300990,79301000,79301010,79301020,79301030,50160250,50700350,50160220,50160230,50700370,0
0,79300990,크리스탈 조각(히든맵 백),79300990,79301000,79301010,79301020,79301030,0,0,0,0,0,0
0,79401010,크리스탈 조각(히든맵 백),79401010,0,0,0,0,0,0,0,0,0,0
0,79401020,크리스탈 조각(히든맵 백),79401020,0,0,0,0,0,0,0,0,0,0
0,79401030,크리스탈 조각(히든맵 백),79401030,0,0,0,0,0,0,0,0,0,0
0,79401040,크리스탈 조각(히든맵 백),79401040,0,0,0,0,0,0,0,0,0,0
0,79401050,크리스탈 조각(히든맵 백),79401050,0,0,0,0,0,0,0,0,0,0
0,79401060,크리스탈 조각(히든맵 백),79401060,0,0,0,0,0,0,0,0,0,0
0,79401070,크리스탈 조각(히든맵 백),79401070,0,0,0,0,0,0,0,0,0,0
0,79600001,STAT소켓아이템그룹 확률용,0,0,0,0,0,0,0,0,0,0,0
0,79600002,공격형소켓아이템그룹 확률용,0,0,0,0,0,0,0,0,0,0,0
0,79600003,방어형소켓아이템그룹 확률용,0,0,0,0,0,0,0,0,0,0,0
0,79600004,특수형소켓아이템그룹 확률용,0,0,0,0,0,0,0,0,0,0,0
0,79600005,회복형소켓아이템그룹 확률용,0,0,0,0,0,0,0,0,0,0,0
0,79600020,[1번][2급]갈색 늑대 소켓카드 [CON],79500020,79500120,79500220,79500320,79500420,79500520,79500620,79500720,79500820,79500920,0
0,79600030,[1번][3급]그리드 용기사 소켓카드 [CON],79500030,79500130,79500230,79500330,79500430,79500530,79500630,79500730,79500830,79500930,0
0,79600040,[1번][4급]개굴꽁이 소켓카드 [CON],79500040,79500140,79500240,79500340,79500440,79500540,79500640,79500740,79500840,79500940,0
0,79600050,[1번][5급]갈퀴 사마귀 소켓카드 [CON],79500050,79500150,79500250,79500350,79500450,79500550,79500650,79500750,79500850,79500950,0
0,79600060,[1번][6급]갈퀴 사마귀 소켓카드 [CON],79500060,79500160,79500260,79500360,79500460,79500560,79500660,79500760,79500860,79500960,0
0,79600070,[1번][7급]CON 소켓카드 [CON],79500070,79500170,79500270,79500370,79500470,79500570,79500670,79500770,79500870,79500970,0
0,79600080,[1번][8급]CON 소켓카드 [CON],79500080,79500180,79500280,79500380,79500480,79500580,79500680,79500780,79500880,79500980,0
0,79600120,[1번][2급]독거미 소켓카드 [DEX],79501020,79501120,79501220,79501320,79501420,79501520,79501620,79501720,79501820,79501920,0
0,79600130,[1번][3급]그리드 혈기사 소켓카드 [DEX],79501030,79501130,79501230,79501330,79501430,79501530,79501630,79501730,79501830,79501930,0
0,79600140,[1번][4급]늪지괴물 소켓카드 [DEX],79501040,79501140,79501240,79501340,79501440,79501540,79501640,79501740,79501840,79501940,0
0,79600150,[1번][5급]갈퀴 애벌레 소켓카드 [DEX],79501050,79501150,79501250,79501350,79501450,79501550,79501650,79501750,79501850,79501950,0
0,79600160,[1번][6급]갈퀴 애벌레 소켓카드 [DEX],79501060,79501160,79501260,79501360,79501460,79501560,79501660,79501760,79501860,79501960,0
0,79600170,[1번][7급]DEX 소켓카드 [DEX],79501070,79501170,79501270,79501370,79501470,79501570,79501670,79501770,79501870,79501970,0
0,79600180,[1번][8급]DEX 소켓카드 [DEX],79501080,79501180,79501280,79501380,79501480,79501580,79501680,79501780,79501880,79501980,0
0,79600220,[1번][2급]미친 늑대 소켓카드 [INT],79502020,79502120,79502220,79502320,79502420,79502520,79502620,79502720,79502820,79502920,0
0,79600230,[1번][3급]나무 망치 미라 소켓카드 [INT],79502030,79502130,79502230,79502330,79502430,79502530,79502630,79502730,79502830,79502930,0
0,79600240,[1번][4급]다일 소켓카드 [INT],79502040,79502140,79502240,79502340,79502440,79502540,79502640,79502740,79502840,79502940,0
0,79600250,[1번][5급]데비 소켓카드 [INT],79502050,79502150,79502250,79502350,79502450,79502550,79502650,79502750,79502850,79502950,0
0,79600260,[1번][6급]데비 소켓카드 [INT],79502060,79502160,79502260,79502360,79502460,79502560,79502660,79502760,79502860,79502960,0
0,79600270,[1번][7급]INT 소켓카드 [INT],79502070,79502170,79502270,79502370,79502470,79502570,79502670,79502770,79502870,79502970,0
0,79600280,[1번][8급]INT 소켓카드 [INT],79502080,79502180,79502280,79502380,79502480,79502580,79502680,79502780,79502880,79502980,0
0,79600320,[1번][2급]버크셔 소켓카드 [STR],79503020,79503120,79503220,79503320,79503420,79503520,79503620,79503720,79503820,79503920,0
0,79600330,[1번][3급]망각의 철퇴 미라 소켓카드 [STR],79503030,79503130,79503230,79503330,79503430,79503530,79503630,79503730,79503830,79503930,0
0,79600340,[1번][4급]물갈퀴일족 주술사 소켓카드 [STR],79503040,79503140,79503240,79503340,79503440,79503540,79503640,79503740,79503840,79503940,0
0,79600350,[1번][5급]드라이어드 소켓카드 [STR],79503050,79503150,79503250,79503350,79503450,79503550,79503650,79503750,79503850,79503950,0
0,79600360,[1번][6급]드라이어드 소켓카드 [STR],79503060,79503160,79503260,79503360,79503460,79503560,79503660,79503760,79503860,79503960,0
0,79600370,[1번][7급]STR 소켓카드 [STR],79503070,79503170,79503270,79503370,79503470,79503570,79503670,79503770,79503870,79503970,0
0,79600380,[1번][8급]STR 소켓카드 [STR],79503080,79503180,79503280,79503380,79503480,79503580,79503680,79503780,79503880,79503980,0
0,79600420,[1번][2급]초목이 소켓카드 [ALL STAT],79504020,79504120,79504220,79504320,79504420,79504520,79504620,79504720,79504820,79504920,0
0,79600430,[1번][3급]우울한 스켈레틱 소켓카드 [ALL STAT],79504030,79504130,79504230,79504330,79504430,79504530,79504630,79504730,79504830,79504930,0
0,79600440,[1번][4급]반디 소켓카드 [ALL STAT],79504040,79504140,79504240,79504340,79504440,79504540,79504640,79504740,79504840,79504940,0
0,79600450,[1번][5급]미미르 소켓카드 [ALL STAT],79504050,79504150,79504250,79504350,79504450,79504550,79504650,79504750,79504850,79504950,0
0,79600460,[1번][6급]미미르 소켓카드 [ALL STAT],79504060,79504160,79504260,79504360,79504460,79504560,79504660,79504760,79504860,79504960,0
0,79600470,[1번][7급]ALL STAT 소켓카드 [ALL STAT],79504070,79504170,79504270,79504370,79504470,79504570,79504670,79504770,79504870,79504970,0
0,79600480,[1번][8급]ALL STAT 소켓카드 [ALL STAT],79504080,79504180,79504280,79504380,79504480,79504580,79504680,79504780,79504880,79504980,0
0,79600520,[1번][2급]히피 양 소켓카드 [마법공격],79505020,79505120,79505220,79505320,79505420,79505520,79505620,79505720,79505820,79505920,0
0,79600530,[1번][3급]도둑 펑프 소켓카드 [마법공격],79505030,79505130,79505230,79505330,79505430,79505530,79505630,79505730,79505830,79505930,0
0,79600540,[1번][4급]뼈다귀 다일 소켓카드 [마법공격],79505040,79505140,79505240,79505340,79505440,79505540,79505640,79505740,79505840,79505940,0
0,79600550,[1번][5급]뿔 애벌레 소켓카드 [마법공격],79505050,79505150,79505250,79505350,79505450,79505550,79505650,79505750,79505850,79505950,0
0,79600560,[1번][6급]뿔 애벌레 소켓카드 [마법공격],79505060,79505160,79505260,79505360,79505460,79505560,79505660,79505760,79505860,79505960,0
0,79600570,[1번][7급]마법공격 소켓카드 [마법공격],79505070,79505170,79505270,79505370,79505470,79505570,79505670,79505770,79505870,79505970,0
0,79600580,[1번][8급]마법공격 소켓카드 [마법공격],79505080,79505180,79505280,79505380,79505480,79505580,79505680,79505780,79505880,79505980,0
0,79600620,[1번][2급]너구리 소켓카드 [물리공격],79506020,79506120,79506220,79506320,79506420,79506520,79506620,79506720,79506820,79506920,0
0,79600630,[1번][3급]두두 소켓카드 [물리공격],79506030,79506130,79506230,79506330,79506430,79506530,79506630,79506730,79506830,79506930,0
0,79600640,[1번][4급]수포늪지괴물 소켓카드 [물리공격],79506040,79506140,79506240,79506340,79506440,79506540,79506640,79506740,79506840,79506940,0
0,79600650,[1번][5급]사마귀 소켓카드 [물리공격],79506050,79506150,79506250,79506350,79506450,79506550,79506650,79506750,79506850,79506950,0
0,79600660,[1번][6급]사마귀 소켓카드 [물리공격],79506060,79506160,79506260,79506360,79506460,79506560,79506660,79506760,79506860,79506960,0
0,79600670,[1번][7급]물리공격 소켓카드 [물리공격],79506070,79506170,79506270,79506370,79506470,79506570,79506670,79506770,79506870,79506970,0
0,79600680,[1번][8급]물리공격 소켓카드 [물리공격],79506080,79506180,79506280,79506380,79506480,79506580,79506680,79506780,79506880,79506980,0
0,79600720,[1번][2급]샤포 소켓카드 [마법공격증폭],79507020,79507120,79507220,79507320,79507420,79507520,79507620,79507720,79507820,79507920,0
0,79600730,[1번][3급]불찌 소켓카드 [마법공격증폭],79507030,79507130,79507230,79507330,79507430,79507530,79507630,79507730,79507830,79507930,0
0,79600740,[1번][4급]슬러페 소켓카드 [마법공격증폭],79507040,79507140,79507240,79507340,79507440,79507540,79507640,79507740,79507840,79507940,0
0,79600750,[1번][5급]씨 악마 꽃 소켓카드 [마법공격증폭],79507050,79507150,79507250,79507350,79507450,79507550,79507650,79507750,79507850,79507950,0
0,79600760,[1번][6급]씨 악마 꽃 소켓카드 [마법공격증폭],79507060,79507160,79507260,79507360,79507460,79507560,79507660,79507760,79507860,79507960,0
0,79600770,[1번][7급]마법공격증폭 소켓카드 [마법공격증폭],79507070,79507170,79507270,79507370,79507470,79507570,79507670,79507770,79507870,79507970,0
0,79600780,[1번][8급]마법공격증폭 소켓카드 [마법공격증폭],79507080,79507180,79507280,79507380,79507480,79507580,79507680,79507780,79507880,79507980,0
0,79600820,[1번][2급]전갈박쥐 소켓카드 [물리공격증폭],79508020,79508120,79508220,79508320,79508420,79508520,79508620,79508720,79508820,79508920,0
0,79600830,[1번][3급]스켈레통 소켓카드 [물리공격증폭],79508030,79508130,79508230,79508330,79508430,79508530,79508630,79508730,79508830,79508930,0
0,79600840,[1번][4급]전사팽이 소켓카드 [물리공격증폭],79508040,79508140,79508240,79508340,79508440,79508540,79508640,79508740,79508840,79508940,0
0,79600850,[1번][5급]애벌레 소켓카드 [물리공격증폭],79508050,79508150,79508250,79508350,79508450,79508550,79508650,79508750,79508850,79508950,0
0,79600860,[1번][6급]애벌레 소켓카드 [물리공격증폭],79508060,79508160,79508260,79508360,79508460,79508560,79508660,79508760,79508860,79508960,0
0,79600870,[1번][7급]물리공격증폭 소켓카드 [물리공격증폭],79508070,79508170,79508270,79508370,79508470,79508570,79508670,79508770,79508870,79508970,0
0,79600880,[1번][8급]물리공격증폭 소켓카드 [물리공격증폭],79508080,79508180,79508280,79508380,79508480,79508580,79508680,79508780,79508880,79508980,0
0,79600920,[1번][2급]꼬깨 소켓카드 [마법방어],79509020,79509120,79509220,79509320,79509420,79509520,79509620,79509720,79509820,79509920,0
0,79600930,[1번][3급]주술사 두두 소켓카드 [마법방어],79509030,79509130,79509230,79509330,79509430,79509530,79509630,79509730,79509830,79509930,0
0,79600940,[1번][4급]갈고리 나무꾼 소켓카드 [마법방어],79509040,79509140,79509240,79509340,79509440,79509540,79509640,79509740,79509840,79509940,0
0,79600950,[1번][5급]긴 주둥이 나방 소켓카드 [마법방어],79509050,79509150,79509250,79509350,79509450,79509550,79509650,79509750,79509850,79509950,0
0,79600960,[1번][6급]긴 주둥이 나방 소켓카드 [마법방어],79509060,79509160,79509260,79509360,79509460,79509560,79509660,79509760,79509860,79509960,0
0,79600970,[1번][7급]마법방어 소켓카드 [마법방어],79509070,79509170,79509270,79509370,79509470,79509570,79509670,79509770,79509870,79509970,0
0,79600980,[1번][8급]마법방어 소켓카드 [마법방어],79509080,79509180,79509280,79509380,79509480,79509580,79509680,79509780,79509880,79509980,0
0,79601020,[1번][2급]몽글 소켓카드 [물리방어],79510020,79510120,79510220,79510320,79510420,79510520,79510620,79510720,79510820,79510920,0
0,79601030,[1번][3급]호박머리 너구리 소켓카드 [물리방어],79510030,79510130,79510230,79510330,79510430,79510530,79510630,79510730,79510830,79510930,0
0,79601040,[1번][4급]갈퀴 거미 소켓카드 [물리방어],79510040,79510140,79510240,79510340,79510440,79510540,79510640,79510740,79510840,79510940,0
0,79601050,[1번][5급]나방 소켓카드 [물리방어],79510050,79510150,79510250,79510350,79510450,79510550,79510650,79510750,79510850,79510950,0
