SkillNo,Level,NameNo,RscNameNo,ActionName,Memo,Type,ClassLimit,LevelLimit,WeaponLimit,StateLimit,ParentSkill,Target,Range,CastTime,CoolTime,AnimationTime,MP,HP,EffectID,Abil01,Abil02,Abil03,Abil04,Abil05,Abil06,Abil07,Abil08,Abil09,Abil10,CmdStringNo,DraClassLimit,f_ActionCategory
6044600,1,100010601,0,a_mon_shot_01,반디 여왕 벨라 꼬리로 독침 연발 쏘기 스킬,2,0,0,0,0,1,2,140,600,0,4000,0,0,6044600,6044600,0,20820,6015301,0,200,6000001,201,0,0,0,0,0
6044601,0,0,0,a_mon_shot_02,반디 여왕 벨라 더드미에서 전기를 생성해서 쏜다 스킬,2,0,0,0,0,6031105,2,200,900,0,2200,0,0,0,6044601,6044608,20820,0,6044608,200,6000001,201,0,0,0,0,0
6044602,0,0,0,a_mon_melee_03,반디 여왕 벨라 지팡이 들고 보호막 생성 스킬,2,0,0,0,0,101000301,1,60,300,20000,2933,0,0,6044602,6044602,6044605,20820,0,0,200,6000001,0,0,0,0,0,0
6044603,0,0,0,a_mon_melee_02,반디 여왕 벨라 자신에게 독 버프 시전 스킬,2,0,0,0,0,109001401,1,60,600,20000,2000,0,0,6044603,6044603,6044607,20820,0,0,200,6000001,0,0,0,0,0,0
6044604,0,0,0,a_mon_melee_04,반디 여왕 벨라 스스로 힐하기 스킬,2,0,0,0,0,6013904,1,100,1200,60000,1967,0,0,0,6044604,6044606,20820,6000000,0,200,6000001,0,0,0,0,0,0
6044605,0,100010601,0,a_mon_shot_01,반디 여왕 벨라 꼬리로 독침 연발 쏘기 스킬,2,0,0,0,0,1,2,140,600,0,3800,0,0,6044600,6044600,0,20820,6015301,0,200,6000001,202,0,0,0,0,0
6044606,0,0,0,a_mon_shot_02,반디 여왕 벨라 더드미에서 전기를 생성해서 쏜다 스킬,2,0,0,0,0,6031105,2,140,900,0,2090,0,0,0,6044601,6044608,20820,0,6044608,200,6000001,202,0,0,0,0,0
6044607,0,0,0,a_mon_melee_03,반디 여왕 벨라 지팡이 들고 보호막 생성 스킬,2,0,0,0,0,101000301,1,60,300,20000,2786,0,0,6044602,6044602,6044605,20820,0,0,200,6000001,0,0,0,0,0,0
6044608,0,0,0,a_mon_melee_02,반디 여왕 벨라 자신에게 독 버프 시전 스킬,2,0,0,0,0,109001401,1,60,600,20000,1900,0,0,6044603,6044603,6044607,20820,0,0,200,6000001,0,0,0,0,0,0
6044609,0,0,0,a_mon_melee_04,반디 여왕 벨라 스스로 힐하기 스킬,2,0,0,0,0,6013904,1,100,1200,60000,1869,0,0,0,6044604,6044606,20820,6000000,0,200,6000001,0,0,0,0,0,0
6044610,0,0,0,0,반디 여왕 벨라 스킬 1 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6044610,0,0,0,0,0,0,0,0,0,0,0,0
6044611,0,0,0,0,반디 여왕 벨라 스킬 2 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6044611,0,0,0,0,0,0,0,0,0,0,0,0
6044612,0,0,0,0,반디 여왕 벨라 스킬 3 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6044612,0,0,0,0,0,0,0,0,0,0,0,0
6044613,0,0,0,0,반디 여왕 벨라 스킬 4 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6044613,0,0,0,0,0,0,0,0,0,0,0,0
6044620,0,100010601,0,a_mon_shot_01,반디 여왕 벨라 꼬리로 독침 연발 쏘기 스킬,2,0,0,0,0,1,2,140,600,0,3600,0,0,6044600,6044600,0,20820,6015301,0,200,6000001,203,0,0,0,0,0
6044621,0,0,0,a_mon_shot_02,반디 여왕 벨라 더드미에서 전기를 생성해서 쏜다 스킬,2,0,0,0,0,6031105,2,140,900,0,1980,0,0,0,6044601,6044608,20820,0,6044608,200,6000001,203,0,0,0,0,0
6044622,0,0,0,a_mon_melee_03,반디 여왕 벨라 지팡이 들고 보호막 생성 스킬,2,0,0,0,0,101000301,1,60,300,20000,2640,0,0,6044602,6044602,6044605,20820,0,0,200,6000001,0,0,0,0,0,0
6044623,0,0,0,a_mon_melee_02,반디 여왕 벨라 자신에게 독 버프 시전 스킬,2,0,0,0,0,109001401,1,60,600,20000,1800,0,0,6044603,6044603,6044607,20820,0,0,200,6000001,0,0,0,0,0,0
6044624,0,0,0,a_mon_melee_04,반디 여왕 벨라 스스로 힐하기 스킬,2,0,0,0,0,6013904,1,100,1200,60000,1770,0,0,0,6044604,6044606,20820,6000000,0,200,6000001,0,0,0,0,0,0
6044625,0,100010601,0,a_mon_shot_01,반디 여왕 벨라 꼬리로 독침 연발 쏘기 스킬,2,0,0,0,0,1,2,140,600,0,3200,0,0,6044600,6044600,0,20820,6015301,0,200,6000001,204,0,0,0,0,0
6044626,0,0,0,a_mon_shot_02,반디 여왕 벨라 더드미에서 전기를 생성해서 쏜다 스킬,2,0,0,0,0,6031105,2,140,900,0,1760,0,0,0,6044601,6044608,20820,0,6044608,200,6000001,204,0,0,0,0,0
6044627,0,0,0,a_mon_melee_03,반디 여왕 벨라 지팡이 들고 보호막 생성 스킬,2,0,0,0,0,101000301,1,60,300,20000,2346,0,0,6044602,6044602,6044605,20820,0,0,200,6000001,0,0,0,0,0,0
6044628,0,0,0,a_mon_melee_02,반디 여왕 벨라 자신에게 독 버프 시전 스킬,2,0,0,0,0,109001401,1,60,600,20000,1600,0,0,6044603,6044603,6044607,20820,0,0,200,6000001,0,0,0,0,0,0
6044629,0,0,0,a_mon_melee_04,반디 여왕 벨라 스스로 힐하기 스킬,2,0,0,0,0,6013904,1,100,1200,60000,1574,0,0,0,6044604,6044606,20820,6000000,0,200,6000001,0,0,0,0,0,0
6045100,0,0,0,a_mon_shot_01,나방 기본 쏘기 스킬 1단계,2,0,0,0,0,1,2,140,700,0,900,0,0,0,6045100,0,20820,0,0,200,6000001,201,0,0,0,0,0
6045101,0,0,0,a_mon_melee_02,나방 음파 공격 스킬 (물리),2,0,0,0,0,1,2,160,1000,0,900,0,0,0,6045101,0,20820,0,0,200,6000001,0,0,0,0,0,0
6045102,0,0,0,a_mon_shot_skill_02,나방 더드미 쏘기 스킬 1단계,2,0,0,0,0,1,2,180,1000,0,900,0,0,0,6045102,0,20820,0,0,200,6000001,201,0,0,0,0,0
6045103,0,0,0,a_mon_shot_01,나방 기본 쏘기 스킬 2단계,2,0,0,0,0,1,2,140,630,0,1140,0,0,0,6045100,0,20820,0,0,200,6000001,202,0,0,0,0,0
6045104,0,0,0,a_mon_shot_01,나방 기본 쏘기 스킬 3단계,2,0,0,0,0,1,2,140,560,0,1080,0,0,0,6045100,0,20820,0,0,200,6000001,203,0,0,0,0,0
6045105,0,0,0,a_mon_shot_01,나방 기본 쏘기 스킬 4단계,2,0,0,0,0,1,2,140,490,0,960,0,0,0,6045100,0,20820,0,0,200,6000001,204,0,0,0,0,0
6045106,0,0,0,a_mon_shot_skill_02,나방 더드미 쏘기 스킬 2단계,2,0,0,0,0,1,2,180,900,0,1140,0,0,0,6045102,0,20820,0,0,200,6000001,202,0,0,0,0,0
6045107,0,0,0,a_mon_shot_skill_02,나방 더드미 쏘기 스킬 3단계,2,0,0,0,0,1,2,180,800,0,1080,0,0,0,6045102,0,20820,0,0,200,6000001,203,0,0,0,0,0
6045109,0,0,0,a_mon_shot_skill_02,나방 더드미 쏘기 스킬 4단계,2,0,0,0,0,1,2,180,700,0,960,0,0,0,6045102,0,20820,0,0,200,6000001,204,0,0,0,0,0
6046100,0,0,0,a_mon_melee_01,일곱 난쟁이 기본 스킬 1,2,0,0,0,0,1,2,60,700,0,1133,0,0,0,6046100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6046101,0,0,0,a_mon_melee_02,일곱 난쟁이 기본 스킬 2,2,0,0,0,0,1,2,60,630,0,1076,0,0,0,6046101,0,20820,0,0,200,6000001,0,0,0,0,0,0
6046102,0,0,0,a_mon_melee_03,일곱 난쟁이 스킬 공격,2,0,0,0,0,1,2,100,700,0,1233,0,0,0,6046102,0,20820,0,0,200,6000001,0,0,0,0,0,0
6046103,0,0,0,a_mon_shot_01,일곱 난쟁이 쏘기 공격 1단계,2,0,0,0,0,1,2,140,700,0,600,0,0,0,6046103,0,20820,0,0,200,6000001,201,0,0,0,0,0
6046104,0,0,0,a_mon_shot_01,일곱 난쟁이 쏘기 공격 2단계,2,0,0,0,0,1,2,140,630,0,570,0,0,0,6046103,0,20820,0,0,200,6000001,202,0,0,0,0,0
6046105,0,0,0,a_mon_shot_01,일곱 난쟁이 쏘기 공격 3단계,2,0,0,0,0,1,2,140,560,0,540,0,0,0,6046103,0,20820,0,0,200,6000001,203,0,0,0,0,0
6046106,0,0,0,a_mon_shot_01,일곱 난쟁이 쏘기 공격 4단계,2,0,0,0,0,1,2,140,490,0,480,0,0,0,6046103,0,20820,0,0,200,6000001,204,0,0,0,0,0
6047100,0,0,0,a_mon_melee_01,윙 시리즈 기본 스킬,2,0,0,0,0,1,2,60,700,0,733,0,0,0,6047100,0,20820,0,6047104,200,6000001,0,0,0,0,0,0
6047101,0,0,0,a_mon_shot_01,윙 시리즈 쏘기 스킬 1단계,2,0,0,0,0,1,2,140,1000,0,1000,0,0,0,6047101,0,20820,0,6047106,200,6000001,201,0,0,0,0,0
6047102,0,0,0,a_mon_drop_projectile,윙 시리즈 칼라 똥 떨구기 스킬,2,0,0,0,0,6013909,2,300,1000,0,3000,0,0,0,6047102,6047103,20820,6000000,6047107,200,6000001,0,0,0,0,0,0
6047103,0,0,0,a_mon_shot_01,윙 시리즈 쏘기 스킬 2단계,2,0,0,0,0,1,2,140,900,0,950,0,0,0,6047101,0,20820,0,6047106,200,6000001,202,0,0,0,0,0
6047104,0,0,0,a_mon_shot_01,윙 시리즈 쏘기 스킬 3단계,2,0,0,0,0,1,2,140,800,0,900,0,0,0,6047101,0,20820,0,6047106,200,6000001,203,0,0,0,0,0
6047105,0,0,0,a_mon_shot_01,윙 시리즈 쏘기 스킬 4단계,2,0,0,0,0,1,2,140,700,0,800,0,0,0,6047101,0,20820,0,6047106,200,6000001,204,0,0,0,0,0
6048100,0,0,0,a_mon_melee_01,호르 물리 공격 스킬,2,0,0,0,0,1,2,60,700,0,1367,0,0,0,6048100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6048101,0,0,0,a_mon_shot_01,호르 쏘기 공격 스킬 1단계,2,0,0,0,0,1,2,140,1000,0,1633,0,0,0,6048101,0,20820,0,0,200,6000001,201,0,0,0,0,0
6048102,0,0,0,a_mon_shot_01,호르 쏘기 공격 스킬 2단계,2,0,0,0,0,1,2,140,900,0,2216,0,0,0,6048101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6048103,0,0,0,a_mon_shot_01,호르 쏘기 공격 스킬 3단계 ,2,0,0,0,0,1,2,140,800,0,2100,0,0,0,6048101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6048104,0,0,0,a_mon_shot_01,호르 쏘기 공격 스킬 4단계,2,0,0,0,0,1,2,140,700,0,1866,0,0,0,6048101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6049100,0,0,0,a_mon_melee_01,물갈퀴일족 기본 스킬,2,0,0,0,0,1,2,60,700,0,733,0,0,0,6049100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6049101,0,0,0,a_mon_shot_01,물갈퀴일족 기본 원거리 스킬 1단계,2,0,0,0,0,1,2,120,1000,0,1000,0,0,0,6049101,0,20820,0,0,200,6000001,201,0,0,0,0,0
6049102,0,0,0,a_mon_melee_02,물갈퀴일족 주술사 스킬(물리),2,0,0,0,0,6003101,2,120,1000,0,1000,0,0,0,6049102,6049103,20820,0,0,200,6000001,0,0,0,0,0,0
6049103,0,0,0,a_mon_shot_01,물갈퀴일족 기본 원거리 스킬 2단계,2,0,0,0,0,1,2,120,900,0,950,0,0,0,6049101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6049104,0,0,0,a_mon_shot_01,물갈퀴일족 기본 원거리 스킬 3단계,2,0,0,0,0,1,2,120,800,0,900,0,0,0,6049101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6049105,0,0,0,a_mon_shot_01,물갈퀴일족 기본 원거리 스킬 4단계,2,0,0,0,0,1,2,120,700,0,800,0,0,0,6049101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6050100,0,0,0,a_mon_melee_01,사신 시리즈 기본 어택 스킬,2,0,0,0,0,1,2,60,700,0,1867,0,0,0,6050100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6050101,0,0,0,a_mon_shot_01,사신 시리즈 원거리 스킬 1단계,2,0,0,0,0,1,2,120,1000,0,2167,0,0,0,6050101,0,20820,0,0,200,6000001,201,0,0,0,0,0
6050102,0,0,0,a_mon_massive_projectile,사신 시리즈 위에서 떨어트리기 스킬 스킬,2,0,0,0,0,6013909,2,300,1000,5000,3500,0,0,0,6050102,6050103,20820,0,0,200,6000001,0,0,0,0,0,0
6050103,0,0,0,a_mon_shot_01,사신 시리즈 원거리 스킬 2단계,2,0,0,0,0,1,2,120,900,0,2059,0,0,0,6050101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6050104,0,0,0,a_mon_shot_01,사신 시리즈 원거리 스킬 3단계,2,0,0,0,0,1,2,120,800,0,1950,0,0,0,6050101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6050105,0,0,0,a_mon_shot_01,사신 시리즈 원거리 스킬 4단계,2,0,0,0,0,1,2,120,700,0,1734,0,0,0,6050101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6051100,0,0,0,a_mon_melee_01,투아 시리즈 기본 공격 1,2,0,0,0,0,1,2,80,700,0,1433,0,0,0,6051100,0,20820,0,6051104,200,6000001,0,0,0,0,0,0
6051101,0,0,0,a_mon_melee_02,투아 시리즈 기본 공격 2,2,0,0,0,0,1,2,80,630,0,1361,0,0,0,6051101,0,20820,0,6051104,200,6000001,0,0,0,0,0,0
6051102,0,0,0,a_mon_massive_projectile,투아 시리즈 스킬 공격,2,0,0,0,0,6013909,2,300,1000,0,3500,0,0,0,6051102,6051103,20820,6000000,6051106,200,6000001,0,0,0,0,0,0
6052100,0,0,0,a_mon_melee_01,예티 시리즈 원거리 포효 스킬,2,0,0,0,0,1,2,60,700,0,1833,0,0,0,6052100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6052101,0,100010601,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 1단계,2,0,0,0,0,1,2,120,700,0,1500,0,0,6013301,6052101,6015301,20820,0,0,200,6000001,201,0,0,0,0,0
6052102,0,0,0,a_mon_massive_projectile,미미르 시리즈 기본 마법 2 스킬,2,0,0,0,0,6013909,2,300,1000,5000,4500,0,0,0,6052102,6052103,20820,0,0,200,6000001,0,0,0,0,0,0
6052103,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 2단계,2,0,0,0,0,1,2,120,630,0,1425,0,0,0,6052101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6052104,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 3단계,2,0,0,0,0,1,2,120,560,0,1350,0,0,0,6052101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6052105,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 4단계,2,0,0,0,0,1,2,120,490,0,1200,0,0,0,6052101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6052106,0,100010601,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 2단계(중독),2,0,0,0,0,1,2,120,630,0,1425,0,0,100010606,6052101,0,20820,0,0,200,6000001,202,0,6400006,0,0,0
6052107,0,100010601,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 3단계(중독),2,0,0,0,0,1,2,120,560,0,1350,0,0,100010607,6052101,0,20820,0,0,200,6000001,203,0,6400007,0,0,0
6052108,0,100010601,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 4단계(중독),2,0,0,0,0,1,2,120,490,0,1200,0,0,100010608,6052101,0,20820,0,0,200,6000001,204,0,6400008,0,0,0
6052109,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 2단계(침묵),2,0,0,0,0,1,2,120,630,0,1425,0,0,0,6052101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6052110,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 3단계(침묵),2,0,0,0,0,1,2,120,560,0,1350,0,0,0,6052101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6052111,0,0,0,a_mon_shot_01,미미르 시리즈 기본 쏘기 스킬 4단계(침묵),2,0,0,0,0,1,2,120,490,0,1200,0,0,0,6052101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6052600,0,0,0,a_mon_melee_01,미미르 정예 바룸 소리 지르기 스킬,2,0,0,0,0,1,2,300,800,0,2200,0,0,0,6052600,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
6052601,0,0,0,a_mon_bat_missile,미미르 정예 바룸 PC 날리기 스킬,2,0,0,0,0,1,2,120,800,0,1900,0,0,100004601,6052601,6052606,20820,6000000,6052614,200,6000001,0,0,0,0,0,0
6052602,0,0,0,a_mon_patrol,미미르 정예 바룸 날아서 알 투하하기 스킬,2,0,0,0,0,1,2,300,1200,10000,8000,0,0,0,6052602,6052605,20820,0,6052615,200,6000001,0,0,0,0,0,0
6052603,1,100010601,0,a_mon_melee_04,미미르 정예 바룸 독방구 방출 스킬,2,0,0,0,0,6006902,2,100,800,5000,2000,0,0,6052603,6052603,6052604,20820,0,6052616,200,6000001,6015301,0,0,0,0,0
6052604,0,0,0,a_mon_melee_01,미미르 정예 바룸 소리 지르기 스킬,2,0,0,0,0,1,2,300,800,0,2090,0,0,0,6052600,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
6052605,0,0,0,a_mon_bat_missile,미미르 정예 바룸 PC 날리기 스킬,2,0,0,0,0,6052601,2,120,800,0,1805,0,0,100004601,6052601,6052606,20820,6000000,6052614,200,6000001,0,0,0,0,0,0
6052606,0,0,0,a_mon_patrol,미미르 정예 바룸 날아서 알 투하하기 스킬,2,0,0,0,0,6052602,2,300,1200,10000,7600,0,0,0,6052602,6052605,20820,0,6052615,200,6000001,0,0,0,0,0,0
6052607,0,100010601,0,a_mon_melee_04,미미르 정예 바룸 독방구 방출 스킬,2,0,0,0,0,6006902,2,100,800,5000,1900,0,0,6052603,6052603,6052604,20820,0,6052616,200,6000001,6015301,0,0,0,0,0
6052608,0,0,0,a_mon_melee_01,미미르 정예 바룸 소리 지르기 스킬,2,0,0,0,0,1,2,300,800,0,1980,0,0,0,6052600,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
6052609,0,0,0,a_mon_bat_missile,미미르 정예 바룸 PC 날리기 스킬,2,0,0,0,0,6052601,2,120,800,0,1710,0,0,100004601,6052601,6052606,20820,6000000,6052614,200,6000001,0,0,0,0,0,0
6052610,0,0,0,0,미미르 정예 스킬 1 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6052610,0,0,0,6052615,0,0,0,0,0,0,0,0
6052611,0,0,0,0,미미르 정예 스킬 2 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6052611,0,0,0,6052616,0,0,0,0,0,0,0,0
6052612,0,0,0,0,미미르 정예 스킬 3 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6052612,0,0,0,0,0,0,0,0,0,0,0,0
6052613,0,0,0,0,미미르 정예 스킬 4 그룹,6,0,0,0,0,0,2,140,0,0,0,0,0,0,6052613,0,0,0,0,0,0,0,0,0,0,0,0
6052620,0,0,0,a_mon_patrol,미미르 정예 바룸 날아서 알 투하하기 스킬,2,0,0,0,0,6052602,2,300,1200,10000,7200,0,0,0,6052602,6052605,20820,0,0,200,6000001,0,0,0,0,0,0
6052621,0,100010601,0,a_mon_melee_04,미미르 정예 바룸 독방구 방출 스킬,2,0,0,0,0,6006902,2,100,800,5000,1800,0,0,6052603,6052603,6052604,20820,0,0,200,6000001,6015301,0,0,0,0,0
6052622,0,0,0,a_mon_melee_01,미미르 정예 바룸 소리 지르기 스킬,2,0,0,0,0,1,2,300,800,0,1760,0,0,0,6052600,0,20820,6000000,0,200,6000001,0,0,0,0,0,0
6052623,0,0,0,a_mon_bat_missile,미미르 정예 바룸 PC 날리기 스킬,2,0,0,0,0,6052601,2,120,800,0,1520,0,0,100004601,6052601,6052606,20820,6000000,6052614,200,6000001,0,0,0,0,0,0
6052624,0,0,0,a_mon_patrol,미미르 정예 바룸 날아서 알 투하하기 스킬,2,0,0,0,0,6052602,2,300,1200,10000,6400,0,0,0,6052602,6052605,20820,0,6052615,200,6000001,0,0,0,0,0,0
6052625,0,100010601,0,a_mon_melee_04,미미르 정예 바룸 독방구 방출 스킬,2,0,0,0,0,6006902,2,100,800,5000,1600,0,0,6052603,6052603,6052604,20820,0,6052616,200,6000001,6015301,0,0,0,0,0
6052630,0,0,0,a_mon_move,이동스킬,2,0,0,0,0,6052630,2,1000,10,15000,5000,0,0,0,6052630,0,20820,0,6052614,200,6000001,0,0,0,0,0,0
6053100,0,0,0,a_mon_melee_01,코어 기본 공격 스킬(자폭 원본),2,0,0,0,0,1,2,70,700,0,733,0,0,0,6053100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6053101,0,0,0,a_mon_dieskill_01,코어 기본 공격 스킬 자폭,2,0,0,0,0,6053100,2,60,1700,0,733,0,0,0,6053100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6053102,0,0,0,a_mon_melee_01,코어 기본 공격 스킬(기본),2,0,0,0,0,1,2,70,700,0,733,0,0,0,6053100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6054100,0,0,0,a_mon_melee_01,예티 시리즈 기본 어택 스킬,2,0,0,0,0,1,2,80,700,0,1833,0,0,0,6054100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6054101,0,0,0,a_mon_melee_02,예티 시리즈 기본 내려치기 스킬,2,0,0,0,0,1,2,80,700,0,1833,0,0,0,6054101,0,20820,0,0,200,6000001,0,0,0,0,0,0
6054102,0,0,0,a_mon_shot_01,예티 시리즈 원거리 마법 스킬 1단계,2,0,0,0,0,1,2,160,700,0,2500,0,0,0,6054102,0,20820,0,6054106,200,6000001,201,0,0,0,0,0
6054103,0,0,0,a_mon_shot_01,예티 시리즈 원거리 쏘기 스킬 1단계,2,0,0,0,0,1,2,160,700,0,2500,0,0,0,6054103,0,20820,0,0,200,6000001,201,0,0,0,0,0
6054104,0,0,0,a_mon_shot_skill_02,예티 시리즈 원거리 포효 스킬 1단계,2,0,0,0,0,6003101,2,140,2000,0,2333,0,0,100010401,6054104,6054105,20820,0,6054107,200,6000001,201,0,0,0,0,0
6054105,0,0,0,a_mon_shot_01,예티 시리즈 원거리 마법 스킬 2단계,2,0,0,0,0,1,2,160,630,0,2375,0,0,0,6054102,0,20820,0,6054106,200,6000001,202,0,0,0,0,0
6054106,0,0,0,a_mon_shot_01,예티 시리즈 원거리 마법 스킬 3단계,2,0,0,0,0,1,2,160,560,0,2250,0,0,0,6054102,0,20820,0,6054106,200,6000001,203,0,0,0,0,0
6054107,0,0,0,a_mon_shot_01,예티 시리즈 원거리 마법 스킬 4단계,2,0,0,0,0,1,2,160,490,0,2000,0,0,0,6054102,0,20820,0,6054106,200,6000001,204,0,0,0,0,0
6054108,0,0,0,a_mon_shot_01,예티 시리즈 원거리 쏘기 스킬 2단계,2,0,0,0,0,1,2,160,630,0,2375,0,0,0,6054103,0,20820,0,0,200,6000001,202,0,0,0,0,0
6054109,0,0,0,a_mon_shot_01,예티 시리즈 원거리 쏘기 스킬 3단계,2,0,0,0,0,1,2,160,560,0,2250,0,0,0,6054103,0,20820,0,0,200,6000001,203,0,0,0,0,0
6054110,0,0,0,a_mon_shot_01,예티 시리즈 원거리 쏘기 스킬 4단계,2,0,0,0,0,1,2,160,490,0,2000,0,0,0,6054103,0,20820,0,0,200,6000001,204,0,0,0,0,0
6054111,0,100010601,0,a_mon_shot_skill_02,예티 시리즈 원거리 포효 스킬 2단계,2,0,0,0,0,6003101,2,140,630,0,1741,0,0,100010401,6054104,6054105,20820,0,6054107,200,6000001,202,0,0,0,0,0
6054112,0,100010601,0,a_mon_shot_skill_02,예티 시리즈 원거리 포효 스킬 3단계,2,0,0,0,0,6003101,2,140,560,0,1650,0,0,100010401,6054104,6054105,20820,0,6054107,200,6000001,203,0,0,0,0,0
6054113,0,100010601,0,a_mon_shot_skill_02,예티 시리즈 원거리 포효 스킬 4단계,2,0,0,0,0,6003101,2,140,490,0,1466,0,0,100010401,6054104,6054105,20820,0,6054107,200,6000001,204,0,0,0,0,0
6057100,0,0,0,a_mon_shot_01,메르 곤 쏘기 공격 1단계,2,0,0,0,0,1,2,140,1000,0,1300,0,0,0,6057100,0,20820,0,0,200,6000001,201,0,0,0,0,0
6057101,0,0,0,a_mon_melee_01,메르 곤 물리 공격,2,0,0,0,0,1,2,60,700,0,1533,0,0,0,6057101,0,20820,0,0,200,6000001,0,0,0,0,0,0
6057102,0,0,0,a_mon_shot_01,메르 곤 쏘기 공격 2단계,2,0,0,0,0,1,2,140,900,0,1235,0,0,0,6057100,0,20820,0,0,200,6000001,202,0,0,0,0,0
6057103,0,0,0,a_mon_shot_01,메르 곤 쏘기 공격 3단계,2,0,0,0,0,1,2,140,800,0,1170,0,0,0,6057100,0,20820,0,0,200,6000001,203,0,0,0,0,0
6057104,0,0,0,a_mon_shot_01,메르 곤 쏘기 공격 4단계,2,0,0,0,0,1,2,140,700,0,1040,0,0,0,6057100,0,20820,0,0,200,6000001,204,0,0,0,0,0
6058100,0,0,0,a_mon_melee_01,올름 물기 공격,2,0,0,0,0,1,2,100,700,0,1500,0,0,0,6058100,0,20820,0,0,200,6000001,0,0,0,0,0,0
6058101,0,0,0,a_mon_shot_01,올름 쏘기 공격 1단계,2,0,0,0,0,1,2,300,1000,0,1900,0,0,0,6058101,0,20820,0,0,200,6000001,201,0,0,0,0,0
6058102,0,0,0,a_mon_shot_02,올름 머리로 쏘기 공격 1단계,2,0,0,0,0,1,2,300,1000,0,1600,0,0,0,6058102,0,20820,0,0,200,6000001,201,0,0,0,0,0
6058103,0,0,0,a_mon_shot_01,올름 쏘기 공격 2단계,2,0,0,0,0,1,2,300,900,0,1805,0,0,0,6058101,0,20820,0,0,200,6000001,202,0,0,0,0,0
6058104,0,0,0,a_mon_shot_01,올름 쏘기 공격 3단계,2,0,0,0,0,1,2,300,800,0,1710,0,0,0,6058101,0,20820,0,0,200,6000001,203,0,0,0,0,0
6058105,0,0,0,a_mon_shot_01,올름 쏘기 공격 4단계,2,0,0,0,0,1,2,300,700,0,1520,0,0,0,6058101,0,20820,0,0,200,6000001,204,0,0,0,0,0
6058106,0,0,0,a_mon_shot_02,올름 머리로 쏘기 공격 2단계,2,0,0,0,0,1,2,300,900,0,1520,0,0,0,6058102,0,20820,0,0,200,6000001,202,0,0,0,0,0
6058107,0,0,0,a_mon_shot_02,올름 머리로 쏘기 공격 3단계,2,0,0,0,0,1,2,300,800,0,1440,0,0,0,6058102,0,20820,0,0,200,6000001,203,0,0,0,0,0
6058108,0,0,0,a_mon_shot_02,올름 머리로 쏘기 공격 4단계,2,0,0,0,0,1,2,300,700,0,1280,0,0,0,6058102,0,20820,0,0,200,6000001,204,0,0,0,0,0
6059100,0,0,0,a_mon_melee_01,두두 시리즈 기본 공격,2,0,0,0,0,1,2,140,700,0,1833,0,0,0,6059100,0,20820,0,6059107,200,6000001,0,0,0,0,0,0
6059101,0,0,0,a_mon_melee_02,두두 시리즈 흙 던지기,2,0,0,0,0,1,2,160,700,0,1167,0,0,0,6059101,0,20820,0,0,200,6000001,0,0,0,0,0,0
